window_id,evaluation_id,order_attempt_id,event_sequence,source_kind,source_path,live_classification,order_status_type,side,limit_px,size_btc,post_only_tif,order_endpoint_called,post_only_reject,reject_interpretation,quote_placement,pre_bid,pre_ask,post_bid,post_ask,hold_elapsed_seconds,censoring_status,censoring_reason,no_fill_state,depth_proxy_status,depth_proxy_scope,same_side_visible_qty_at_or_ahead_of_quote_btc,same_side_visible_order_count_at_or_ahead_of_quote,top_depth_multiple_of_order,trade_through_status,public_trade_count,touch_trade_qty_btc,strict_trade_through_qty_btc,at_or_through_trade_qty_btc,required_depletion_qty_btc,queue_depletion_multiple,public_depletion_status,public_stream_coverage_status,zero_public_trade_interpretation,opportunity_status,exact_timestamp_caveat,evidence_limitation,route_signal
window_01,1,,494,0714T003_v2_live_window_artifact,local_live_analysis/cross_exchange_resting_interval_v2_live_evidence_0714T003_20260714T063004Z/window_01,no_submit_fail_closed,skipped,,,,Alo,False,False,,placement_unknown_no_order_submitted,62602.0,62603.0,62602.0,62603.0,,not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,depth_proxy_missing_or_not_applicable,no_order_submitted,,,,not_applicable_no_order_submitted,0,,,,,,not_applicable_no_order_submitted,,,opportunity_not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,no_order_submitted
window_01,2,,990,0714T003_v2_live_window_artifact,local_live_analysis/cross_exchange_resting_interval_v2_live_evidence_0714T003_20260714T063004Z/window_01,no_submit_fail_closed,skipped,,,,Alo,False,False,,placement_unknown_no_order_submitted,62602.0,62603.0,62602.0,62603.0,,not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,depth_proxy_missing_or_not_applicable,no_order_submitted,,,,not_applicable_no_order_submitted,0,,,,,,not_applicable_no_order_submitted,,,opportunity_not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,no_order_submitted
window_01,3,,1094,0714T003_v2_live_window_artifact,local_live_analysis/cross_exchange_resting_interval_v2_live_evidence_0714T003_20260714T063004Z/window_01,no_submit_fail_closed,skipped,,,,Alo,False,False,,placement_unknown_no_order_submitted,62602.0,62603.0,62602.0,62603.0,,not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,depth_proxy_missing_or_not_applicable,no_order_submitted,,,,not_applicable_no_order_submitted,0,,,,,,not_applicable_no_order_submitted,,,opportunity_not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,no_order_submitted
window_01,4,,1112,0714T003_v2_live_window_artifact,local_live_analysis/cross_exchange_resting_interval_v2_live_evidence_0714T003_20260714T063004Z/window_01,no_submit_fail_closed,skipped,,,,Alo,False,False,,placement_unknown_no_order_submitted,62602.0,62603.0,62602.0,62603.0,,not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,depth_proxy_missing_or_not_applicable,no_order_submitted,,,,not_applicable_no_order_submitted,0,,,,,,not_applicable_no_order_submitted,,,opportunity_not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,no_order_submitted
window_01,5,,1272,0714T003_v2_live_window_artifact,local_live_analysis/cross_exchange_resting_interval_v2_live_evidence_0714T003_20260714T063004Z/window_01,no_submit_fail_closed,skipped,,,,Alo,False,False,,placement_unknown_no_order_submitted,62602.0,62603.0,62602.0,62603.0,,not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,depth_proxy_missing_or_not_applicable,no_order_submitted,,,,not_applicable_no_order_submitted,0,,,,,,not_applicable_no_order_submitted,,,opportunity_not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,no_order_submitted
window_01,6,,1280,0714T003_v2_live_window_artifact,local_live_analysis/cross_exchange_resting_interval_v2_live_evidence_0714T003_20260714T063004Z/window_01,no_submit_fail_closed,skipped,,,,Alo,False,False,,placement_unknown_no_order_submitted,62602.0,62603.0,62602.0,62603.0,,not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,depth_proxy_missing_or_not_applicable,no_order_submitted,,,,not_applicable_no_order_submitted,0,,,,,,not_applicable_no_order_submitted,,,opportunity_not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,no_order_submitted
window_01,7,,1289,0714T003_v2_live_window_artifact,local_live_analysis/cross_exchange_resting_interval_v2_live_evidence_0714T003_20260714T063004Z/window_01,no_submit_fail_closed,skipped,,,,Alo,False,False,,placement_unknown_no_order_submitted,62602.0,62603.0,62602.0,62603.0,,not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,depth_proxy_missing_or_not_applicable,no_order_submitted,,,,not_applicable_no_order_submitted,0,,,,,,not_applicable_no_order_submitted,,,opportunity_not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,no_order_submitted
window_01,8,,1291,0714T003_v2_live_window_artifact,local_live_analysis/cross_exchange_resting_interval_v2_live_evidence_0714T003_20260714T063004Z/window_01,no_submit_fail_closed,skipped,,,,Alo,False,False,,placement_unknown_no_order_submitted,62602.0,62603.0,62602.0,62603.0,,not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,depth_proxy_missing_or_not_applicable,no_order_submitted,,,,not_applicable_no_order_submitted,0,,,,,,not_applicable_no_order_submitted,,,opportunity_not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,no_order_submitted
window_01,9,,1305,0714T003_v2_live_window_artifact,local_live_analysis/cross_exchange_resting_interval_v2_live_evidence_0714T003_20260714T063004Z/window_01,no_submit_fail_closed,skipped,,,,Alo,False,False,,placement_unknown_no_order_submitted,62602.0,62603.0,62602.0,62603.0,,not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,depth_proxy_missing_or_not_applicable,no_order_submitted,,,,not_applicable_no_order_submitted,0,,,,,,not_applicable_no_order_submitted,,,opportunity_not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,no_order_submitted
window_01,10,,1322,0714T003_v2_live_window_artifact,local_live_analysis/cross_exchange_resting_interval_v2_live_evidence_0714T003_20260714T063004Z/window_01,no_submit_fail_closed,skipped,,,,Alo,False,False,,placement_unknown_no_order_submitted,62602.0,62603.0,62602.0,62603.0,,not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,depth_proxy_missing_or_not_applicable,no_order_submitted,,,,not_applicable_no_order_submitted,0,,,,,,not_applicable_no_order_submitted,,,opportunity_not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,no_order_submitted
window_01,11,,1428,0714T003_v2_live_window_artifact,local_live_analysis/cross_exchange_resting_interval_v2_live_evidence_0714T003_20260714T063004Z/window_01,no_submit_fail_closed,skipped,,,,Alo,False,False,,placement_unknown_no_order_submitted,62602.0,62603.0,62602.0,62603.0,,not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,depth_proxy_missing_or_not_applicable,no_order_submitted,,,,not_applicable_no_order_submitted,0,,,,,,not_applicable_no_order_submitted,,,opportunity_not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,no_order_submitted
window_01,12,,1477,0714T003_v2_live_window_artifact,local_live_analysis/cross_exchange_resting_interval_v2_live_evidence_0714T003_20260714T063004Z/window_01,no_submit_fail_closed,skipped,,,,Alo,False,False,,placement_unknown_no_order_submitted,62602.0,62603.0,62602.0,62603.0,,not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,depth_proxy_missing_or_not_applicable,no_order_submitted,,,,not_applicable_no_order_submitted,0,,,,,,not_applicable_no_order_submitted,,,opportunity_not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,no_order_submitted
window_01,13,,1548,0714T003_v2_live_window_artifact,local_live_analysis/cross_exchange_resting_interval_v2_live_evidence_0714T003_20260714T063004Z/window_01,no_submit_fail_closed,skipped,,,,Alo,False,False,,placement_unknown_no_order_submitted,62602.0,62603.0,62602.0,62603.0,,not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,depth_proxy_missing_or_not_applicable,no_order_submitted,,,,not_applicable_no_order_submitted,0,,,,,,not_applicable_no_order_submitted,,,opportunity_not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,no_order_submitted
window_01,14,,1550,0714T003_v2_live_window_artifact,local_live_analysis/cross_exchange_resting_interval_v2_live_evidence_0714T003_20260714T063004Z/window_01,no_submit_fail_closed,skipped,,,,Alo,False,False,,placement_unknown_no_order_submitted,62602.0,62603.0,62602.0,62603.0,,not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,depth_proxy_missing_or_not_applicable,no_order_submitted,,,,not_applicable_no_order_submitted,0,,,,,,not_applicable_no_order_submitted,,,opportunity_not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,no_order_submitted
