window_id,evaluation_id,order_attempt_id,event_sequence,source_kind,depth_proxy_status,depth_proxy_scope,side,limit_px,current_bid,current_ask,same_side_visible_qty_at_or_ahead_of_quote_btc,same_side_visible_order_count_at_or_ahead_of_quote,top_depth_multiple_of_order,visible_depth_bucket,depth_reconstruction_status,post_only_non_crossing,current_touch_match
window_01,1,,494,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62602.0,62603.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,True,True
window_01,2,,990,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62602.0,62603.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,True,True
window_01,3,,1094,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62602.0,62603.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,True,True
window_01,4,,1112,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62602.0,62603.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,True,True
window_01,5,,1272,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62602.0,62603.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,True,True
window_01,6,,1280,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62602.0,62603.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,True,True
window_01,7,,1289,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62602.0,62603.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,True,True
window_01,8,,1291,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62602.0,62603.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,True,True
window_01,9,,1305,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62602.0,62603.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,True,True
window_01,10,,1322,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62602.0,62603.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,True,True
window_01,11,,1428,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62602.0,62603.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,True,True
window_01,12,,1477,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62602.0,62603.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,True,True
window_01,13,,1548,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62602.0,62603.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,True,True
