event_sequence,source_channel,source_event_exchange_time_ms,fresh_touch_allowed,trigger_found,guard_status,guard_reason,event_to_guard_start_seconds,target_event_to_guard_seconds,live_window_called,private_or_order_endpoint_called_before_trigger
1,l2Book,1784012480023,False,False,not_evaluated,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,,0.5,False,False
2,trades,1784012480023,False,False,not_evaluated,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,,0.5,False,False
3,l2Book,1784012480567,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
4,l2Book,1784012481100,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
5,l2Book,1784012481639,False,False,not_evaluated,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,,0.5,False,False
6,l2Book,1784012482236,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,False
7,l2Book,1784012482847,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,False
8,trades,1784012482847,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
9,l2Book,1784012483401,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
10,l2Book,1784012483905,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
11,l2Book,1784012484457,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
12,l2Book,1784012484992,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
13,trades,1784012485049,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
14,l2Book,1784012485524,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
15,trades,1784012486013,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,False
16,l2Book,1784012486065,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,False
17,trades,1784012486216,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
18,l2Book,1784012486616,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
19,trades,1784012487018,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
20,l2Book,1784012487144,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
21,l2Book,1784012487699,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
22,trades,1784012488008,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
23,l2Book,1784012488239,False,False,not_evaluated,missing_touch_freshness_or_queue_reset_evidence,,0.5,False,False
24,trades,1784012488643,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,False
25,l2Book,1784012488840,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,False
26,l2Book,1784012489455,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
27,trades,1784012489657,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
28,l2Book,1784012489995,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
29,l2Book,1784012490514,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
30,l2Book,1784012491067,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
31,l2Book,1784012491675,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
32,trades,1784012491877,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
33,trades,1784012492068,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
34,l2Book,1784012492283,False,False,not_evaluated,missing_touch_freshness_or_queue_reset_evidence,,0.5,False,False
35,l2Book,1784012492809,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,False
36,l2Book,1784012493353,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,False
37,l2Book,1784012493877,True,True,edge_gate_block,fair_mid_source_stale,0.000421,0.5,False,False
38,l2Book,1784012494944,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
39,l2Book,1784012495499,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
40,trades,1784012495566,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
41,l2Book,1784012496100,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
42,trades,1784012496033,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
43,l2Book,1784012496587,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
44,l2Book,1784012497123,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
45,l2Book,1784012497662,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
46,trades,1784012497997,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
47,trades,1784012498054,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
48,l2Book,1784012498197,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
49,trades,1784012498408,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
50,l2Book,1784012498735,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
51,trades,1784012499074,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
52,l2Book,1784012499277,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
53,trades,1784012499480,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
54,l2Book,1784012499798,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
55,l2Book,1784012500344,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
56,l2Book,1784012500867,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
57,l2Book,1784012501410,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
58,trades,1784012501693,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
59,l2Book,1784012501951,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
