attempt,event_sequence,retry_after_post_only_reject,source_channel,source_event_exchange_time_ms,open_orders_before_count,post_open_orders_public_state_seq,post_open_orders_l2_state_seq,post_open_orders_state_observed_after_end,guard_status,guard_reason,fair_mid_px,quote_px,edge_ticks,signal_age_ms,fee_buffer_ticks,adverse_selection_buffer_ticks,edge_gate_status,edge_gate_reason,submit_intent_bid,submit_intent_ask,side,limit_px,size_btc,notional_usdc,post_only_tif,order_endpoint_called,order_status_types,post_only_reject,fill_count_after_attempt,maker_fill_count_after_attempt,tracked_ref_count,cancel_endpoint_called,final_open_orders_count_after_attempt,shutdown_proof_status,quote_aging_guard_status,quote_aging_guard_reason,skip_reason
1,37,False,l2Book,1784012493877,0,39,39,True,edge_gate_block,fair_mid_source_stale,,62615.0,,,2.0,5.0,block,fair_mid_source_stale,62615.0,62616.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,fair_mid_source_stale
1,637,False,trades,1784012710806,0,641,641,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,62601.0,62609.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
1,834,False,trades,1784012779218,0,839,839,True,edge_gate_block,fair_mid_source_stale,,62617.0,,,2.0,5.0,block,fair_mid_source_stale,62617.0,62618.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,fair_mid_source_stale
1,899,False,trades,1784012803783,0,905,905,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,62593.0,62594.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
1,940,False,trades,1784012820729,0,947,947,True,edge_gate_block,fair_mid_source_stale,,62583.0,,,2.0,5.0,block,fair_mid_source_stale,62583.0,62584.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,fair_mid_source_stale
1,1100,False,trades,1784012880584,0,1108,1108,True,edge_gate_block,edge_below_required_buffer,62596.0,62590.0,6.0,175,2.0,5.0,block,edge_below_required_buffer,62590.0,62591.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,edge_below_required_buffer
1,1354,False,trades,1784012976726,0,1363,1363,True,edge_gate_block,fair_mid_source_stale,,62605.0,,,2.0,5.0,block,fair_mid_source_stale,62605.0,62606.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,fair_mid_source_stale
1,1421,False,trades,1784013003080,0,1431,1431,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,62586.0,62587.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
1,1916,False,trades,1784013197804,0,1927,1927,True,edge_gate_block,fair_mid_source_stale,,62556.0,,,2.0,5.0,block,fair_mid_source_stale,62556.0,62557.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,fair_mid_source_stale
1,1935,False,trades,1784013206303,0,1947,1947,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,62546.0,62547.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
