attempt,phase,event_sequence,source_channel,source_event_exchange_time_ms,source_local_receive_ts_ns,start_unix_seconds,end_unix_seconds,elapsed_seconds,current_bid,current_ask,candidate_age_seconds_at_phase_end,public_state_seq,l2_state_seq,state_observed_after_open_orders_end
1,trigger_to_open_orders_start,37,l2Book,1784012493877,1784012494133500174,1784012494.1335,1784012494.133992,0.000492,,,0.256992,37,37,
1,open_orders_elapsed,37,l2Book,1784012493877,1784012494133500174,1784012494.133992,1784012494.4510124,0.31702,62616.0,62617.0,0.574012,37,37,
1,open_orders_end_to_public_state,37,l2Book,1784012493877,1784012494133500174,1784012494.4510124,1784012494.6632125,0.2122,62615.0,62616.0,0.786212,39,39,True
1,open_orders_end_to_reprice,37,l2Book,1784012493877,1784012494133500174,1784012494.4510124,1784012494.6633673,0.212355,62615.0,62616.0,0.786367,39,39,True
1,trigger_to_open_orders_start,637,trades,1784012710806,1784012711018886483,1784012711.0188863,1784012711.0196185,0.000732,,,0.213619,639,638,
1,open_orders_elapsed,637,trades,1784012710806,1784012711018886483,1784012711.0196185,1784012711.0429332,0.023315,62610.0,62611.0,0.236933,639,638,
1,open_orders_end_to_public_state,637,trades,1784012710806,1784012711018886483,1784012711.0429332,1784012711.6356864,0.592753,62601.0,62609.0,0.829686,641,641,True
1,open_orders_end_to_reprice,637,trades,1784012710806,1784012711018886483,1784012711.0429332,1784012711.6357615,0.592828,62601.0,62609.0,0.829762,641,641,True
1,trigger_to_open_orders_start,834,trades,1784012779218,1784012779408351013,1784012779.408351,1784012779.409054,0.000703,,,0.191054,838,837,
1,open_orders_elapsed,834,trades,1784012779218,1784012779408351013,1784012779.409054,1784012779.424321,0.015267,62619.0,62620.0,0.206321,838,837,
1,open_orders_end_to_public_state,834,trades,1784012779218,1784012779408351013,1784012779.424321,1784012779.5087078,0.084387,62617.0,62618.0,0.290708,839,839,True
1,open_orders_end_to_reprice,834,trades,1784012779218,1784012779408351013,1784012779.424321,1784012779.5088272,0.084506,62617.0,62618.0,0.290827,839,839,True
1,trigger_to_open_orders_start,899,trades,1784012803783,1784012803989686875,1784012803.9896867,1784012803.9904609,0.000774,,,0.207461,904,903,
1,open_orders_elapsed,899,trades,1784012803783,1784012803989686875,1784012803.9904609,1784012804.013717,0.023256,62600.0,62601.0,0.230717,904,903,
1,open_orders_end_to_public_state,899,trades,1784012803783,1784012803989686875,1784012804.013717,1784012804.3286567,0.31494,62593.0,62594.0,0.545657,905,905,True
