attempt,event_sequence,phase,source_status,source_reason,symbol,target_symbol,horizon_ms,signal_ts_ms,source_age_ms,hl_mid_px,binance_mid_px,basis_mid_ticks,lead_move_ticks,fair_mid_px,hl_public_state_seq,hl_l2_state_seq,binance_state_seq,binance_source,inference_scope
1,37,post_open_orders_pre_submit_fair_mid_source,block,fair_mid_source_stale,BTC,BTC,1000,1784012494236,445,,,,,,39,39,,,decision_time_public_fair_mid_source_not_pnl_or_fill_probability
1,834,post_open_orders_pre_submit_fair_mid_source,block,fair_mid_source_stale,BTC,BTC,1000,1784012778738,782,,,,,,839,839,,,decision_time_public_fair_mid_source_not_pnl_or_fill_probability
1,940,post_open_orders_pre_submit_fair_mid_source,block,fair_mid_source_stale,BTC,BTC,1000,1784012819353,1706,,,,,,947,947,,,decision_time_public_fair_mid_source_not_pnl_or_fill_probability
1,1100,post_open_orders_pre_submit_fair_mid_source,pass,,BTC,BTC,1000,1784012880743,175,62590.5,62576.850000000006,-13.65,5.5,62596.0,1108,1108,4,binance_usdm_public_book_ticker,decision_time_public_fair_mid_source_not_pnl_or_fill_probability
1,1354,post_open_orders_pre_submit_fair_mid_source,block,fair_mid_source_stale,BTC,BTC,1000,1784012976509,505,,,,,,1363,1363,,,decision_time_public_fair_mid_source_not_pnl_or_fill_probability
1,1916,post_open_orders_pre_submit_fair_mid_source,block,fair_mid_source_stale,BTC,BTC,1000,1784013196882,1276,,,,,,1927,1927,,,decision_time_public_fair_mid_source_not_pnl_or_fill_probability
1,2694,post_open_orders_pre_submit_fair_mid_source,block,fair_mid_source_stale,BTC,BTC,1000,1784013496604,2410,,,,,,2708,2708,,,decision_time_public_fair_mid_source_not_pnl_or_fill_probability
1,2698,post_open_orders_pre_submit_fair_mid_source,pass,,BTC,BTC,1000,1784013500474,148,62596.5,62584.649999999994,-11.85,-16.0,62580.5,2713,2713,8,binance_usdm_public_book_ticker,decision_time_public_fair_mid_source_not_pnl_or_fill_probability
1,2705,post_open_orders_pre_submit_fair_mid_source,block,fair_mid_source_stale,BTC,BTC,1000,1784013502967,509,,,,,,2721,2721,,,decision_time_public_fair_mid_source_not_pnl_or_fill_probability
1,2925,post_open_orders_pre_submit_fair_mid_source,block,fair_mid_source_stale,BTC,BTC,1000,1784013595590,592,,,,,,2944,2944,,,decision_time_public_fair_mid_source_not_pnl_or_fill_probability
1,2988,post_open_orders_pre_submit_fair_mid_source,block,fair_mid_source_stale,BTC,BTC,1000,1784013622510,1900,,,,,,3009,3009,,,decision_time_public_fair_mid_source_not_pnl_or_fill_probability
1,3232,post_open_orders_pre_submit_fair_mid_source,block,fair_mid_source_stale,BTC,BTC,1000,1784013728478,360,,,,,,3255,3255,,,decision_time_public_fair_mid_source_not_pnl_or_fill_probability
1,3408,post_open_orders_pre_submit_fair_mid_source,block,fair_mid_source_stale,BTC,BTC,1000,1784013801539,599,,,,,,3433,3433,,,decision_time_public_fair_mid_source_not_pnl_or_fill_probability
1,3961,post_open_orders_pre_submit_fair_mid_source,block,fair_mid_source_stale,BTC,BTC,1000,1784014037662,342,,,,,,3990,3990,,,decision_time_public_fair_mid_source_not_pnl_or_fill_probability
1,4361,post_open_orders_pre_submit_fair_mid_source,block,fair_mid_source_stale,BTC,BTC,1000,1784014204994,1620,,,,,,4394,4394,,,decision_time_public_fair_mid_source_not_pnl_or_fill_probability
1,4441,post_open_orders_pre_submit_fair_mid_source,block,fair_mid_source_stale,BTC,BTC,1000,1784014237692,2166,,,,,,4475,4475,,,decision_time_public_fair_mid_source_not_pnl_or_fill_probability
1,4464,post_open_orders_pre_submit_fair_mid_source,block,fair_mid_source_stale,BTC,BTC,1000,1784014249071,767,,,,,,4499,4499,,,decision_time_public_fair_mid_source_not_pnl_or_fill_probability
