attempt,status,reason,handoff_phase,candidate_source_exchange_time_ms,candidate_age_seconds,max_age_seconds,trigger_candidate_source_exchange_time_ms,trigger_candidate_age_seconds,trigger_candidate_side,trigger_candidate_quote_px,trigger_candidate_size_btc,trigger_candidate_quality_bucket,trigger_candidate_freshness_status,trigger_candidate_skip_reason,current_reprice_allowed,current_reprice_skip_reason,current_reprice_candidate_source_exchange_time_ms,current_reprice_candidate_age_seconds,selected_side,selected_quote_px,current_bid,current_ask,selected_size_btc,max_order_size_btc,quality_bucket,current_same_side_top_qty_btc,current_same_side_top_order_count,current_top_depth_multiple_of_order,post_only_tif,post_only_non_crossing,current_touch_match,source
1,pass,,post_open_orders_inline_reprice,1784012493877,0.786,1.0,1784012493877,0.786,buy,62616,0.00036,quality_b,pass,,True,,1784012493877,0.786,buy,62615.0,62615.0,62616.0,0.00036,0.005,quality_b,0.00789,3,21.91666667,Alo,True,True,inline_reprice_current_candidate_guard
1,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784012710806,0.829,1.0,1784012710806,0.829,buy,62610,0.005,quality_a,pass,,False,outside_quality_a_b_queue_bands,1784012710806,0.829,,,62601.0,62609.0,,0.005,,7.39547,4,,Alo,False,False,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1784012779218,0.29,1.0,1784012779218,0.29,buy,62619,0.005,quality_a,pass,,True,,1784012779218,0.29,buy,62617.0,62617.0,62618.0,0.005,0.005,quality_a,0.04546,2,9.092,Alo,True,True,inline_reprice_current_candidate_guard
1,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784012803783,0.545,1.0,1784012803783,0.545,buy,62600,0.005,quality_a,pass,,False,outside_quality_a_b_queue_bands,1784012803783,0.545,,,62593.0,62594.0,,0.005,,1.49687,7,,Alo,False,False,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1784012820729,0.319,1.0,1784012820729,0.319,buy,62586,0.005,quality_a,pass,,True,,1784012820729,0.319,buy,62583.0,62583.0,62584.0,0.005,0.005,quality_a,0.00545,1,1.09,Alo,True,True,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1784012880584,0.321,1.0,1784012880584,0.321,buy,62594,0.002,quality_b,pass,,True,,1784012880584,0.321,buy,62590.0,62590.0,62591.0,0.00238,0.005,quality_a,0.00861,3,3.61764706,Alo,True,True,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1784012976726,0.278,1.0,1784012976726,0.278,buy,62608,0.005,quality_a,pass,,True,,1784012976726,0.278,buy,62605.0,62605.0,62606.0,0.005,0.005,quality_a,0.03972,2,7.944,Alo,True,True,inline_reprice_current_candidate_guard
1,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784013003080,0.341,1.0,1784013003080,0.341,buy,62589,0.00041,quality_a,pass,,False,outside_quality_a_b_queue_bands,1784013003080,0.341,,,62586.0,62587.0,,0.005,,0.04201,1,,Alo,False,False,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1784013197804,0.341,1.0,1784013197804,0.341,buy,62557,0.005,quality_a,pass,,True,,1784013197804,0.341,buy,62556.0,62556.0,62557.0,0.005,0.005,quality_a,0.01275,2,2.55,Alo,True,True,inline_reprice_current_candidate_guard
1,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784013206303,0.435,1.0,1784013206303,0.435,buy,62552,0.002,quality_b,pass,,False,outside_quality_a_b_queue_bands,1784013206303,0.435,,,62546.0,62547.0,,0.005,,3.87841,4,,Alo,False,False,inline_reprice_current_candidate_guard
