attempt,event_sequence,phase,source_event_exchange_time_ms,current_bid,current_ask,bbo_lookback_ms,recent_bbo_count,last_bbo_change_ms,touch_stability_ms,bbo_down_count,bbo_up_count,bbo_flat_count,bbo_mixed_count,last_direction,status
1,37,pre_open_orders_public_gate,1784012493877,62616.0,62617.0,750,2,1784012493353,524,0,0,2,0,flat,pass
1,37,post_open_orders_pre_submit_gate,1784012493877,62615.0,62616.0,750,2,1784012493353,524,0,0,2,0,flat,pass
1,123,pre_open_orders_public_gate,1784012525940,62617.0,62618.0,750,2,1784012525264,676,1,0,1,0,flat,block
1,124,pre_open_orders_public_gate,1784012526008,62617.0,62618.0,750,2,1784012525264,744,1,0,1,0,flat,block
1,255,pre_open_orders_public_gate,1784012569095,62587.0,62588.0,750,1,1784012568770,325,1,0,0,0,down,block
1,279,pre_open_orders_public_gate,1784012576567,62582.0,62583.0,750,1,1784012576366,201,0,0,1,0,flat,block
1,637,pre_open_orders_public_gate,1784012710806,62610.0,62611.0,750,2,1784012710209,597,0,0,2,0,flat,pass
1,637,post_open_orders_pre_submit_gate,1784012710806,62601.0,62609.0,750,2,1784012710209,597,0,0,2,0,flat,pass
1,834,pre_open_orders_public_gate,1784012779218,62619.0,62620.0,750,1,1784012778743,475,0,0,1,0,flat,pass
1,834,post_open_orders_pre_submit_gate,1784012779218,62617.0,62618.0,750,1,1784012778743,475,0,0,1,0,flat,pass
1,899,pre_open_orders_public_gate,1784012803783,62600.0,62601.0,750,1,1784012803515,268,0,0,1,0,flat,pass
1,899,post_open_orders_pre_submit_gate,1784012803783,62593.0,62594.0,750,1,1784012803515,268,0,0,1,0,flat,pass
1,940,pre_open_orders_public_gate,1784012820729,62586.0,62587.0,750,1,1784012820245,484,0,0,1,0,flat,pass
1,940,post_open_orders_pre_submit_gate,1784012820729,62583.0,62584.0,750,1,1784012820245,484,0,0,1,0,flat,pass
1,1100,pre_open_orders_public_gate,1784012880584,62594.0,62595.0,750,1,1784012880171,413,0,0,1,0,flat,pass
1,1100,post_open_orders_pre_submit_gate,1784012880584,62590.0,62591.0,750,1,1784012880171,413,0,0,1,0,flat,pass
1,1354,pre_open_orders_public_gate,1784012976726,62608.0,62609.0,750,1,1784012976252,474,0,0,1,0,flat,pass
