feature,horizon_ms,label,sample_count,eligible_sample_count,canonical_eligible_sample_count,canonical_independent_future_row_delta_count,majority_direction,direction_consistency_ratio,positive_sample_count,negative_sample_count,zero_sample_count,diagnostic_synthetic_sample_count,total_row_count,mean_high_minus_low_effect,std_high_minus_low_effect,mean_abs_corr,sample_effects,stability_verdict
binance_top5_imbalance,100,hyperliquid_future_mid_move_ticks,3,3,3,2,positive,1,3,0,0,0,9993,11.85770611,3.93212717,0.13110252,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:11.883683|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:7.02891762|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:16.6605177,stable_across_samples
binance_top5_imbalance,100,hyperliquid_future_microprice_minus_mid_change_ticks,3,3,3,2,positive,1,3,0,0,0,9993,1.83788168,0.4897864,0.09100075,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:1.14672497|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:2.14392679|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:2.22299327,stable_across_samples
binance_top5_imbalance,100,hyperliquid_future_top5_imbalance_change,3,3,3,2,positive,1,3,0,0,0,9993,0.2716326,0.04800063,0.19925582,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:0.22965184|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:0.33882149|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:0.24642448,stable_across_samples
binance_top5_imbalance,100,basis_future_mid_response_ticks,3,3,3,2,positive,1,3,0,0,0,9993,28.54869052,17.79000237,0.12343489,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:4.46929953|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:46.90213875|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:34.27463329,stable_across_samples
binance_top5_imbalance,100,basis_future_microprice_response_ticks,3,3,3,2,positive,1,3,0,0,0,9993,28.07891563,17.61366519,0.12088029,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:4.28416954|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:46.35745987|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:33.59511749,stable_across_samples
binance_top5_imbalance,250,hyperliquid_future_mid_move_ticks,3,3,3,2,positive,1,3,0,0,0,9993,12.20781915,3.75184498,0.13537397,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:12.44017122|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:7.50099822|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:16.68228801,stable_across_samples
binance_top5_imbalance,250,hyperliquid_future_microprice_minus_mid_change_ticks,3,3,3,2,positive,1,3,0,0,0,9993,1.90662324,0.5109769,0.0938044,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:1.18483213|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:2.23736436|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:2.29767322,stable_across_samples
binance_top5_imbalance,250,hyperliquid_future_top5_imbalance_change,3,3,3,2,positive,1,3,0,0,0,9993,0.28115006,0.05656555,0.20190788,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:0.23326753|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:0.36058852|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:0.24959413,stable_across_samples
binance_top5_imbalance,250,basis_future_mid_response_ticks,3,3,3,2,positive,1,3,0,0,0,9993,28.58483809,18.24685656,0.1201861,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:3.815055|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:47.23591232|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:34.70354695,stable_across_samples
binance_top5_imbalance,250,basis_future_microprice_response_ticks,3,3,3,2,positive,1,3,0,0,0,9993,28.10746684,18.06572785,0.11763687,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:3.62576532|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:46.67607408|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:34.02056111,stable_across_samples
binance_top5_imbalance,500,hyperliquid_future_mid_move_ticks,3,3,3,3,positive,1,3,0,0,0,9992,20.3892779,6.41120662,0.17258704,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:15.80221751|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:15.90973545|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:29.45588075,stable_across_samples
binance_top5_imbalance,500,hyperliquid_future_microprice_minus_mid_change_ticks,3,3,3,3,positive,1,3,0,0,0,9992,2.59147326,0.86995663,0.11297858,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:1.36640034|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:3.10585656|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:3.30216289,stable_across_samples
binance_top5_imbalance,500,hyperliquid_future_top5_imbalance_change,3,3,3,3,positive,1,3,0,0,0,9992,0.37168831,0.0969549,0.22456942,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:0.25715227|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:0.4942365|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:0.36367615,stable_across_samples
binance_top5_imbalance,500,basis_future_mid_response_ticks,3,3,3,3,positive,1,3,0,0,0,9992,24.53284857,15.77604357,0.08623828,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:4.25217053|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:42.72588278|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:26.62049238,stable_across_samples
binance_top5_imbalance,500,basis_future_microprice_response_ticks,3,3,3,3,positive,1,3,0,0,0,9992,23.98626499,15.59920988,0.08372153,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:4.02484893|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:42.10081745|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:25.83312859,stable_across_samples
binance_top5_imbalance,1000,hyperliquid_future_mid_move_ticks,3,3,3,3,positive,1,3,0,0,0,9989,43.54494073,12.21786472,0.24602866,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:29.20300095|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:42.37049873|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:59.06132253,stable_across_samples
binance_top5_imbalance,1000,hyperliquid_future_microprice_minus_mid_change_ticks,3,3,3,3,positive,1,3,0,0,0,9989,2.94589135,1.51335975,0.11835934,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:0.80841206|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:4.10829699|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:3.92096499,stable_across_samples
binance_top5_imbalance,1000,hyperliquid_future_top5_imbalance_change,3,3,3,3,positive,1,3,0,0,0,9989,0.42771738,0.15980812,0.20368631,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:0.21015055|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:0.58947684|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:0.48352475,stable_across_samples
binance_top5_imbalance,1000,basis_future_mid_response_ticks,3,3,3,3,positive,0.66666667,2,1,0,0,9989,6.64614857,8.94164439,0.03047142,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:negative:-2.68903035|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:18.70091153|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:3.92656451,unstable_across_samples
binance_top5_imbalance,1000,basis_future_microprice_response_ticks,3,3,3,3,positive,0.66666667,2,1,0,0,9989,6.01434501,8.82648046,0.02952033,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:negative:-3.01658958|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:17.99250628|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:3.06711832,unstable_across_samples
binance_top5_imbalance,5000,hyperliquid_future_mid_move_ticks,3,3,3,4,positive,1,3,0,0,0,9966,93.99706231,23.0147791,0.2088376,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:78.13194354|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:77.31776297|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:126.54148042,stable_across_samples
binance_top5_imbalance,5000,hyperliquid_future_microprice_minus_mid_change_ticks,3,3,3,4,negative,1,0,3,0,0,9966,-1.35815058,0.70438392,0.06867132,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:negative:-2.35325595|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:negative:-0.90008254|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:negative:-0.82111326,stable_across_samples
