attempt,event_sequence,phase,source_event_exchange_time_ms,side,limit_px,flow_lookback_ms,trade_count,adverse_trade_qty_btc,favorable_trade_qty_btc,fill_support_touch_qty_btc,fill_support_visible_queue_depletion_qty_btc,adverse_strict_through_qty_btc,adverse_bbo_move,neutral_or_opposite_flow_qty_btc,fill_support_touch_count,adverse_strict_through_count,neutral_or_opposite_flow_count,adverse_flow_ratio,min_pressure_qty_btc,pressure_ratio_threshold,status,reason
1,88,pre_open_orders_public_gate,1784188829909,buy,64232.0,1000,20,0,0.00502,0.00502,0.00502,0,False,0.21868,2,0,18,,0.01,2.0,pass,
1,88,post_open_orders_pre_submit_gate,1784188829909,buy,64231.0,1000,22,0,0,0,0,0,False,0.22404,0,0,22,,0.01,2.0,pass,
1,746,pre_open_orders_public_gate,1784188986805,buy,64236.0,1000,1,0.0022,0,0,0,0.0022,True,0,0,1,0,inf,0.01,2.0,pass,
1,746,post_open_orders_pre_submit_gate,1784188986805,buy,64229.0,1000,1,0,0,0,0,0,True,0.0022,0,0,1,,0.01,2.0,pass,
1,778,pre_open_orders_public_gate,1784188997134,buy,64220.0,1000,6,0.02015,0.02841,0.02841,0.02841,0.02015,True,0.00016,1,4,1,0.7092573037662795,0.01,2.0,watch,adverse_trade_pressure_without_recent_adverse_bbo
1,778,post_open_orders_pre_submit_gate,1784188997134,buy,64215.0,1000,6,0,0,0,0,0,True,0.04872,0,0,6,,0.01,2.0,pass,
1,880,pre_open_orders_public_gate,1784189026407,buy,64192.0,1000,10,0.07569,0.0022,0.0022,0.0022,0.07569,True,0.08138,1,4,5,34.404545454545456,0.01,2.0,block,adverse_trade_pressure_with_recent_adverse_bbo
1,881,pre_open_orders_public_gate,1784189026539,buy,64192.0,1000,11,0.07569,0.0022,0.0022,0.0022,0.07569,True,0.08264,1,4,6,34.404545454545456,0.01,2.0,block,adverse_trade_pressure_with_recent_adverse_bbo
1,882,pre_open_orders_public_gate,1784189026608,buy,64192.0,1000,11,0.12124,0.0022,0.0022,0.0022,0.12124,False,0.00302,1,6,4,55.10909090909091,0.01,2.0,watch,adverse_trade_pressure_without_recent_adverse_bbo
1,882,post_open_orders_pre_submit_gate,1784189026608,buy,64186.0,1000,11,0,0,0,0,0,False,0.12646,0,0,11,,0.01,2.0,pass,
1,896,pre_open_orders_public_gate,1784189029811,buy,64185.0,1000,10,0.02675,0.22324,0.22324,0.22324,0.02675,True,0,7,3,0,0.11982619602221824,0.01,2.0,watch,adverse_trade_pressure_without_recent_adverse_bbo
1,896,post_open_orders_pre_submit_gate,1784189029811,buy,64161.0,1000,10,0,0,0,0,0,True,0.24999,0,0,10,,0.01,2.0,pass,
1,969,pre_open_orders_public_gate,1784189048670,buy,64144.0,1000,13,0.00412,0.0022,0.0022,0.0022,0.00412,True,1.34189,1,7,5,1.8727272727272728,0.01,2.0,pass,
1,969,post_open_orders_pre_submit_gate,1784189048670,buy,64126.0,1000,13,0,0,0,0,0,True,1.34821,0,0,13,,0.01,2.0,pass,
1,1202,pre_open_orders_public_gate,1784189111560,buy,64189.0,1000,6,0.07789,0.00045,0.00045,0.00045,0.07789,True,0.00016,2,3,1,173.0888888888889,0.01,2.0,block,adverse_trade_pressure_with_recent_adverse_bbo
