attempt,event_sequence,retry_after_post_only_reject,source_channel,source_event_exchange_time_ms,open_orders_before_count,post_open_orders_public_state_seq,post_open_orders_l2_state_seq,post_open_orders_state_observed_after_end,guard_status,guard_reason,fair_mid_px,quote_px,edge_ticks,signal_age_ms,fee_buffer_ticks,adverse_selection_buffer_ticks,edge_gate_status,edge_gate_reason,submit_intent_bid,submit_intent_ask,side,limit_px,size_btc,notional_usdc,post_only_tif,order_endpoint_called,order_status_types,post_only_reject,fill_count_after_attempt,maker_fill_count_after_attempt,tracked_ref_count,cancel_endpoint_called,final_open_orders_count_after_attempt,shutdown_proof_status,quote_aging_guard_status,quote_aging_guard_reason,skip_reason
1,88,False,l2Book,1784188829909,0,91,91,True,edge_gate_block,fair_mid_source_stale,,64231.0,,,2.0,5.0,block,fair_mid_source_stale,64231.0,64232.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,fair_mid_source_stale
1,746,False,trades,1784188986805,0,750,750,True,edge_gate_block,edge_below_required_buffer,64225.600000000006,64229.0,-3.4,93,2.0,5.0,block,edge_below_required_buffer,64229.0,64230.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,edge_below_required_buffer
1,778,False,trades,1784188997134,0,783,783,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,64215.0,64216.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
1,882,False,trades,1784189026608,0,889,889,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,64186.0,64187.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
1,896,False,trades,1784189029811,0,907,907,True,edge_gate_block,edge_below_required_buffer,64136.5,64161.0,-24.5,50,2.0,5.0,block,edge_below_required_buffer,64161.0,64162.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,edge_below_required_buffer
1,969,False,trades,1784189048670,0,981,981,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,64126.0,64131.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
1,1213,False,trades,1784189114836,0,1226,1226,True,pass,,64185.7,64176.0,9.7,30,2.0,5.0,pass,,64176.0,64177.0,buy,64176.0,0.005,320.88,Alo,True,error,True,0,0,1,True,0,pass,not_resting,post_only_reject,
2,1497,True,trades,1784189204643,0,1511,1511,True,edge_gate_block,fair_mid_source_stale,,64184.0,,,2.0,5.0,block,fair_mid_source_stale,64184.0,64185.0,,,,,Alo,False,skipped,False,0,0,1,False,,no_order_submitted,not_submitted,,fair_mid_source_stale
2,1504,True,trades,1784189205980,0,1521,1521,True,edge_gate_block,fair_mid_source_stale,,64171.0,,,2.0,5.0,block,fair_mid_source_stale,64171.0,64172.0,,,,,Alo,False,skipped,False,0,0,1,False,,no_order_submitted,not_submitted,,fair_mid_source_stale
2,1509,True,trades,1784189207845,0,1527,1527,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,64165.0,64166.0,,,,,Alo,False,skipped,False,0,0,1,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
2,1514,True,trades,1784189209282,0,1534,1534,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,64153.0,64154.0,,,,,Alo,False,skipped,False,0,0,1,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
2,1694,True,trades,1784189256403,0,1715,1715,True,edge_gate_block,fair_mid_source_stale,,64162.0,,,2.0,5.0,block,fair_mid_source_stale,64162.0,64163.0,,,,,Alo,False,skipped,False,0,0,1,False,,no_order_submitted,not_submitted,,fair_mid_source_stale
2,1703,True,trades,1784189259639,0,1725,1725,True,edge_gate_block,fair_mid_source_stale,,64157.0,,,2.0,5.0,block,fair_mid_source_stale,64157.0,64158.0,,,,,Alo,False,skipped,False,0,0,1,False,,no_order_submitted,not_submitted,,fair_mid_source_stale
2,1732,True,trades,1784189268837,0,1755,1755,True,edge_gate_block,edge_below_required_buffer,64127.40000000001,64146.0,-18.6,77,2.0,5.0,block,edge_below_required_buffer,64146.0,64147.0,,,,,Alo,False,skipped,False,0,0,1,False,,no_order_submitted,not_submitted,,edge_below_required_buffer
2,1734,True,trades,1784189269450,0,1758,1758,True,edge_gate_block,edge_below_required_buffer,64143.0,64145.0,-2.0,58,2.0,5.0,block,edge_below_required_buffer,64145.0,64146.0,,,,,Alo,False,skipped,False,0,0,1,False,,no_order_submitted,not_submitted,,edge_below_required_buffer
2,1847,True,trades,1784189304144,0,1872,1872,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,64142.0,64143.0,,,,,Alo,False,skipped,False,0,0,1,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
2,1870,True,trades,1784189312114,0,1896,1896,True,edge_gate_block,fair_mid_source_stale,,64132.0,,,2.0,5.0,block,fair_mid_source_stale,64132.0,64133.0,,,,,Alo,False,skipped,False,0,0,1,False,,no_order_submitted,not_submitted,,fair_mid_source_stale
2,2062,True,trades,1784189367252,0,2089,2089,True,edge_gate_block,edge_below_required_buffer,64117.100000000006,64124.0,-6.9,228,2.0,5.0,block,edge_below_required_buffer,64124.0,64125.0,,,,,Alo,False,skipped,False,0,0,1,False,,no_order_submitted,not_submitted,,edge_below_required_buffer
2,2190,True,trades,1784189404249,0,2218,2218,True,edge_gate_block,edge_below_required_buffer,64113.7,64119.0,-5.3,249,2.0,5.0,block,edge_below_required_buffer,64119.0,64120.0,,,,,Alo,False,skipped,False,0,0,1,False,,no_order_submitted,not_submitted,,edge_below_required_buffer
2,2245,True,trades,1784189417001,0,2274,2274,True,edge_gate_block,edge_below_required_buffer,64070.5,64095.0,-24.5,227,2.0,5.0,block,edge_below_required_buffer,64095.0,64096.0,,,,,Alo,False,skipped,False,0,0,1,False,,no_order_submitted,not_submitted,,edge_below_required_buffer
2,2247,True,trades,1784189418147,0,2277,2277,True,edge_gate_block,fair_mid_source_stale,,64090.0,,,2.0,5.0,block,fair_mid_source_stale,64090.0,64091.0,,,,,Alo,False,skipped,False,0,0,1,False,,no_order_submitted,not_submitted,,fair_mid_source_stale
2,2249,True,trades,1784189418616,0,2280,2280,True,edge_gate_block,edge_below_required_buffer,64088.7,64089.0,-0.3,32,2.0,5.0,block,edge_below_required_buffer,64089.0,64090.0,,,,,Alo,False,skipped,False,0,0,1,False,,no_order_submitted,not_submitted,,edge_below_required_buffer
2,2276,True,trades,1784189425695,0,2308,2308,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,64063.0,64064.0,,,,,Alo,False,skipped,False,0,0,1,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
2,2396,True,l2Book,1784189447580,0,2434,2434,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,64010.0,64011.0,,,,,Alo,False,skipped,False,0,0,1,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
2,2504,True,l2Book,1784189465906,0,2544,2544,True,edge_gate_block,fair_mid_source_stale,,64061.0,,,2.0,5.0,block,fair_mid_source_stale,64061.0,64062.0,,,,,Alo,False,skipped,False,0,0,1,False,,no_order_submitted,not_submitted,,fair_mid_source_stale
2,2558,True,trades,1784189478650,0,2599,2599,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,64051.0,64052.0,,,,,Alo,False,skipped,False,0,0,1,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
2,2591,True,trades,1784189483522,0,2634,2634,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,64062.0,64063.0,,,,,Alo,False,skipped,False,0,0,1,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
2,2614,True,trades,1784189488130,0,2660,2660,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,64062.0,64063.0,,,,,Alo,False,skipped,False,0,0,1,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
2,2723,True,trades,1784189516256,0,2770,2770,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,64087.0,64088.0,,,,,Alo,False,skipped,False,0,0,1,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
2,2747,True,trades,1784189522716,0,2795,2795,True,edge_gate_block,fair_mid_source_stale,,64084.0,,,2.0,5.0,block,fair_mid_source_stale,64084.0,64085.0,,,,,Alo,False,skipped,False,0,0,1,False,,no_order_submitted,not_submitted,,fair_mid_source_stale
2,2750,True,trades,1784189523141,0,2799,2799,True,edge_gate_block,fair_mid_source_stale,,64080.0,,,2.0,5.0,block,fair_mid_source_stale,64080.0,64081.0,,,,,Alo,False,skipped,False,0,0,1,False,,no_order_submitted,not_submitted,,fair_mid_source_stale
2,2761,True,trades,1784189525387,0,2811,2811,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,64076.0,64077.0,,,,,Alo,False,skipped,False,0,0,1,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
2,2885,True,l2Book,1784189551467,0,2937,2937,True,fail_closed,post_open_orders_handoff_latency_exceeded,,,,,,,,,64059.0,64060.0,,,,,Alo,False,skipped,False,0,0,1,False,,no_order_submitted,not_submitted,,post_open_orders_handoff_latency_exceeded
2,2890,True,trades,1784189552937,0,2943,2943,True,edge_gate_block,edge_below_required_buffer,64036.2,64057.0,-20.8,222,2.0,5.0,block,edge_below_required_buffer,64057.0,64058.0,,,,,Alo,False,skipped,False,0,0,1,False,,no_order_submitted,not_submitted,,edge_below_required_buffer
2,2940,True,trades,1784189566094,0,2994,2994,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,64046.0,64047.0,,,,,Alo,False,skipped,False,0,0,1,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
2,2973,True,trades,1784189574205,0,3028,3028,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,64035.0,64036.0,,,,,Alo,False,skipped,False,0,0,1,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
2,3305,True,trades,1784189646095,0,3361,3361,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,63968.0,63969.0,,,,,Alo,False,skipped,False,0,0,1,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
2,3449,True,trades,1784189676601,0,3507,3507,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,63951.0,63952.0,,,,,Alo,False,skipped,False,0,0,1,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
2,3662,True,l2Book,1784189723662,0,3722,3722,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,63937.0,63938.0,,,,,Alo,False,skipped,False,0,0,1,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
2,3679,True,trades,1784189727051,0,3741,3741,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,63929.0,63930.0,,,,,Alo,False,skipped,False,0,0,1,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
2,3842,True,trades,1784189758551,0,3905,3905,True,edge_gate_block,edge_below_required_buffer,63871.5,63896.0,-24.5,213,2.0,5.0,block,edge_below_required_buffer,63896.0,63897.0,,,,,Alo,False,skipped,False,0,0,1,False,,no_order_submitted,not_submitted,,edge_below_required_buffer
2,3844,True,trades,1784189759078,0,3909,3909,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,63894.0,63895.0,,,,,Alo,False,skipped,False,0,0,1,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
2,3864,True,trades,1784189762294,0,3931,3931,True,edge_gate_block,fair_mid_source_stale,,63887.0,,,2.0,5.0,block,fair_mid_source_stale,63887.0,63888.0,,,,,Alo,False,skipped,False,0,0,1,False,,no_order_submitted,not_submitted,,fair_mid_source_stale
2,3960,True,l2Book,1784189787333,0,4031,4031,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,63875.0,63876.0,,,,,Alo,False,skipped,False,0,0,1,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
2,4045,True,l2Book,1784189805690,0,4120,4120,True,edge_gate_block,fair_mid_source_stale,,63907.0,,,2.0,5.0,block,fair_mid_source_stale,63907.0,63908.0,,,,,Alo,False,skipped,False,0,0,1,False,,no_order_submitted,not_submitted,,fair_mid_source_stale
2,4124,True,trades,1784189822671,0,4201,4201,True,pass,,63922.0,63913.0,9.0,83,2.0,5.0,pass,,63913.0,63914.0,buy,63913.0,0.00399,255.01287,Alo,True,resting,False,0,0,1,True,0,pass,cancel_requote,lost_touch+adverse_drift,
