event_sequence,source_channel,source_event_exchange_time_ms,fresh_touch_allowed,trigger_found,guard_status,guard_reason,event_to_guard_start_seconds,target_event_to_guard_seconds,live_window_called,private_or_order_endpoint_called_before_trigger
1,l2Book,1784188818954,False,False,not_evaluated,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,,0.5,False,False
2,trades,1784188819240,False,False,not_evaluated,missing_touch_freshness_or_queue_reset_evidence,,0.5,False,False
3,trades,1784188819440,False,False,not_evaluated,missing_touch_freshness_or_queue_reset_evidence,,0.5,False,False
4,l2Book,1784188819492,False,False,not_evaluated,missing_touch_freshness_or_queue_reset_evidence,,0.5,False,False
5,trades,1784188819623,False,False,not_evaluated,missing_touch_freshness_or_queue_reset_evidence,,0.5,False,False
6,trades,1784188819689,False,False,not_evaluated,missing_touch_freshness_or_queue_reset_evidence,,0.5,False,False
7,trades,1784188819777,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,False
8,trades,1784188819843,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,False
9,trades,1784188819960,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,False
10,l2Book,1784188820041,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,False
11,trades,1784188820246,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,False
12,trades,1784188820360,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,False
13,l2Book,1784188820577,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,False
14,trades,1784188820767,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,False
15,trades,1784188820843,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,False
16,trades,1784188820969,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,False
17,trades,1784188821039,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,False
18,l2Book,1784188821177,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,False
19,trades,1784188821177,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,False
20,trades,1784188821671,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,False
21,l2Book,1784188821731,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,False
22,trades,1784188821804,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,False
23,trades,1784188822008,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
24,trades,1784188822073,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
25,trades,1784188822208,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
26,l2Book,1784188822275,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
27,trades,1784188822275,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
28,trades,1784188822397,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
29,trades,1784188822475,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
30,l2Book,1784188822816,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
31,trades,1784188823014,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
32,trades,1784188823079,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
33,trades,1784188823206,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
34,trades,1784188823281,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
35,l2Book,1784188823418,False,False,not_evaluated,missing_touch_freshness_or_queue_reset_evidence,,0.5,False,False
36,trades,1784188823418,False,False,not_evaluated,missing_touch_freshness_or_queue_reset_evidence,,0.5,False,False
37,trades,1784188823484,False,False,not_evaluated,missing_touch_freshness_or_queue_reset_evidence,,0.5,False,False
38,l2Book,1784188823943,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,False
39,trades,1784188823994,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,False
40,trades,1784188824250,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,False
41,trades,1784188824340,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,False
42,trades,1784188824397,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,False
43,l2Book,1784188824452,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,False
44,trades,1784188824602,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,False
45,trades,1784188824653,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,False
46,trades,1784188824744,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,False
47,l2Book,1784188825023,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,False
48,trades,1784188825023,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
49,trades,1784188825509,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
50,l2Book,1784188825564,False,False,not_evaluated,missing_touch_freshness_or_queue_reset_evidence,,0.5,False,False
51,trades,1784188825647,False,False,not_evaluated,missing_touch_freshness_or_queue_reset_evidence,,0.5,False,False
52,trades,1784188826057,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,False
