attempt,event_sequence,phase,source_channel,source_event_exchange_time_ms,side,limit_px,current_bid,current_ask,status,reason,touch_stability_ms,min_stable_ms,bbo_lookback_ms,recent_bbo_count,last_adverse_bbo_ms,elapsed_since_adverse_bbo_ms,bbo_down_count,bbo_up_count,bbo_flat_count,bbo_mixed_count,adverse_trade_qty_btc,favorable_trade_qty_btc,fill_support_touch_qty_btc,fill_support_visible_queue_depletion_qty_btc,adverse_strict_through_qty_btc,adverse_bbo_move,neutral_or_opposite_flow_qty_btc,adverse_flow_ratio,adverse_flow_status,current_cross_risk,inference_scope
1,88,pre_open_orders_public_gate,l2Book,1784188829909,buy,64232.0,64232.0,64233.0,pass,,480,250,750,2,,,0,0,2,0,0,0.00502,0.00502,0.00502,0,False,0.21868,,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
1,88,post_open_orders_pre_submit_gate,l2Book,1784188829909,buy,64231.0,64231.0,64232.0,pass,,480,250,750,2,,,0,0,2,0,0,0,0,0,0,False,0.22404,,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
1,746,pre_open_orders_public_gate,trades,1784188986805,buy,64236.0,64236.0,64237.0,pass,,472,250,750,1,1784188986333,472,1,0,0,0,0.0022,0,0,0,0.0022,True,0,inf,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
1,746,post_open_orders_pre_submit_gate,trades,1784188986805,buy,64229.0,64229.0,64230.0,pass,,472,250,750,1,1784188986333,472,1,0,0,0,0,0,0,0,0,True,0.0022,,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
1,778,pre_open_orders_public_gate,trades,1784188997134,buy,64220.0,64220.0,64221.0,pass,,470,250,750,1,1784188996664,470,1,0,0,0,0.02015,0.02841,0.02841,0.02841,0.02015,True,0.00016,0.7092573037662795,watch,False,public_microstructure_gate_not_exchange_validation_guarantee
1,778,post_open_orders_pre_submit_gate,trades,1784188997134,buy,64215.0,64215.0,64216.0,pass,,470,250,750,1,1784188996664,470,1,0,0,0,0,0,0,0,0,True,0.04872,,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
1,880,pre_open_orders_public_gate,trades,1784189026407,buy,64192.0,64192.0,64193.0,block,adverse_trade_pressure_with_recent_adverse_bbo,609,250,750,2,1784189025798,609,1,0,1,0,0.07569,0.0022,0.0022,0.0022,0.07569,True,0.08138,34.404545454545456,block,False,public_microstructure_gate_not_exchange_validation_guarantee
1,881,pre_open_orders_public_gate,trades,1784189026539,buy,64192.0,64192.0,64193.0,block,adverse_trade_pressure_with_recent_adverse_bbo,741,250,750,2,1784189025798,741,1,0,1,0,0.07569,0.0022,0.0022,0.0022,0.07569,True,0.08264,34.404545454545456,block,False,public_microstructure_gate_not_exchange_validation_guarantee
1,882,pre_open_orders_public_gate,trades,1784189026608,buy,64192.0,64192.0,64193.0,pass,,271,250,750,1,,,0,0,1,0,0.12124,0.0022,0.0022,0.0022,0.12124,False,0.00302,55.10909090909091,watch,False,public_microstructure_gate_not_exchange_validation_guarantee
1,882,post_open_orders_pre_submit_gate,trades,1784189026608,buy,64186.0,64186.0,64187.0,pass,,271,250,750,1,,,0,0,1,0,0,0,0,0,0,False,0.12646,,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
1,896,pre_open_orders_public_gate,trades,1784189029811,buy,64185.0,64185.0,64186.0,pass,,741,250,750,2,1784189029070,741,1,0,1,0,0.02675,0.22324,0.22324,0.22324,0.02675,True,0,0.11982619602221824,watch,False,public_microstructure_gate_not_exchange_validation_guarantee
1,896,post_open_orders_pre_submit_gate,trades,1784189029811,buy,64161.0,64161.0,64162.0,pass,,741,250,750,2,1784189029070,741,1,0,1,0,0,0,0,0,0,True,0.24999,,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
1,969,pre_open_orders_public_gate,trades,1784189048670,buy,64144.0,64144.0,64145.0,pass,,270,250,750,1,1784189048400,270,1,0,0,0,0.00412,0.0022,0.0022,0.0022,0.00412,True,1.34189,1.8727272727272728,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
1,969,post_open_orders_pre_submit_gate,trades,1784189048670,buy,64126.0,64126.0,64131.0,pass,,270,250,750,1,1784189048400,270,1,0,0,0,0,0,0,0,0,True,1.34821,,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
1,1202,pre_open_orders_public_gate,trades,1784189111560,buy,64189.0,64189.0,64190.0,block,adverse_trade_pressure_with_recent_adverse_bbo,460,250,750,1,1784189111100,460,1,0,0,0,0.07789,0.00045,0.00045,0.00045,0.07789,True,0.00016,173.0888888888889,block,False,public_microstructure_gate_not_exchange_validation_guarantee
1,1213,pre_open_orders_public_gate,trades,1784189114836,buy,64179.0,64179.0,64180.0,pass,,404,250,750,1,1784189114432,404,1,0,0,0,0.00525,0.07264,0.07264,0.07264,0.00525,True,1.44153,0.07227422907488987,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
1,1213,post_open_orders_pre_submit_gate,trades,1784189114836,buy,64176.0,64176.0,64177.0,pass,,404,250,750,1,1784189114432,404,1,0,0,0,0,0,0,0,0,True,1.51942,,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
2,1317,pre_open_orders_public_gate,trades,1784189146567,buy,64174.0,64174.0,64175.0,block,adverse_trade_pressure_with_recent_adverse_bbo,397,250,750,1,1784189146170,397,1,0,0,0,0.08752,0.00016,0.00016,0.00016,0.08752,True,0.00109,547.0,block,False,public_microstructure_gate_not_exchange_validation_guarantee
2,1394,pre_open_orders_public_gate,trades,1784189170686,buy,64188.0,64188.0,64189.0,block,touch_stability_below_minimum,200,250,750,1,,,0,0,1,0,0.07769,0.04648,0.04648,0.04648,0.07769,False,0,1.6714716006884682,watch,False,public_microstructure_gate_not_exchange_validation_guarantee
2,1497,pre_open_orders_public_gate,trades,1784189204643,buy,64187.0,64187.0,64188.0,pass,,399,250,750,1,,,0,0,1,0,0.04649,0.11659,0.11659,0.11659,0.04649,False,0,0.3987477485204563,watch,False,public_microstructure_gate_not_exchange_validation_guarantee
2,1497,post_open_orders_pre_submit_gate,trades,1784189204643,buy,64184.0,64184.0,64185.0,pass,,399,250,750,1,,,0,0,1,0,0,0.04649,0.04649,0.04649,0,False,0.11659,,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
2,1504,pre_open_orders_public_gate,trades,1784189205980,buy,64184.0,64184.0,64185.0,pass,,678,250,750,2,,,0,0,2,0,0.08738,0.14915,0.14915,0.14915,0.08738,False,0,0.5858531679517265,watch,False,public_microstructure_gate_not_exchange_validation_guarantee
2,1504,post_open_orders_pre_submit_gate,trades,1784189205980,buy,64171.0,64171.0,64172.0,pass,,678,250,750,2,,,0,0,2,0,0,0,0,0,0,False,0.23653,,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
2,1509,pre_open_orders_public_gate,trades,1784189207845,buy,64170.0,64170.0,64171.0,pass,,401,250,750,1,,,0,0,1,0,0.07377,0.00582,0.00582,0.00582,0.07377,False,0.00477,12.675257731958762,watch,False,public_microstructure_gate_not_exchange_validation_guarantee
2,1509,post_open_orders_pre_submit_gate,trades,1784189207845,buy,64165.0,64165.0,64166.0,pass,,401,250,750,1,,,0,0,1,0,0,0.05579,0.05579,0.05579,0,False,0.02857,,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
2,1514,pre_open_orders_public_gate,trades,1784189209282,buy,64165.0,64165.0,64166.0,pass,,741,250,750,2,,,0,0,2,0,0.0114,0.07794,0.07794,0.07794,0.0114,False,0,0.1462663587374904,watch,False,public_microstructure_gate_not_exchange_validation_guarantee
2,1514,post_open_orders_pre_submit_gate,trades,1784189209282,buy,64153.0,64153.0,64154.0,pass,,741,250,750,2,,,0,0,2,0,0,0,0,0,0,False,0.08934,,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
2,1676,pre_open_orders_public_gate,trades,1784189251728,buy,64183.0,64183.0,64184.0,block,adverse_trade_pressure_with_recent_adverse_bbo,398,250,750,1,1784189251330,398,1,0,0,0,0.08502,0,0,0,0.08502,True,0,inf,block,False,public_microstructure_gate_not_exchange_validation_guarantee
2,1694,pre_open_orders_public_gate,trades,1784189256403,buy,64168.0,64168.0,64169.0,pass,,261,250,750,1,,,0,0,1,0,0.00032,0.07792,0.07792,0.07792,0.00032,False,0.00089,0.004106776180698152,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
2,1694,post_open_orders_pre_submit_gate,trades,1784189256403,buy,64162.0,64162.0,64163.0,pass,,261,250,750,1,,,0,0,1,0,0,0,0,0,0,False,0.07913,,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
2,1703,pre_open_orders_public_gate,trades,1784189259639,buy,64161.0,64161.0,64163.0,pass,,269,250,750,1,1784189259370,269,1,0,0,0,0.00366,0.00016,0.00016,0.00016,0.00366,True,0.5,22.875,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
2,1703,post_open_orders_pre_submit_gate,trades,1784189259639,buy,64157.0,64157.0,64158.0,pass,,269,250,750,1,1784189259370,269,1,0,0,0,0,0.00334,0.00334,0.00334,0,True,0.50048,,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
2,1732,pre_open_orders_public_gate,trades,1784189268837,buy,64150.0,64150.0,64151.0,pass,,279,250,750,1,,,0,0,1,0,0.0043,0.25082,0.25082,0.25082,0.0043,False,0.0033,0.01714376843951838,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
2,1732,post_open_orders_pre_submit_gate,trades,1784189268837,buy,64146.0,64146.0,64147.0,pass,,279,250,750,1,,,0,0,1,0,0,0.00414,0.00414,0.00414,0,False,0.25428,,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
2,1734,pre_open_orders_public_gate,trades,1784189269450,buy,64146.0,64146.0,64147.0,pass,,360,250,750,1,1784189269090,360,1,0,0,0,0.00749,0.15,0.15,0.15,0.00749,True,0.00428,0.049933333333333337,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
2,1734,post_open_orders_pre_submit_gate,trades,1784189269450,buy,64145.0,64145.0,64146.0,pass,,360,250,750,1,1784189269090,360,1,0,0,0,0,0.00749,0.00749,0.00749,0,True,0.15428,,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
2,1737,pre_open_orders_public_gate,trades,1784189269918,buy,64145.0,64145.0,64146.0,block,adverse_trade_pressure_with_recent_adverse_bbo,265,250,750,1,1784189269653,265,1,0,0,0,0.08995,0.00749,0.00749,0.00749,0.08995,True,0.15408,12.009345794392523,block,False,public_microstructure_gate_not_exchange_validation_guarantee
2,1738,pre_open_orders_public_gate,trades,1784189270052,buy,64145.0,64145.0,64146.0,block,adverse_trade_pressure_with_recent_adverse_bbo,399,250,750,1,1784189269653,399,1,0,0,0,0.09124,0.00749,0.00749,0.00749,0.09124,True,0.15408,12.181575433911883,block,False,public_microstructure_gate_not_exchange_validation_guarantee
2,1847,pre_open_orders_public_gate,trades,1784189304144,buy,64142.0,64142.0,64143.0,pass,,346,250,750,1,1784189303798,346,1,0,0,0,0,0,0,0,0,True,0.0609,,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
2,1847,post_open_orders_pre_submit_gate,trades,1784189304144,buy,64142.0,64142.0,64143.0,pass,,346,250,750,1,1784189303798,346,1,0,0,0,0,0,0,0,0,True,0.0609,,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
2,1870,pre_open_orders_public_gate,trades,1784189312114,buy,64134.0,64134.0,64135.0,pass,,253,250,750,1,,,0,0,1,0,0.00016,0.00182,0.00182,0.00182,0.00016,False,0,0.08791208791208792,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
