event_sequence,source_channel,source_event_exchange_time_ms,current_bid,current_ask,rolling_trade_count_last_3s,touch_trade_qty_btc,strict_trade_through_qty_btc,at_or_through_trade_qty_btc,opposite_trade_qty_btc,rolling_window_seconds
1,l2Book,1784188818954,64205,64206,0,0,0,0,0,3.0
2,trades,1784188819240,64205,64206,30,0.22861,0.00017,0.22878,0.02958,3.0
3,trades,1784188819440,64205,64206,33,0.22861,0.00017,0.22878,0.0323,3.0
4,l2Book,1784188819492,64211,64212,33,0,0.22878,0.22878,0.0323,3.0
5,trades,1784188819623,64211,64212,35,0.00167,0.22878,0.23045,0.03247,3.0
6,trades,1784188819689,64211,64212,37,0.00167,0.22878,0.23045,0.03281,3.0
7,trades,1784188819777,64211,64212,40,0.00167,0.22878,0.23045,0.03332,3.0
8,trades,1784188819843,64211,64212,41,0.00167,0.22878,0.23045,0.03349,3.0
9,trades,1784188819960,64211,64212,42,0.00167,0.22878,0.23045,0.03366,3.0
10,l2Book,1784188820041,64211,64212,42,0.00167,0.22878,0.23045,0.03366,3.0
11,trades,1784188820246,64211,64212,44,0.00167,0.22878,0.23045,0.03965,3.0
12,trades,1784188820360,64211,64212,45,0.10167,0.22878,0.33045,0.03965,3.0
13,l2Book,1784188820577,64211,64212,43,0.10167,0.22878,0.33045,0.03931,3.0
14,trades,1784188820767,64211,64212,40,0.10167,0.22429,0.32596,0.03897,3.0
15,trades,1784188820843,64211,64212,43,0.10167,0.22429,0.32596,0.04714,3.0
16,trades,1784188820969,64211,64212,40,0.10167,0.22329,0.32496,0.04441,3.0
17,trades,1784188821039,64211,64212,45,0.76882,0.22329,0.99211,0.04493,3.0
18,l2Book,1784188821177,64211,64212,45,0.76882,0.22329,0.99211,0.04493,3.0
19,trades,1784188821177,64211,64212,47,0.76898,0.22329,0.99227,0.0451,3.0
20,trades,1784188821671,64211,64212,36,0.76898,0.222,0.99098,0.03055,3.0
21,l2Book,1784188821731,64211,64212,36,0.76898,0.222,0.99098,0.03055,3.0
22,trades,1784188821804,64211,64212,38,0.81635,0.222,1.03835,0.03038,3.0
23,trades,1784188822008,64211,64212,40,0.81635,0,0.81635,0.03328,3.0
24,trades,1784188822073,64211,64212,42,0.81635,0,0.81635,0.03362,3.0
25,trades,1784188822208,64211,64212,45,0.81635,0,0.81635,0.03413,3.0
26,l2Book,1784188822275,64211,64212,42,0.81635,0,0.81635,0.03157,3.0
27,trades,1784188822275,64211,64212,44,0.81635,0,0.81635,0.03372,3.0
28,trades,1784188822397,64211,64212,46,0.81635,0,0.81635,0.04293,3.0
29,trades,1784188822475,64211,64212,45,0.81635,0,0.81635,0.04294,3.0
30,l2Book,1784188822816,64211,64212,38,0.81468,0,0.81468,0.04192,3.0
31,trades,1784188823014,64211,64212,37,0.81468,0,0.81468,0.04189,3.0
32,trades,1784188823079,64211,64212,38,0.81468,0,0.81468,0.04206,3.0
33,trades,1784188823206,64211,64212,40,0.81468,0,0.81468,0.0424,3.0
34,trades,1784188823281,64211,64212,48,0.81468,0,0.81468,0.14176,3.0
35,l2Book,1784188823418,64216,64217,47,0,0.71468,0.71468,0.14176,3.0
36,trades,1784188823418,64216,64217,49,0,0.71468,0.71468,0.1421,3.0
37,trades,1784188823484,64216,64217,51,0,0.71468,0.71468,0.14244,3.0
38,l2Book,1784188823943,64216,64217,45,0,0.71468,0.71468,0.12589,3.0
39,trades,1784188823994,64216,64217,45,0,0.71468,0.71468,0.12589,3.0
40,trades,1784188824250,64216,64217,38,0,0.04737,0.04737,0.1252,3.0
41,trades,1784188824340,64216,64217,41,0,0.04737,0.04737,0.12603,3.0
42,trades,1784188824397,64216,64217,42,0,0.04737,0.04737,0.1262,3.0
43,l2Book,1784188824452,64216,64217,42,0,0.04737,0.04737,0.1262,3.0
44,trades,1784188824602,64216,64217,43,0,0.04737,0.04737,0.12637,3.0
45,trades,1784188824653,64216,64217,45,0,0.04737,0.04737,0.12671,3.0
46,trades,1784188824744,64216,64217,46,0,0.04737,0.04737,0.12688,3.0
47,l2Book,1784188825023,64216,64217,40,0,0,0,0.12398,3.0
48,trades,1784188825023,64216,64217,42,0.00019,0,0.00019,0.12415,3.0
49,trades,1784188825509,64216,64217,33,0.0005,0,0.0005,0.19281,3.0
50,l2Book,1784188825564,64217,64218,33,0,0.0005,0.0005,0.19281,3.0
51,trades,1784188825647,64217,64218,38,0,0.0005,0.0005,0.20322,3.0
52,trades,1784188826057,64217,64218,38,0,0.0005,0.0005,0.20446,3.0
53,l2Book,1784188826171,64222,64223,37,0.00155,0.0005,0.00205,0.20274,3.0
54,trades,1784188826121,64222,64223,42,0.00155,0.0005,0.00205,0.20825,3.0
55,trades,1784188826257,64222,64223,42,0.00155,0.0005,0.00205,0.20833,3.0
56,trades,1784188826322,64222,64223,33,0.00155,0.0005,0.00205,0.10315,3.0
57,trades,1784188826448,64222,64223,32,0.00155,0.0005,0.00205,0.10298,3.0
58,l2Book,1784188826634,64222,64223,30,0.00155,0.0005,0.00205,0.10264,3.0
59,trades,1784188826634,64222,64223,31,0.00155,0.0005,0.00205,0.10281,3.0
60,trades,1784188826723,64222,64223,33,0.00155,0.0005,0.00205,0.10315,3.0
61,trades,1784188826925,64222,64223,39,0.00155,0.0005,0.00205,0.26001,3.0
62,trades,1784188827035,64222,64223,40,0.00155,0.0005,0.00205,0.26018,3.0
63,trades,1784188827126,64222,64223,42,0.00155,0.0005,0.00205,0.26052,3.0
64,l2Book,1784188827184,64228,64229,42,0,0.00205,0.00205,0.26052,3.0
65,trades,1784188827236,64228,64229,45,0,0.00205,0.00205,0.26103,3.0
66,trades,1784188827328,64228,64229,46,0,0.00205,0.00205,0.2612,3.0
67,trades,1784188827440,64228,64229,44,0,0.00205,0.00205,0.26054,3.0
68,trades,1784188827553,64228,64229,46,0,0.00205,0.00205,0.26088,3.0
69,trades,1784188827664,64228,64229,46,0,0.00205,0.00205,0.26102,3.0
70,l2Book,1784188827753,64229,64231,44,0.00031,0.00205,0.00236,0.26037,3.0
71,trades,1784188827753,64229,64231,47,0.00031,0.00205,0.00236,0.26088,3.0
72,trades,1784188827819,64229,64231,48,0.00031,0.00205,0.00236,0.26105,3.0
73,trades,1784188827963,64229,64231,52,0.00031,0.00205,0.00236,0.27533,3.0
74,trades,1784188828028,64229,64231,51,0.00031,0.00186,0.00217,0.27533,3.0
75,trades,1784188828157,64229,64231,53,0.00031,0.00186,0.00217,0.27567,3.0
76,trades,1784188828226,64229,64231,54,0.00031,0.00186,0.00217,0.27584,3.0
77,l2Book,1784188828282,64232,64233,54,0.01377,0.00217,0.01594,0.26207,3.0
78,trades,1784188828365,64232,64233,55,0.01377,0.00217,0.01594,0.26224,3.0
79,trades,1784188828758,64232,64233,49,0.01377,0.00186,0.01563,0.1684,3.0
80,l2Book,1784188828825,64232,64233,49,0.01377,0.00186,0.01563,0.1684,3.0
81,trades,1784188828959,64232,64233,50,0.01463,0.00186,0.01649,0.1684,3.0
82,trades,1784188829025,64232,64233,53,0.01879,0.00186,0.02065,0.16979,3.0
83,trades,1784188829095,64232,64233,62,0.01879,0.00031,0.0191,0.38606,3.0
84,l2Book,1784188829429,64232,64233,54,0.01879,0.00031,0.0191,0.37996,3.0
85,trades,1784188829365,64232,64233,58,0.01879,0.00031,0.0191,0.38064,3.0
86,trades,1784188829502,64232,64233,58,0.01879,0.00031,0.0191,0.38064,3.0
87,trades,1784188829704,64232,64233,58,0.01879,0.00031,0.0191,0.38064,3.0
88,l2Book,1784188829909,64232,64233,56,0.01879,0.00031,0.0191,0.3803,3.0
89,trades,1784188830507,64231,64232,46,0.00012,0.00031,0.00043,0.26766,3.0
90,trades,1784188830706,64231,64232,43,0.00012,0,0.00012,0.26845,3.0
91,l2Book,1784188830976,64231,64232,35,0.00012,0,0.00012,0.25349,3.0
92,trades,1784188830976,64231,64232,36,0.00012,0,0.00012,0.25366,3.0
93,trades,1784188831376,64231,64232,34,0.00933,0,0.00933,0.25281,3.0
94,l2Book,1784188831513,64231,64232,34,0.00933,0,0.00933,0.25281,3.0
95,trades,1784188831513,64231,64232,36,0.00933,0,0.00933,0.30462,3.0
96,trades,1784188831640,64231,64232,37,0.00933,0,0.00933,0.30479,3.0
97,trades,1784188831718,64231,64232,39,0.00933,0,0.00933,0.53662,3.0
98,trades,1784188831784,64231,64232,39,0.00933,0,0.00933,0.53662,3.0
