attempt,event_sequence,retry_after_post_only_reject,source_channel,source_event_exchange_time_ms,open_orders_before_count,post_open_orders_public_state_seq,post_open_orders_l2_state_seq,post_open_orders_state_observed_after_end,guard_status,guard_reason,fair_mid_px,quote_px,edge_ticks,signal_age_ms,fee_buffer_ticks,adverse_selection_buffer_ticks,edge_gate_status,edge_gate_reason,submit_intent_bid,submit_intent_ask,side,limit_px,size_btc,notional_usdc,post_only_tif,order_endpoint_called,order_status_types,post_only_reject,fill_count_after_attempt,maker_fill_count_after_attempt,tracked_ref_count,cancel_endpoint_called,final_open_orders_count_after_attempt,shutdown_proof_status,quote_aging_guard_status,quote_aging_guard_reason,skip_reason
1,61,False,trades,1783579391931,0,62,62,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,62796.0,62797.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
1,119,False,trades,1783579412656,0,121,121,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,62805.0,62806.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
1,184,False,l2Book,1783579434438,0,187,187,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,62839.0,62840.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
1,197,False,trades,1783579438767,0,202,202,True,edge_gate_block,edge_below_required_buffer,62823.5,62823.0,0.5,146,2.0,5.0,block,edge_below_required_buffer,62823.0,62824.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,edge_below_required_buffer
1,200,False,trades,1783579439982,0,206,206,True,edge_gate_block,fair_mid_source_stale,,62821.0,,,2.0,5.0,block,fair_mid_source_stale,62821.0,62822.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,fair_mid_source_stale
1,206,False,trades,1783579442045,0,213,213,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,62819.0,62820.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
1,314,False,trades,1783579477029,0,322,322,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,62819.0,62820.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
1,398,False,trades,1783579501076,0,407,407,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,62841.0,62842.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
1,412,False,trades,1783579504317,0,423,423,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,62835.0,62836.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
1,461,False,trades,1783579518377,0,473,473,True,edge_gate_block,edge_below_required_buffer,62822.2,62824.0,-1.8,87,2.0,5.0,block,edge_below_required_buffer,62824.0,62825.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,edge_below_required_buffer
1,503,False,trades,1783579529666,0,516,516,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,62831.0,62832.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
1,532,False,trades,1783579539483,0,546,546,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,62833.0,62834.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
1,559,False,trades,1783579548874,0,575,575,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,62830.0,62831.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
1,588,False,trades,1783579559367,0,606,606,True,edge_gate_block,fair_mid_source_stale,,62822.0,,,2.0,5.0,block,fair_mid_source_stale,62822.0,62823.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,fair_mid_source_stale
1,589,False,trades,1783579559918,0,608,608,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,62819.0,62820.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
1,717,False,trades,1783579603652,0,737,737,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,62823.0,62824.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
1,801,False,trades,1783579626020,0,825,825,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,62825.0,62827.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
1,871,False,trades,1783579643810,0,897,897,True,pass,,62883.5,62858.0,25.5,207,2.0,5.0,pass,,62858.0,62859.0,buy,62858.0,0.002,125.716,Alo,True,error,True,0,0,1,True,0,pass,not_resting,post_only_reject,
2,882,True,trades,1783579646462,0,911,911,True,edge_gate_block,fair_mid_source_stale,,62840.0,,,2.0,5.0,block,fair_mid_source_stale,62840.0,62841.0,,,,,Alo,False,skipped,False,0,0,1,False,,no_order_submitted,not_submitted,,fair_mid_source_stale
2,913,True,trades,1783579656397,0,943,943,True,edge_gate_block,fair_mid_source_stale,,62854.0,,,2.0,5.0,block,fair_mid_source_stale,62854.0,62855.0,,,,,Alo,False,skipped,False,0,0,1,False,,no_order_submitted,not_submitted,,fair_mid_source_stale
2,1008,True,trades,1783579682445,0,1040,1040,True,edge_gate_block,fair_mid_source_stale,,62855.0,,,2.0,5.0,block,fair_mid_source_stale,62855.0,62856.0,,,,,Alo,False,skipped,False,0,0,1,False,,no_order_submitted,not_submitted,,fair_mid_source_stale
2,1010,True,trades,1783579683208,0,1043,1043,True,edge_gate_block,fair_mid_source_stale,,62854.0,,,2.0,5.0,block,fair_mid_source_stale,62854.0,62855.0,,,,,Alo,False,skipped,False,0,0,1,False,,no_order_submitted,not_submitted,,fair_mid_source_stale
2,1129,True,trades,1783579713166,0,1163,1163,True,pass,,62901.899999999994,62881.0,20.9,149,2.0,5.0,pass,,62881.0,62882.0,buy,62881.0,0.005,314.405,Alo,True,error,True,0,0,1,True,0,pass,not_resting,post_only_reject,
