event_sequence,source_channel,source_event_exchange_time_ms,current_bid,current_ask,rolling_trade_count_last_3s,touch_trade_qty_btc,strict_trade_through_qty_btc,at_or_through_trade_qty_btc,opposite_trade_qty_btc,rolling_window_seconds
1,l2Book,1784122219998,65316,65317,0,0,0,0,0,3.0
2,trades,1784122220193,65316,65317,12,0.00018,0.00295,0.00313,0.09719,3.0
3,l2Book,1784122220511,65316,65317,9,0.00018,0,0.00018,0.07915,3.0
4,trades,1784122220594,65316,65317,11,0.06081,0,0.06081,0.0783,3.0
5,trades,1784122220731,65316,65317,12,0.06081,0,0.06081,0.09615,3.0
6,l2Book,1784122221058,65316,65317,12,0.06081,0,0.06081,0.09615,3.0
7,trades,1784122221058,65316,65317,13,0.0611,0,0.0611,0.09615,3.0
8,trades,1784122221130,65316,65317,15,0.0611,0,0.0611,0.11508,3.0
9,l2Book,1784122221605,65319,65320,13,0,0.0611,0.0611,0.11009,3.0
10,trades,1784122221662,65319,65320,15,0,0.0611,0.0611,0.11082,3.0
11,trades,1784122222008,65319,65320,14,0,0.0611,0.0611,0.06261,3.0
12,l2Book,1784122222118,65321,65322,13,0,0.0633,0.0633,0.04189,3.0
13,trades,1784122222204,65321,65322,15,0,0.0633,0.0633,0.04359,3.0
14,l2Book,1784122222671,65323,65324,14,0,0.0611,0.0611,0.04359,3.0
15,trades,1784122223002,65323,65324,18,0.00018,0.0611,0.06128,0.07036,3.0
16,l2Book,1784122223203,65323,65324,16,0.00018,0.06092,0.0611,0.06633,3.0
17,l2Book,1784122223742,65323,65324,12,0.00018,0.00029,0.00047,0.04848,3.0
18,l2Book,1784122224257,65323,65324,9,0.00018,0,0.00018,0.02955,3.0
19,trades,1784122224654,65323,65324,10,0.01932,0,0.01932,0.02955,3.0
20,l2Book,1784122224791,65322,65323,8,0,0,0,0.04814,3.0
21,trades,1784122225057,65322,65323,8,0,0.00158,0.00158,0.04779,3.0
22,trades,1784122225402,65316,65317,15,0.02124,0.12088,0.14212,0.06457,3.0
23,trades,1784122225477,65316,65317,16,0.02124,0.12088,0.14212,0.065,3.0
24,trades,1784122225668,65316,65317,24,0.02124,0.92025,0.94149,0.065,3.0
25,l2Book,1784122225884,65311,65312,24,0.51308,0,0.51308,0.49341,3.0
26,l2Book,1784122226409,65319,65320,20,0,0.94149,0.94149,0.03805,3.0
27,trades,1784122226677,65319,65320,21,0,0.94149,0.94149,0.03839,3.0
28,trades,1784122226875,65319,65320,23,0,0.94149,0.94149,0.03888,3.0
29,l2Book,1784122227003,65320,65322,23,0,0.94149,0.94149,0.03888,3.0
30,trades,1784122227003,65320,65322,24,0,0.94149,0.94149,0.03904,3.0
31,trades,1784122227206,65320,65322,25,0,0.94149,0.94149,0.0392,3.0
32,l2Book,1784122227541,65321,65322,25,0.00016,0.94149,0.94165,0.03904,3.0
33,trades,1784122227951,65321,65322,27,0.00016,0.94149,0.94165,0.06824,3.0
34,trades,1784122228021,65321,65322,28,0.00016,0.94149,0.94165,0.06841,3.0
35,l2Book,1784122228089,65321,65322,27,0.00016,0.93991,0.94007,0.06841,3.0
36,trades,1784122228417,65321,65322,23,0.10016,0.79937,0.89953,0.04993,3.0
37,l2Book,1784122228623,65321,65322,22,0.10016,0.79937,0.89953,0.0495,3.0
38,trades,1784122229023,65321,65322,15,0.10016,0,0.10016,0.04967,3.0
39,l2Book,1784122229167,65321,65322,15,0.10016,0,0.10016,0.04967,3.0
40,trades,1784122229434,65321,65322,21,0.24288,0,0.24288,0.04967,3.0
41,l2Book,1784122229705,65321,65322,20,0.24288,0,0.24288,0.04933,3.0
42,trades,1784122230041,65321,65322,29,0.24424,0,0.24424,0.06723,3.0
43,l2Book,1784122230247,65331,65332,28,0,0.24408,0.24408,0.06723,3.0
44,l2Book,1784122230832,65331,65335,28,0,0.24408,0.24408,0.06723,3.0
45,trades,1784122230984,65331,65335,28,0,0.24408,0.24408,0.20598,3.0
46,l2Book,1784122231305,65327,65328,27,0,0.24408,0.24408,0.20581,3.0
47,trades,1784122231665,65327,65328,29,0,0.17323,0.17323,0.20581,3.0
48,l2Book,1784122231866,65311,65312,29,0,0,0,0.37904,3.0
49,trades,1784122231866,65311,65312,34,0.00074,0,0.00074,0.37936,3.0
50,trades,1784122231975,65311,65312,35,0.00074,0,0.00074,0.39789,3.0
51,l2Book,1784122232464,65311,65312,28,0.00074,0,0.00074,0.255,3.0
52,trades,1784122232603,65311,65312,31,0.011,0.02251,0.03351,0.255,3.0
53,l2Book,1784122232935,65309,65310,31,0,0,0,0.28851,3.0
54,trades,1784122232935,65309,65310,35,0,0,0,0.43249,3.0
55,trades,1784122233061,65309,65310,24,0,0,0,0.41309,3.0
