attempt,phase,event_sequence,source_channel,source_event_exchange_time_ms,source_local_receive_ts_ns,start_unix_seconds,end_unix_seconds,elapsed_seconds,current_bid,current_ask,candidate_age_seconds_at_phase_end,public_state_seq,l2_state_seq,state_observed_after_open_orders_end
1,trigger_to_open_orders_start,21,trades,1784122225057,1784122225342459238,1784122225.3424592,1784122225.3428946,0.000435,,,0.285895,21,20,
1,open_orders_elapsed,21,trades,1784122225057,1784122225342459238,1784122225.3428946,1784122225.7758298,0.432935,65322.0,65323.0,0.71883,21,20,
1,open_orders_end_to_public_state,21,trades,1784122225057,1784122225342459238,1784122225.7758298,1784122225.7762067,0.000377,65316.0,65317.0,0.719207,24,24,True
1,open_orders_end_to_reprice,21,trades,1784122225057,1784122225342459238,1784122225.7758298,1784122225.7763183,0.000489,65316.0,65317.0,0.719318,24,24,True
1,trigger_to_open_orders_start,141,trades,1784122251021,1784122251341595331,1784122251.3415954,1784122251.3421478,0.000552,,,0.321148,144,143,
1,open_orders_elapsed,141,trades,1784122251021,1784122251341595331,1784122251.3421478,1784122251.358704,0.016556,65357.0,65360.0,0.337704,144,143,
1,open_orders_end_to_public_state,141,trades,1784122251021,1784122251341595331,1784122251.358704,1784122251.5943577,0.235654,65352.0,65353.0,0.573358,145,145,True
1,open_orders_end_to_reprice,141,trades,1784122251021,1784122251341595331,1784122251.358704,1784122251.5944834,0.235779,65352.0,65353.0,0.573483,145,145,True
1,reprice_to_order_submit,141,trades,1784122251021,1784122251341595331,1784122251.5944834,1784122251.6073074,0.012824,65352.0,65353.0,0.586308,145,145,True
1,exchange_order_response,141,trades,1784122251021,1784122251341595331,1784122251.6073074,1784122252.0571136,0.449806,65352.0,65353.0,1.036114,145,145,True
2,trigger_to_open_orders_start,255,trades,1784122275992,1784122276268525051,1784122276.2685251,1784122276.2692165,0.000691,,,0.277216,259,257,
2,open_orders_elapsed,255,trades,1784122275992,1784122276268525051,1784122276.2692165,1784122276.284348,0.015131,65378.0,65379.0,0.292348,259,257,
2,open_orders_end_to_public_state,255,trades,1784122275992,1784122276268525051,1784122276.284348,1784122276.4722235,0.187876,65366.0,65367.0,0.480223,260,260,True
2,open_orders_end_to_reprice,255,trades,1784122275992,1784122276268525051,1784122276.284348,1784122276.472343,0.187995,65366.0,65367.0,0.480343,260,260,True
2,reprice_to_order_submit,255,trades,1784122275992,1784122276268525051,1784122276.472343,1784122276.4900675,0.017725,65366.0,65367.0,0.498067,260,260,True
2,exchange_order_response,255,trades,1784122275992,1784122276268525051,1784122276.4900675,1784122276.8618855,0.371818,65366.0,65367.0,0.869885,260,260,True
