attempt,status,reason,handoff_phase,candidate_source_exchange_time_ms,candidate_age_seconds,max_age_seconds,trigger_candidate_source_exchange_time_ms,trigger_candidate_age_seconds,trigger_candidate_side,trigger_candidate_quote_px,trigger_candidate_size_btc,trigger_candidate_quality_bucket,trigger_candidate_freshness_status,trigger_candidate_skip_reason,current_reprice_allowed,current_reprice_skip_reason,current_reprice_candidate_source_exchange_time_ms,current_reprice_candidate_age_seconds,selected_side,selected_quote_px,current_bid,current_ask,selected_size_btc,max_order_size_btc,quality_bucket,current_same_side_top_qty_btc,current_same_side_top_order_count,current_top_depth_multiple_of_order,post_only_tif,post_only_non_crossing,current_touch_match,source
1,pass,,post_open_orders_inline_reprice,1784121697881,0.665,1.0,1784121697881,0.665,buy,65562,0.00184,quality_b,pass,,True,,1784121697881,0.665,buy,65555.0,65555.0,65556.0,0.00184,0.005,quality_a,0.01716,2,9.32608696,Alo,True,True,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1784121714274,0.438,1.0,1784121714274,0.438,buy,65554,0.002,quality_b,pass,,True,,1784121714274,0.438,buy,65547.0,65547.0,65548.0,0.005,0.005,quality_a,0.00436,3,0.872,Alo,True,True,inline_reprice_current_candidate_guard
1,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784121735641,0.694,1.0,1784121735641,0.694,buy,65552,9e-05,quality_a,pass,,False,outside_quality_a_b_queue_bands,1784121735641,0.694,,,65545.0,65546.0,,0.005,,0.76574,2,,Alo,False,False,inline_reprice_current_candidate_guard
1,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784121764645,0.576,1.0,1784121764645,0.576,buy,65542,0.005,quality_a,pass,,False,outside_quality_a_b_queue_bands,1784121764645,0.576,,,65541.0,65542.0,,0.005,,1.26013,6,,Alo,False,False,inline_reprice_current_candidate_guard
1,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784121766185,0.729,1.0,1784121766185,0.729,buy,65541,0.005,quality_a,pass,,False,outside_quality_a_b_queue_bands,1784121766185,0.729,,,65534.0,65535.0,,0.005,,11.46038,39,,Alo,False,False,inline_reprice_current_candidate_guard
1,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784121780565,0.426,1.0,1784121780565,0.426,buy,65528,0.005,quality_a,pass,,False,outside_quality_a_b_queue_bands,1784121780565,0.426,,,65518.0,65519.0,,0.005,,0.3676,5,,Alo,False,False,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1784121781850,0.683,1.0,1784121781850,0.683,buy,65518,0.005,quality_a,pass,,True,,1784121781850,0.683,buy,65513.0,65513.0,65514.0,0.005,0.005,quality_a,0.02515,1,5.03,Alo,True,True,inline_reprice_current_candidate_guard
1,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784121783808,0.355,1.0,1784121783808,0.355,buy,65504,0.002,quality_b,pass,,False,outside_quality_a_b_queue_bands,1784121783808,0.355,,,65505.0,65506.0,,0.005,,4.60596,24,,Alo,False,False,inline_reprice_current_candidate_guard
1,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784121811368,0.29,1.0,1784121811368,0.29,buy,65441,0.002,quality_b,pass,,False,outside_quality_a_b_queue_bands,1784121811368,0.29,,,65441.0,65442.0,,0.005,,1.0586,25,,Alo,False,False,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1784121832295,0.395,1.0,1784121832295,0.395,buy,65444,0.002,quality_b,pass,,True,,1784121832295,0.395,buy,65441.0,65441.0,65442.0,0.002,0.005,quality_b,0.15881,3,79.405,Alo,True,True,inline_reprice_current_candidate_guard
