event_sequence,source_channel,source_event_exchange_time_ms,fresh_touch_allowed,trigger_found,guard_status,guard_reason,event_to_guard_start_seconds,target_event_to_guard_seconds,live_window_called,private_or_order_endpoint_called_before_trigger
1,l2Book,1784121672843,False,False,not_evaluated,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,,0.5,False,False
2,trades,1784121673181,False,False,not_evaluated,missing_touch_freshness_or_queue_reset_evidence,,0.5,False,False
3,l2Book,1784121673398,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,False
4,trades,1784121673398,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,False
5,l2Book,1784121673912,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,False
6,l2Book,1784121674416,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,False
7,trades,1784121674691,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,False
8,trades,1784121674821,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,False
9,l2Book,1784121674927,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
10,trades,1784121674927,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
11,l2Book,1784121675559,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
12,trades,1784121675757,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
13,l2Book,1784121676081,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
14,l2Book,1784121676641,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
15,trades,1784121677043,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
16,l2Book,1784121677176,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
17,trades,1784121677378,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
18,trades,1784121677446,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
19,l2Book,1784121677716,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
20,trades,1784121677848,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
21,trades,1784121677969,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
22,trades,1784121678117,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
23,l2Book,1784121678252,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
24,trades,1784121678723,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
25,l2Book,1784121678779,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
26,l2Book,1784121679323,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
27,trades,1784121679445,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
28,l2Book,1784121679869,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
29,trades,1784121679869,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
30,trades,1784121680001,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
31,trades,1784121680269,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
32,l2Book,1784121680405,False,False,not_evaluated,missing_touch_freshness_or_queue_reset_evidence,,0.5,False,False
33,l2Book,1784121680925,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,False
34,trades,1784121681005,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,False
35,trades,1784121681144,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,False
36,l2Book,1784121681480,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,False
37,trades,1784121681880,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,False
38,l2Book,1784121682012,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,False
39,trades,1784121682012,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,False
40,trades,1784121682079,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,False
41,l2Book,1784121682550,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,False
42,trades,1784121682550,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,False
43,trades,1784121682618,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,False
44,trades,1784121682817,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,False
45,trades,1784121683016,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
46,l2Book,1784121683083,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
47,trades,1784121683543,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
48,l2Book,1784121683627,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
49,l2Book,1784121684158,False,False,not_evaluated,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,,0.5,False,False
50,trades,1784121684434,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
51,l2Book,1784121684702,False,False,not_evaluated,missing_touch_freshness_or_queue_reset_evidence,,0.5,False,False
52,trades,1784121684839,False,False,not_evaluated,missing_touch_freshness_or_queue_reset_evidence,,0.5,False,False
53,trades,1784121684901,False,False,not_evaluated,missing_touch_freshness_or_queue_reset_evidence,,0.5,False,False
54,l2Book,1784121685242,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,False
