attempt,event_sequence,phase,source_event_exchange_time_ms,current_bid,current_ask,bbo_lookback_ms,recent_bbo_count,last_bbo_change_ms,touch_stability_ms,bbo_down_count,bbo_up_count,bbo_flat_count,bbo_mixed_count,last_direction,status
1,112,pre_open_orders_public_gate,1784121697881,65562.0,65563.0,750,2,1784121697614,267,1,0,0,1,mixed,pass
1,112,post_open_orders_pre_submit_gate,1784121697881,65555.0,65556.0,750,2,1784121697614,267,1,0,0,1,mixed,pass
1,114,pre_open_orders_public_gate,1784121698554,65555.0,65556.0,750,1,1784121698152,402,1,0,0,0,down,block
1,182,pre_open_orders_public_gate,1784121714274,65554.0,65555.0,750,1,1784121713937,337,0,0,1,0,flat,pass
1,182,post_open_orders_pre_submit_gate,1784121714274,65547.0,65548.0,750,1,1784121713937,337,0,0,1,0,flat,pass
1,305,pre_open_orders_public_gate,1784121735641,65552.0,65553.0,750,2,1784121734970,671,1,0,1,0,flat,pass
1,305,post_open_orders_pre_submit_gate,1784121735641,65545.0,65546.0,750,2,1784121734970,671,1,0,1,0,flat,pass
1,437,pre_open_orders_public_gate,1784121764645,65542.0,65543.0,750,2,1784121763971,674,0,0,2,0,flat,pass
1,437,post_open_orders_pre_submit_gate,1784121764645,65541.0,65542.0,750,2,1784121763971,674,0,0,2,0,flat,pass
1,446,pre_open_orders_public_gate,1784121766185,65541.0,65542.0,750,2,1784121765582,603,0,0,2,0,flat,pass
1,446,post_open_orders_pre_submit_gate,1784121766185,65534.0,65535.0,750,2,1784121765582,603,0,0,2,0,flat,pass
1,503,pre_open_orders_public_gate,1784121780565,65528.0,65529.0,750,1,1784121780169,396,0,0,0,1,mixed,pass
1,503,post_open_orders_pre_submit_gate,1784121780565,65518.0,65519.0,750,1,1784121780169,396,0,0,0,1,mixed,pass
1,508,pre_open_orders_public_gate,1784121781850,65518.0,65519.0,750,2,1784121781247,603,0,0,2,0,flat,pass
1,508,post_open_orders_pre_submit_gate,1784121781850,65513.0,65514.0,750,2,1784121781247,603,0,0,2,0,flat,pass
1,514,pre_open_orders_public_gate,1784121783808,65504.0,65505.0,750,1,1784121783412,396,0,1,0,0,up,pass
1,514,post_open_orders_pre_submit_gate,1784121783808,65505.0,65506.0,750,1,1784121783412,396,0,1,0,0,up,pass
1,524,pre_open_orders_public_gate,1784121785912,65504.0,65506.0,750,1,1784121785561,351,1,0,0,0,down,block
1,525,pre_open_orders_public_gate,1784121786042,65504.0,65506.0,750,1,1784121785561,481,1,0,0,0,down,block
1,529,pre_open_orders_public_gate,1784121786395,65489.0,65490.0,750,1,1784121786116,279,1,0,0,0,down,block
1,530,pre_open_orders_public_gate,1784121786528,65489.0,65490.0,750,1,1784121786116,412,1,0,0,0,down,block
1,602,pre_open_orders_public_gate,1784121799797,65486.0,65487.0,750,1,1784121799527,270,1,0,0,0,down,block
1,657,pre_open_orders_public_gate,1784121811368,65441.0,65442.0,750,1,1784121810884,484,1,0,0,0,down,pass
1,657,post_open_orders_pre_submit_gate,1784121811368,65441.0,65442.0,750,1,1784121810884,484,1,0,0,0,down,pass
1,670,pre_open_orders_public_gate,1784121814079,65459.0,65460.0,750,1,1784121813678,401,1,0,0,0,down,block
1,695,pre_open_orders_public_gate,1784121819611,65443.0,65444.0,750,1,1784121819313,298,1,0,0,0,down,block
1,696,pre_open_orders_public_gate,1784121819812,65443.0,65444.0,750,1,1784121819313,499,1,0,0,0,down,block
1,759,pre_open_orders_public_gate,1784121832295,65444.0,65450.0,750,1,1784121831904,391,1,0,0,0,down,pass
1,759,post_open_orders_pre_submit_gate,1784121832295,65441.0,65442.0,750,1,1784121831904,391,1,0,0,0,down,pass
1,767,pre_open_orders_public_gate,1784121835047,65440.0,65441.0,750,1,1784121834578,469,1,0,0,0,down,pass
1,767,post_open_orders_pre_submit_gate,1784121835047,65439.0,65440.0,750,1,1784121834578,469,1,0,0,0,down,pass
1,768,pre_open_orders_public_gate,1784121835456,65439.0,65440.0,750,1,1784121835114,342,1,0,0,0,down,pass
1,768,post_open_orders_pre_submit_gate,1784121835456,65437.0,65438.0,750,1,1784121835114,342,1,0,0,0,down,pass
1,770,pre_open_orders_public_gate,1784121836056,65437.0,65438.0,750,1,1784121835653,403,1,0,0,0,down,block
1,771,pre_open_orders_public_gate,1784121836190,65437.0,65438.0,750,2,1784121835653,537,1,0,1,0,flat,block
1,772,pre_open_orders_public_gate,1784121836190,65437.0,65438.0,750,2,1784121835653,537,1,0,1,0,flat,block
1,773,pre_open_orders_public_gate,1784121836322,65437.0,65438.0,750,2,1784121835653,669,1,0,1,0,flat,block
1,774,pre_open_orders_public_gate,1784121836726,65437.0,65438.0,750,2,1784121836190,536,0,0,2,0,flat,pass
1,774,post_open_orders_pre_submit_gate,1784121836726,65437.0,65438.0,750,2,1784121836190,536,0,0,2,0,flat,pass
1,775,pre_open_orders_public_gate,1784121837535,65437.0,65438.0,750,1,1784121837264,271,0,0,1,0,flat,pass
1,775,post_open_orders_pre_submit_gate,1784121837535,65437.0,65438.0,750,1,1784121837264,271,0,0,1,0,flat,pass
1,1038,pre_open_orders_public_gate,1784121891421,65499.0,65500.0,750,2,1784121890727,694,0,0,2,0,flat,pass
1,1038,post_open_orders_pre_submit_gate,1784121891421,65494.0,65495.0,750,2,1784121890727,694,0,0,2,0,flat,pass
1,1065,pre_open_orders_public_gate,1784121900059,65494.0,65495.0,750,2,1784121899380,679,0,0,2,0,flat,pass
1,1065,post_open_orders_pre_submit_gate,1784121900059,65473.0,65493.0,750,2,1784121899380,679,0,0,2,0,flat,pass
1,1072,pre_open_orders_public_gate,1784121901458,65467.0,65473.0,750,1,1784121901072,386,1,0,0,0,down,block
1,1074,pre_open_orders_public_gate,1784121901994,65436.0,65437.0,750,1,1784121901594,400,1,0,0,0,down,pass
1,1074,post_open_orders_pre_submit_gate,1784121901994,65424.0,65425.0,750,1,1784121901594,400,1,0,0,0,down,pass
1,1078,pre_open_orders_public_gate,1784121902843,65424.0,65425.0,750,2,1784121902149,694,1,0,1,0,flat,pass
1,1078,post_open_orders_pre_submit_gate,1784121902843,65415.0,65416.0,750,2,1784121902149,694,1,0,1,0,flat,pass
1,1080,pre_open_orders_public_gate,1784121903547,65415.0,65416.0,750,1,1784121903185,362,1,0,0,0,down,block
1,1081,pre_open_orders_public_gate,1784121903664,65415.0,65416.0,750,1,1784121903185,479,1,0,0,0,down,block
1,1085,pre_open_orders_public_gate,1784121904070,65408.0,65409.0,750,1,1784121903791,279,1,0,0,0,down,block
1,1096,pre_open_orders_public_gate,1784121905758,65385.0,65386.0,750,1,1784121905355,403,0,0,1,0,flat,pass
1,1096,post_open_orders_pre_submit_gate,1784121905758,65362.0,65364.0,750,1,1784121905355,403,0,0,1,0,flat,pass
1,1103,pre_open_orders_public_gate,1784121906783,65343.0,65344.0,750,1,1784121906415,368,1,0,0,0,down,block
1,1104,pre_open_orders_public_gate,1784121906825,65343.0,65344.0,750,1,1784121906415,410,1,0,0,0,down,block
1,1126,pre_open_orders_public_gate,1784121909910,65328.0,65329.0,750,1,1784121909622,288,1,0,0,0,down,pass
1,1126,post_open_orders_pre_submit_gate,1784121909910,65327.0,65328.0,750,1,1784121909622,288,1,0,0,0,down,pass
1,1206,pre_open_orders_public_gate,1784121923492,65322.0,65325.0,750,1,1784121923086,406,1,0,0,0,down,pass
1,1206,post_open_orders_pre_submit_gate,1784121923492,65317.0,65318.0,750,1,1784121923086,406,1,0,0,0,down,pass
1,1227,pre_open_orders_public_gate,1784121929874,65308.0,65309.0,750,1,1784121929611,263,1,0,0,0,down,pass
1,1227,post_open_orders_pre_submit_gate,1784121929874,65302.0,65303.0,750,1,1784121929611,263,1,0,0,0,down,pass
1,1232,pre_open_orders_public_gate,1784121931157,65300.0,65301.0,750,1,1784121930673,484,1,0,0,0,down,pass
1,1232,post_open_orders_pre_submit_gate,1784121931157,65293.0,65297.0,750,1,1784121930673,484,1,0,0,0,down,pass
1,1235,pre_open_orders_public_gate,1784121931486,65293.0,65297.0,750,1,1784121931217,269,1,0,0,0,down,block
1,1236,pre_open_orders_public_gate,1784121931618,65293.0,65297.0,750,1,1784121931217,401,1,0,0,0,down,block
1,1260,pre_open_orders_public_gate,1784121934701,65287.0,65288.0,750,1,1784121934419,282,0,0,1,0,flat,pass
1,1260,post_open_orders_pre_submit_gate,1784121934701,65274.0,65275.0,750,1,1784121934419,282,0,0,1,0,flat,pass
