attempt,event_sequence,retry_after_post_only_reject,source_channel,source_event_exchange_time_ms,open_orders_before_count,post_open_orders_public_state_seq,post_open_orders_l2_state_seq,post_open_orders_state_observed_after_end,guard_status,guard_reason,fair_mid_px,quote_px,edge_ticks,signal_age_ms,fee_buffer_ticks,adverse_selection_buffer_ticks,edge_gate_status,edge_gate_reason,submit_intent_bid,submit_intent_ask,side,limit_px,size_btc,notional_usdc,post_only_tif,order_endpoint_called,order_status_types,post_only_reject,fill_count_after_attempt,maker_fill_count_after_attempt,tracked_ref_count,cancel_endpoint_called,final_open_orders_count_after_attempt,shutdown_proof_status,quote_aging_guard_status,quote_aging_guard_reason,skip_reason
1,112,False,trades,1784121697881,0,114,114,True,edge_gate_block,edge_below_required_buffer,65555.5,65555.0,0.5,14,2.0,5.0,block,edge_below_required_buffer,65555.0,65556.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,edge_below_required_buffer
1,182,False,trades,1784121714274,0,185,185,True,edge_gate_block,edge_below_required_buffer,65545.7,65547.0,-1.3,39,2.0,5.0,block,edge_below_required_buffer,65547.0,65548.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,edge_below_required_buffer
1,305,False,trades,1784121735641,0,309,309,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,65545.0,65546.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
1,437,False,trades,1784121764645,0,442,442,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,65541.0,65542.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
1,446,False,trades,1784121766185,0,453,453,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,65534.0,65535.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
1,503,False,trades,1784121780565,0,511,511,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,65518.0,65519.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
1,508,False,trades,1784121781850,0,518,518,True,edge_gate_block,edge_below_required_buffer,65488.5,65513.0,-24.5,72,2.0,5.0,block,edge_below_required_buffer,65513.0,65514.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,edge_below_required_buffer
1,514,False,trades,1784121783808,0,525,525,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,65505.0,65506.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
1,657,False,trades,1784121811368,0,669,669,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,65441.0,65442.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
1,759,False,trades,1784121832295,0,772,772,True,edge_gate_block,edge_below_required_buffer,65416.5,65441.0,-24.5,142,2.0,5.0,block,edge_below_required_buffer,65441.0,65442.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,edge_below_required_buffer
1,767,False,trades,1784121835047,0,781,781,True,edge_gate_block,fair_mid_source_stale,,65439.0,,,2.0,5.0,block,fair_mid_source_stale,65439.0,65440.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,fair_mid_source_stale
1,768,False,trades,1784121835456,0,784,784,True,edge_gate_block,fair_mid_source_stale,,65437.0,,,2.0,5.0,block,fair_mid_source_stale,65437.0,65438.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,fair_mid_source_stale
1,774,False,l2Book,1784121836726,0,791,791,True,edge_gate_block,edge_below_required_buffer,65442.59999999999,65437.0,5.6,243,2.0,5.0,block,edge_below_required_buffer,65437.0,65438.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,edge_below_required_buffer
1,775,False,trades,1784121837535,0,793,793,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,65437.0,65438.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
1,1038,False,trades,1784121891421,0,1057,1057,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,65494.0,65495.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
1,1065,False,trades,1784121900059,0,1085,1085,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,65473.0,65493.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
1,1074,False,trades,1784121901994,0,1096,1096,True,edge_gate_block,fair_mid_source_stale,,65424.0,,,2.0,5.0,block,fair_mid_source_stale,65424.0,65425.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,fair_mid_source_stale
1,1078,False,trades,1784121902843,0,1102,1102,True,edge_gate_block,fair_mid_source_stale,,65415.0,,,2.0,5.0,block,fair_mid_source_stale,65415.0,65416.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,fair_mid_source_stale
1,1096,False,trades,1784121905758,0,1121,1121,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,65362.0,65364.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
1,1126,False,trades,1784121909910,0,1152,1152,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,65327.0,65328.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
1,1206,False,trades,1784121923492,0,1233,1233,True,edge_gate_block,edge_below_required_buffer,65292.5,65317.0,-24.5,44,2.0,5.0,block,edge_below_required_buffer,65317.0,65318.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,edge_below_required_buffer
1,1227,False,trades,1784121929874,0,1257,1257,True,edge_gate_block,fair_mid_source_stale,,65302.0,,,2.0,5.0,block,fair_mid_source_stale,65302.0,65303.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,fair_mid_source_stale
1,1232,False,trades,1784121931157,0,1263,1263,True,edge_gate_block,edge_below_required_buffer,65278.7,65293.0,-14.3,102,2.0,5.0,block,edge_below_required_buffer,65293.0,65297.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,edge_below_required_buffer
1,1260,False,trades,1784121934701,0,1292,1292,True,edge_gate_block,edge_below_required_buffer,65269.59999999999,65274.0,-4.4,159,2.0,5.0,block,edge_below_required_buffer,65274.0,65275.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,edge_below_required_buffer
1,1270,False,trades,1784121936524,0,1303,1303,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,65271.0,65272.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
1,1311,False,trades,1784121943940,0,1346,1346,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,65289.0,65290.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
1,1487,False,trades,1784121975183,0,1523,1523,True,edge_gate_block,fair_mid_source_stale,,65332.0,,,2.0,5.0,block,fair_mid_source_stale,65332.0,65333.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,fair_mid_source_stale
1,1495,False,trades,1784121976248,0,1532,1532,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,65326.0,65327.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
1,1520,False,trades,1784121981104,0,1559,1559,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,65311.0,65312.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
1,1536,False,trades,1784121984932,0,1576,1576,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,65302.0,65303.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
1,1669,False,trades,1784122015159,0,1710,1710,True,edge_gate_block,edge_below_required_buffer,65286.5,65311.0,-24.5,148,2.0,5.0,block,edge_below_required_buffer,65311.0,65312.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,edge_below_required_buffer
1,1723,False,trades,1784122029046,0,1766,1766,True,edge_gate_block,edge_below_required_buffer,65314.70000000001,65311.0,3.7,238,2.0,5.0,block,edge_below_required_buffer,65311.0,65312.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,edge_below_required_buffer
1,1743,False,trades,1784122036036,0,1787,1787,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,65319.0,65320.0,,,,,Alo,False,skipped,False,0,0,0,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
1,1908,False,trades,1784122078654,0,1953,1953,True,pass,,65360.5,65335.0,25.5,17,2.0,5.0,pass,,65335.0,65336.0,buy,65335.0,0.005,326.675,Alo,True,resting,False,0,0,1,True,0,pass,pass,,
