event_sequence,source_channel,source_event_exchange_time_ms,current_bid,current_ask,rolling_trade_count_last_3s,touch_trade_qty_btc,strict_trade_through_qty_btc,at_or_through_trade_qty_btc,opposite_trade_qty_btc,rolling_window_seconds
1,l2Book,1784121672843,65540,65541,0,0,0,0,0,3.0
2,trades,1784121673181,65540,65541,29,0.13814,0.85492,0.99306,0.21042,3.0
3,l2Book,1784121673398,65540,65541,24,0.13814,0.85455,0.99269,0.20557,3.0
4,trades,1784121673398,65540,65541,25,0.13814,0.85455,0.99269,0.34226,3.0
5,l2Book,1784121673912,65540,65541,25,0.13814,0.85455,0.99269,0.34226,3.0
6,l2Book,1784121674416,65540,65541,15,0.13814,0.2,0.33814,0.30391,3.0
7,trades,1784121674691,65540,65541,31,0.14043,0.2,0.34043,0.66606,3.0
8,trades,1784121674821,65540,65541,35,0.14043,0.2,0.34043,0.66698,3.0
9,l2Book,1784121674927,65540,65541,28,0.14043,0,0.14043,0.66698,3.0
10,trades,1784121674927,65540,65541,29,0.14043,0,0.14043,0.82741,3.0
11,l2Book,1784121675559,65540,65541,27,0.14043,0,0.14043,0.82461,3.0
12,trades,1784121675757,65540,65541,25,0.14316,0,0.14316,0.66233,3.0
13,l2Book,1784121676081,65540,65541,25,0.14316,0,0.14316,0.66233,3.0
14,l2Book,1784121676641,65540,65541,23,0.00638,0,0.00638,0.52564,3.0
15,trades,1784121677043,65540,65541,24,0.00638,0,0.00638,0.52791,3.0
16,l2Book,1784121677176,65540,65541,24,0.00638,0,0.00638,0.52791,3.0
17,trades,1784121677378,65540,65541,25,0.00638,0,0.00638,0.52973,3.0
18,trades,1784121677446,65540,65541,27,0.00638,0,0.00638,0.53036,3.0
19,l2Book,1784121677716,65540,65541,10,0.00409,0,0.00409,0.16607,3.0
20,trades,1784121677848,65540,65541,7,0.00409,0,0.00409,0.26329,3.0
21,trades,1784121677969,65540,65541,21,0.00727,0,0.00727,0.55959,3.0
22,trades,1784121678117,65540,65541,23,0.05253,0,0.05253,0.5649,3.0
23,l2Book,1784121678252,65540,65541,23,0.05253,0,0.05253,0.5649,3.0
24,trades,1784121678723,65540,65541,24,0.05253,0,0.05253,0.6149,3.0
25,l2Book,1784121678779,65540,65541,23,0.04844,0,0.04844,0.6149,3.0
26,l2Book,1784121679323,65540,65541,23,0.04844,0,0.04844,0.6149,3.0
27,trades,1784121679445,65540,65541,26,0.04844,0,0.04844,0.88288,3.0
28,l2Book,1784121679869,65540,65541,26,0.04844,0,0.04844,0.88288,3.0
29,trades,1784121679869,65540,65541,27,0.04844,0,0.04844,0.89969,3.0
30,trades,1784121680001,65540,65541,28,0.04862,0,0.04862,0.89969,3.0
31,trades,1784121680269,65540,65541,51,0.04862,0,0.04862,1.19742,3.0
32,l2Book,1784121680405,65545,65546,50,0,0.04862,0.04862,1.1956,3.0
33,l2Book,1784121680925,65545,65546,47,0,0.04862,0.04862,1.09683,3.0
34,trades,1784121681005,65545,65546,33,0.00029,0.04544,0.04573,0.6401,3.0
35,trades,1784121681144,65545,65546,32,0.00029,0.00018,0.00047,0.63498,3.0
36,l2Book,1784121681480,65545,65546,32,0.00029,0.00018,0.00047,0.63498,3.0
37,trades,1784121681880,65545,65546,44,0.00029,0.00018,0.00047,0.85164,3.0
38,l2Book,1784121682012,65545,65546,44,0.00029,0.00018,0.00047,0.85164,3.0
39,trades,1784121682012,65545,65546,45,0.00029,0.00018,0.00047,0.85199,3.0
40,trades,1784121682079,65545,65546,46,0.00172,0.00018,0.0019,0.85199,3.0
41,l2Book,1784121682550,65545,65546,43,0.00172,0.00018,0.0019,0.58401,3.0
42,trades,1784121682550,65545,65546,44,0.00172,0.00018,0.0019,0.59199,3.0
43,trades,1784121682618,65545,65546,45,0.30032,0.00018,0.3005,0.59199,3.0
44,trades,1784121682817,65545,65546,46,0.31056,0.00018,0.31074,0.59199,3.0
45,trades,1784121683016,65545,65546,46,0.31074,0,0.31074,0.58344,3.0
46,l2Book,1784121683083,65545,65546,46,0.31074,0,0.31074,0.58344,3.0
47,trades,1784121683543,65545,65546,52,0.42016,0,0.42016,0.88425,3.0
48,l2Book,1784121683627,65545,65546,52,0.42016,0,0.42016,0.88425,3.0
49,l2Book,1784121684158,65545,65547,50,0.41987,0,0.41987,0.88406,3.0
50,trades,1784121684434,65545,65547,53,0.41987,0,0.41987,0.98466,3.0
51,l2Book,1784121684702,65546,65547,53,0.0006,0.41987,0.42047,0.98406,3.0
52,trades,1784121684839,65546,65547,54,0.0006,0.41987,0.42047,0.98428,3.0
53,trades,1784121684901,65546,65547,42,0.0006,0.41987,0.42047,0.718,3.0
54,l2Book,1784121685242,65546,65547,40,0.0006,0.41844,0.41904,0.71765,3.0
55,trades,1784121685242,65546,65547,41,0.00153,0.41844,0.41997,0.71765,3.0
56,trades,1784121685451,65546,65547,43,0.03177,0.41844,0.45021,0.71765,3.0
57,l2Book,1784121685771,65546,65547,41,0.03177,0.11984,0.15161,0.70967,3.0
58,trades,1784121686119,65546,65547,39,0.0339,0.10942,0.14332,0.70141,3.0
59,l2Book,1784121686315,65546,65547,39,0.0339,0.10942,0.14332,0.70141,3.0
60,trades,1784121686460,65546,65547,40,0.0339,0.10942,0.14332,0.71195,3.0
61,l2Book,1784121686860,65546,65547,10,0.0339,0,0.0339,0.11114,3.0
62,trades,1784121687060,65546,65547,12,0.03408,0,0.03408,0.11144,3.0
63,l2Book,1784121687378,65546,65547,12,0.03408,0,0.03408,0.11144,3.0
64,l2Book,1784121687939,65546,65547,7,0.03348,0,0.03348,0.01084,3.0
65,trades,1784121688006,65546,65547,8,0.03348,0,0.03348,0.01101,3.0
66,trades,1784121688206,65546,65547,9,0.03348,0,0.03348,0.01174,3.0
67,l2Book,1784121688482,65546,65547,6,0.00231,0,0.00231,0.01174,3.0
68,trades,1784121688482,65546,65547,8,0.03282,0,0.03282,0.0121,3.0
69,trades,1784121688747,65546,65547,10,0.03282,0,0.03282,0.93888,3.0
70,l2Book,1784121689013,65546,65547,10,0.03282,0,0.03282,0.93888,3.0
71,trades,1784121689360,65546,65547,10,0.03762,0,0.03762,0.93888,3.0
72,l2Book,1784121689572,65546,65547,9,0.03762,0,0.03762,0.92834,3.0
73,trades,1784121689572,65546,65547,10,0.03762,0,0.03762,0.92868,3.0
74,trades,1784121689699,65546,65547,11,0.03762,0,0.03762,0.92891,3.0
75,trades,1784121690020,65546,65547,12,0.03897,0,0.03897,0.92891,3.0
76,l2Book,1784121690091,65546,65556,10,0.03879,0,0.03879,0.92861,3.0
77,trades,1784121690091,65546,65556,29,0.03924,0,0.03924,1.27397,3.0
78,trades,1784121690509,65546,65556,30,0.03924,0,0.03924,1.28254,3.0
79,l2Book,1784121690630,65555,65556,30,0,0.03924,0.03924,1.28254,3.0
80,trades,1784121691109,65555,65556,32,0.16251,0.03924,0.20175,1.28269,3.0
81,l2Book,1784121691178,65555,65556,32,0.16251,0.03924,0.20175,1.28269,3.0
82,l2Book,1784121691715,65555,65556,29,0.16251,0.00873,0.17124,1.2816,3.0
83,trades,1784121691782,65555,65556,28,0.16251,0.00873,0.17124,0.35945,3.0
84,trades,1784121692183,65555,65556,29,0.16251,0.00873,0.17124,1.12838,3.0
85,l2Book,1784121692240,65555,65556,29,0.16251,0.00873,0.17124,1.12838,3.0
86,trades,1784121692400,65555,65556,29,0.16251,0.0018,0.16431,2.79394,3.0
87,l2Book,1784121692801,65555,65556,27,0.16251,0.0018,0.16431,2.79337,3.0
88,trades,1784121693137,65555,65556,26,0.16432,0,0.16432,5.7837,3.0
89,l2Book,1784121693341,65555,65556,26,0.16432,0,0.16432,5.7837,3.0
90,l2Book,1784121693874,65555,65556,25,0.16432,0,0.16432,5.77513,3.0
91,trades,1784121694007,65555,65556,26,0.16432,0,0.16432,5.7753,3.0
92,trades,1784121694344,65555,65556,24,0.00215,0,0.00215,5.77498,3.0
93,l2Book,1784121694411,65555,65556,24,0.00215,0,0.00215,5.77498,3.0
94,trades,1784121694478,65555,65556,25,0.00215,0,0.00215,5.79787,3.0
95,trades,1784121694681,65555,65556,26,0.02983,0,0.02983,5.79787,3.0
96,l2Book,1784121694949,65555,65556,25,0.02983,0,0.02983,5.79324,3.0
97,trades,1784121695152,65555,65556,26,0.02983,0,0.02983,5.89324,3.0
98,l2Book,1784121695477,65554,65555,24,0,0,0,3.48858,3.0
99,l2Book,1784121696083,65554,65555,24,0,0,0,3.48858,3.0
100,trades,1784121696020,65554,65555,27,0.00018,0,0.00018,3.48963,3.0
