attempt,event_sequence,phase,source_event_exchange_time_ms,side,limit_px,flow_lookback_ms,trade_count,adverse_trade_qty_btc,favorable_trade_qty_btc,fill_support_touch_qty_btc,fill_support_visible_queue_depletion_qty_btc,adverse_strict_through_qty_btc,adverse_bbo_move,neutral_or_opposite_flow_qty_btc,fill_support_touch_count,adverse_strict_through_count,neutral_or_opposite_flow_count,adverse_flow_ratio,min_pressure_qty_btc,pressure_ratio_threshold,status,reason
1,112,pre_open_orders_public_gate,1784121697881,buy,65562.0,1000,13,0.00016,0.00705,0.00705,0.00705,0.00016,True,0.02562,6,1,6,0.02269503546099291,0.01,2.0,pass,
1,112,post_open_orders_pre_submit_gate,1784121697881,buy,65555.0,1000,13,0,0,0,0,0,True,0.03283,0,0,13,,0.01,2.0,pass,
1,114,pre_open_orders_public_gate,1784121698554,buy,65555.0,1000,12,0.07385,0.01173,0.01173,0.01173,0.07385,True,0.01814,3,1,8,6.2958226768968455,0.01,2.0,block,adverse_trade_pressure_with_recent_adverse_bbo
1,182,pre_open_orders_public_gate,1784121714274,buy,65554.0,1000,19,0.95174,0.11044,0.11044,0.11044,0.95174,False,0,7,12,0,8.61771097428468,0.01,2.0,watch,adverse_trade_pressure_without_recent_adverse_bbo
1,182,post_open_orders_pre_submit_gate,1784121714274,buy,65547.0,1000,19,0,0,0,0,0,False,1.06218,0,0,19,,0.01,2.0,pass,
1,305,pre_open_orders_public_gate,1784121735641,buy,65552.0,1000,2,0.00016,0.00022,0.00022,0.00022,0.00016,True,0,1,1,0,0.7272727272727273,0.01,2.0,pass,
1,305,post_open_orders_pre_submit_gate,1784121735641,buy,65545.0,1000,2,0,0,0,0,0,True,0.00038,0,0,2,,0.01,2.0,pass,
1,437,pre_open_orders_public_gate,1784121764645,buy,65542.0,1000,7,0.11208,0.08792,0.08792,0.08792,0.11208,False,0.0005,4,2,1,1.2747952684258417,0.01,2.0,watch,adverse_trade_pressure_without_recent_adverse_bbo
1,437,post_open_orders_pre_submit_gate,1784121764645,buy,65541.0,1000,7,0,0.11208,0.11208,0.11208,0,False,0.08842,2,0,5,,0.01,2.0,pass,
1,446,pre_open_orders_public_gate,1784121766185,buy,65541.0,1000,16,0.34636,0.49742,0.49742,0.49742,0.34636,False,0,9,7,0,0.6963129749507458,0.01,2.0,watch,adverse_trade_pressure_without_recent_adverse_bbo
1,446,post_open_orders_pre_submit_gate,1784121766185,buy,65534.0,1000,16,0,0.26754,0.26754,0.26754,0,False,0.57624,2,0,14,,0.01,2.0,pass,
1,503,pre_open_orders_public_gate,1784121780565,buy,65528.0,1000,18,0.05443,0.15022,0.15022,0.15022,0.05443,True,0.00054,8,7,3,0.36233524164558645,0.01,2.0,watch,adverse_trade_pressure_without_recent_adverse_bbo
1,503,post_open_orders_pre_submit_gate,1784121780565,buy,65518.0,1000,18,0,0.04244,0.04244,0.04244,0,True,0.16275,2,0,16,,0.01,2.0,pass,
1,508,pre_open_orders_public_gate,1784121781850,buy,65518.0,1000,6,0.0009,0.00257,0.00257,0.00257,0.0009,False,0.0009,3,2,1,0.35019455252918286,0.01,2.0,pass,
1,508,post_open_orders_pre_submit_gate,1784121781850,buy,65513.0,1000,6,0,0,0,0,0,False,0.00437,0,0,6,,0.01,2.0,pass,
1,514,pre_open_orders_public_gate,1784121783808,buy,65504.0,1000,10,0.2,0.07629,0.07629,0.07629,0.2,False,0.00766,1,1,8,2.621575566915716,0.01,2.0,watch,adverse_trade_pressure_without_recent_adverse_bbo
1,514,post_open_orders_pre_submit_gate,1784121783808,buy,65505.0,1000,10,0.27629,0.00254,0.00254,0.00254,0.27629,False,0.00512,1,2,7,108.7755905511811,0.01,2.0,watch,adverse_trade_pressure_without_recent_adverse_bbo
1,524,pre_open_orders_public_gate,1784121785912,buy,65504.0,1000,18,0.32716,0.00046,0.00046,0.00046,0.32716,True,0.02171,1,14,3,711.2173913043479,0.01,2.0,block,adverse_trade_pressure_with_recent_adverse_bbo
1,525,pre_open_orders_public_gate,1784121786042,buy,65504.0,1000,20,0.32734,0.00046,0.00046,0.00046,0.32734,True,0.01342,1,15,4,711.6086956521739,0.01,2.0,block,adverse_trade_pressure_with_recent_adverse_bbo
1,529,pre_open_orders_public_gate,1784121786395,buy,65489.0,1000,40,1.08915,0.01814,0.01814,0.01814,1.08915,True,0.32346,3,19,18,60.04134509371555,0.01,2.0,block,adverse_trade_pressure_with_recent_adverse_bbo
1,530,pre_open_orders_public_gate,1784121786528,buy,65489.0,1000,40,1.09247,0.01814,0.01814,0.01814,1.09247,True,0.32324,3,20,17,60.22436604189636,0.01,2.0,block,adverse_trade_pressure_with_recent_adverse_bbo
1,602,pre_open_orders_public_gate,1784121799797,buy,65486.0,1000,18,0.01427,0.00016,0.00016,0.00016,0.01427,True,1.17578,1,5,12,89.1875,0.01,2.0,block,adverse_trade_pressure_with_recent_adverse_bbo
1,657,pre_open_orders_public_gate,1784121811368,buy,65441.0,1000,29,0.39022,1.58393,1.58393,1.58393,0.39022,True,0.6472,4,3,22,0.2463618973060678,0.01,2.0,watch,adverse_trade_pressure_without_recent_adverse_bbo
1,657,post_open_orders_pre_submit_gate,1784121811368,buy,65441.0,1000,29,0.39022,1.58393,1.58393,1.58393,0.39022,True,0.6472,4,3,22,0.2463618973060678,0.01,2.0,watch,adverse_trade_pressure_without_recent_adverse_bbo
1,670,pre_open_orders_public_gate,1784121814079,buy,65459.0,1000,10,0.49084,0.00916,0.00916,0.00916,0.49084,True,0.0304,2,6,2,53.585152838427945,0.01,2.0,block,adverse_trade_pressure_with_recent_adverse_bbo
1,695,pre_open_orders_public_gate,1784121819611,buy,65443.0,1000,81,6.63739,0.63114,0.63114,0.63114,6.63739,True,12.75082,7,16,58,10.51650980764965,0.01,2.0,block,adverse_trade_pressure_with_recent_adverse_bbo
1,696,pre_open_orders_public_gate,1784121819812,buy,65443.0,1000,81,6.63739,0.66474,0.66474,0.66474,6.63739,True,12.74982,8,16,57,9.984941480879742,0.01,2.0,block,adverse_trade_pressure_with_recent_adverse_bbo
1,759,pre_open_orders_public_gate,1784121832295,buy,65444.0,1000,30,0.13678,0.15,0.15,0.15,0.13678,True,1.21727,2,4,24,0.9118666666666667,0.01,2.0,watch,adverse_trade_pressure_without_recent_adverse_bbo
1,759,post_open_orders_pre_submit_gate,1784121832295,buy,65441.0,1000,30,0,0,0,0,0,True,1.50405,0,0,30,,0.01,2.0,pass,
1,767,pre_open_orders_public_gate,1784121835047,buy,65440.0,1000,36,0.00558,0,0,0,0.00558,True,3.12201,0,1,35,inf,0.01,2.0,pass,
1,767,post_open_orders_pre_submit_gate,1784121835047,buy,65439.0,1000,36,0,0.00558,0.00558,0.00558,0,True,3.12201,1,0,35,,0.01,2.0,pass,
1,768,pre_open_orders_public_gate,1784121835456,buy,65439.0,1000,38,0.00452,0.00558,0.00558,0.00558,0.00452,True,3.12201,1,2,35,0.8100358422939068,0.01,2.0,pass,
1,768,post_open_orders_pre_submit_gate,1784121835456,buy,65437.0,1000,38,0,0,0,0,0,True,3.13211,0,0,38,,0.01,2.0,pass,
1,770,pre_open_orders_public_gate,1784121836056,buy,65437.0,1000,29,7.00942,0.02162,0.02162,0.02162,7.00942,True,0.99384,4,21,4,324.2099907493062,0.01,2.0,block,adverse_trade_pressure_with_recent_adverse_bbo
1,771,pre_open_orders_public_gate,1784121836190,buy,65437.0,1000,29,7.00942,0.02162,0.02162,0.02162,7.00942,True,0.99384,4,21,4,324.2099907493062,0.01,2.0,block,adverse_trade_pressure_with_recent_adverse_bbo
1,772,pre_open_orders_public_gate,1784121836190,buy,65437.0,1000,30,7.00942,0.02751,0.02751,0.02751,7.00942,True,0.99384,5,21,4,254.7953471464922,0.01,2.0,block,adverse_trade_pressure_with_recent_adverse_bbo
1,773,pre_open_orders_public_gate,1784121836322,buy,65437.0,1000,31,7.00942,0.03609,0.03609,0.03609,7.00942,True,0.99384,6,21,4,194.22055971183153,0.01,2.0,block,adverse_trade_pressure_with_recent_adverse_bbo
1,774,pre_open_orders_public_gate,1784121836726,buy,65437.0,1000,3,0,0.02803,0.02803,0.02803,0,False,0,3,0,0,,0.01,2.0,pass,
