attempt,event_sequence,phase,symbol,signal_symbol,side,fair_mid_px,quote_px,edge_ticks,signal_age_ms,signal_ts_ms,max_signal_age_ms,horizon_ms,required_horizon_ms,fee_buffer_ticks,adverse_selection_buffer_ticks,required_edge_ticks,edge_gate_status,edge_gate_reason,source,inference_scope
1,112,pre_submit_edge_gate,BTC,BTC,buy,65555.5,65555.0,0.5,14,1784121698554,250,1000,1000,2.0,5.0,7.0,block,edge_below_required_buffer,m2_decision_time_public_fair_mid_provider_v1,decision_time_fair_value_edge_gate_not_pnl_proof
1,182,pre_submit_edge_gate,BTC,BTC,buy,65545.7,65547.0,-1.3,39,1784121714684,250,1000,1000,2.0,5.0,7.0,block,edge_below_required_buffer,m2_decision_time_public_fair_mid_provider_v1,decision_time_fair_value_edge_gate_not_pnl_proof
1,508,pre_submit_edge_gate,BTC,BTC,buy,65488.5,65513.0,-24.5,72,1784121782474,250,1000,1000,2.0,5.0,7.0,block,edge_below_required_buffer,m2_decision_time_public_fair_mid_provider_v1,decision_time_fair_value_edge_gate_not_pnl_proof
1,759,pre_submit_edge_gate,BTC,BTC,buy,65416.5,65441.0,-24.5,142,1784121832558,250,1000,1000,2.0,5.0,7.0,block,edge_below_required_buffer,m2_decision_time_public_fair_mid_provider_v1,decision_time_fair_value_edge_gate_not_pnl_proof
1,767,pre_submit_edge_gate,BTC,,buy,,65439.0,,,,250,,1000,2.0,5.0,7.0,block,fair_mid_source_stale,,decision_time_fair_value_edge_gate_not_pnl_proof
1,768,pre_submit_edge_gate,BTC,,buy,,65437.0,,,,250,,1000,2.0,5.0,7.0,block,fair_mid_source_stale,,decision_time_fair_value_edge_gate_not_pnl_proof
1,774,pre_submit_edge_gate,BTC,BTC,buy,65442.59999999999,65437.0,5.6,243,1784121837281,250,1000,1000,2.0,5.0,7.0,block,edge_below_required_buffer,m2_decision_time_public_fair_mid_provider_v1,decision_time_fair_value_edge_gate_not_pnl_proof
1,1074,pre_submit_edge_gate,BTC,,buy,,65424.0,,,,250,,1000,2.0,5.0,7.0,block,fair_mid_source_stale,,decision_time_fair_value_edge_gate_not_pnl_proof
1,1078,pre_submit_edge_gate,BTC,,buy,,65415.0,,,,250,,1000,2.0,5.0,7.0,block,fair_mid_source_stale,,decision_time_fair_value_edge_gate_not_pnl_proof
1,1206,pre_submit_edge_gate,BTC,BTC,buy,65292.5,65317.0,-24.5,44,1784121923832,250,1000,1000,2.0,5.0,7.0,block,edge_below_required_buffer,m2_decision_time_public_fair_mid_provider_v1,decision_time_fair_value_edge_gate_not_pnl_proof
1,1227,pre_submit_edge_gate,BTC,,buy,,65302.0,,,,250,,1000,2.0,5.0,7.0,block,fair_mid_source_stale,,decision_time_fair_value_edge_gate_not_pnl_proof
1,1232,pre_submit_edge_gate,BTC,BTC,buy,65278.7,65293.0,-14.3,102,1784121931448,250,1000,1000,2.0,5.0,7.0,block,edge_below_required_buffer,m2_decision_time_public_fair_mid_provider_v1,decision_time_fair_value_edge_gate_not_pnl_proof
1,1260,pre_submit_edge_gate,BTC,BTC,buy,65269.59999999999,65274.0,-4.4,159,1784121935059,250,1000,1000,2.0,5.0,7.0,block,edge_below_required_buffer,m2_decision_time_public_fair_mid_provider_v1,decision_time_fair_value_edge_gate_not_pnl_proof
1,1487,pre_submit_edge_gate,BTC,,buy,,65332.0,,,,250,,1000,2.0,5.0,7.0,block,fair_mid_source_stale,,decision_time_fair_value_edge_gate_not_pnl_proof
1,1669,pre_submit_edge_gate,BTC,BTC,buy,65286.5,65311.0,-24.5,148,1784122015420,250,1000,1000,2.0,5.0,7.0,block,edge_below_required_buffer,m2_decision_time_public_fair_mid_provider_v1,decision_time_fair_value_edge_gate_not_pnl_proof
1,1723,pre_submit_edge_gate,BTC,BTC,buy,65314.70000000001,65311.0,3.7,238,1784122029304,250,1000,1000,2.0,5.0,7.0,block,edge_below_required_buffer,m2_decision_time_public_fair_mid_provider_v1,decision_time_fair_value_edge_gate_not_pnl_proof
1,1908,pre_submit_edge_gate,BTC,BTC,buy,65360.5,65335.0,25.5,17,1784122079085,250,1000,1000,2.0,5.0,7.0,pass,,m2_decision_time_public_fair_mid_provider_v1,decision_time_fair_value_edge_gate_not_pnl_proof
