attempt,event_sequence,phase,source_channel,source_event_exchange_time_ms,side,limit_px,current_bid,current_ask,status,reason,touch_stability_ms,min_stable_ms,bbo_lookback_ms,recent_bbo_count,last_adverse_bbo_ms,elapsed_since_adverse_bbo_ms,bbo_down_count,bbo_up_count,bbo_flat_count,bbo_mixed_count,adverse_trade_qty_btc,favorable_trade_qty_btc,fill_support_touch_qty_btc,fill_support_visible_queue_depletion_qty_btc,adverse_strict_through_qty_btc,adverse_bbo_move,neutral_or_opposite_flow_qty_btc,adverse_flow_ratio,adverse_flow_status,current_cross_risk,inference_scope
1,112,pre_open_orders_public_gate,trades,1784121697881,buy,65562.0,65562.0,65563.0,pass,,267,250,750,2,1784121697614,267,1,0,0,1,0.00016,0.00705,0.00705,0.00705,0.00016,True,0.02562,0.02269503546099291,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
1,112,post_open_orders_pre_submit_gate,trades,1784121697881,buy,65555.0,65555.0,65556.0,pass,,267,250,750,2,1784121697614,267,1,0,0,1,0,0,0,0,0,True,0.03283,,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
1,114,pre_open_orders_public_gate,trades,1784121698554,buy,65555.0,65555.0,65556.0,block,adverse_trade_pressure_with_recent_adverse_bbo,402,250,750,1,1784121698152,402,1,0,0,0,0.07385,0.01173,0.01173,0.01173,0.07385,True,0.01814,6.2958226768968455,block,False,public_microstructure_gate_not_exchange_validation_guarantee
1,182,pre_open_orders_public_gate,trades,1784121714274,buy,65554.0,65554.0,65555.0,pass,,337,250,750,1,,,0,0,1,0,0.95174,0.11044,0.11044,0.11044,0.95174,False,0,8.61771097428468,watch,False,public_microstructure_gate_not_exchange_validation_guarantee
1,182,post_open_orders_pre_submit_gate,trades,1784121714274,buy,65547.0,65547.0,65548.0,pass,,337,250,750,1,,,0,0,1,0,0,0,0,0,0,False,1.06218,,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
1,305,pre_open_orders_public_gate,trades,1784121735641,buy,65552.0,65552.0,65553.0,pass,,671,250,750,2,1784121734970,671,1,0,1,0,0.00016,0.00022,0.00022,0.00022,0.00016,True,0,0.7272727272727273,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
1,305,post_open_orders_pre_submit_gate,trades,1784121735641,buy,65545.0,65545.0,65546.0,pass,,671,250,750,2,1784121734970,671,1,0,1,0,0,0,0,0,0,True,0.00038,,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
1,437,pre_open_orders_public_gate,trades,1784121764645,buy,65542.0,65542.0,65543.0,pass,,674,250,750,2,,,0,0,2,0,0.11208,0.08792,0.08792,0.08792,0.11208,False,0.0005,1.2747952684258417,watch,False,public_microstructure_gate_not_exchange_validation_guarantee
1,437,post_open_orders_pre_submit_gate,trades,1784121764645,buy,65541.0,65541.0,65542.0,pass,,674,250,750,2,,,0,0,2,0,0,0.11208,0.11208,0.11208,0,False,0.08842,,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
1,446,pre_open_orders_public_gate,trades,1784121766185,buy,65541.0,65541.0,65542.0,pass,,603,250,750,2,,,0,0,2,0,0.34636,0.49742,0.49742,0.49742,0.34636,False,0,0.6963129749507458,watch,False,public_microstructure_gate_not_exchange_validation_guarantee
1,446,post_open_orders_pre_submit_gate,trades,1784121766185,buy,65534.0,65534.0,65535.0,pass,,603,250,750,2,,,0,0,2,0,0,0.26754,0.26754,0.26754,0,False,0.57624,,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
1,503,pre_open_orders_public_gate,trades,1784121780565,buy,65528.0,65528.0,65529.0,pass,,396,250,750,1,1784121780169,396,0,0,0,1,0.05443,0.15022,0.15022,0.15022,0.05443,True,0.00054,0.36233524164558645,watch,False,public_microstructure_gate_not_exchange_validation_guarantee
1,503,post_open_orders_pre_submit_gate,trades,1784121780565,buy,65518.0,65518.0,65519.0,pass,,396,250,750,1,1784121780169,396,0,0,0,1,0,0.04244,0.04244,0.04244,0,True,0.16275,,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
1,508,pre_open_orders_public_gate,trades,1784121781850,buy,65518.0,65518.0,65519.0,pass,,603,250,750,2,,,0,0,2,0,0.0009,0.00257,0.00257,0.00257,0.0009,False,0.0009,0.35019455252918286,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
1,508,post_open_orders_pre_submit_gate,trades,1784121781850,buy,65513.0,65513.0,65514.0,pass,,603,250,750,2,,,0,0,2,0,0,0,0,0,0,False,0.00437,,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
1,514,pre_open_orders_public_gate,trades,1784121783808,buy,65504.0,65504.0,65505.0,pass,,396,250,750,1,,,0,1,0,0,0.2,0.07629,0.07629,0.07629,0.2,False,0.00766,2.621575566915716,watch,False,public_microstructure_gate_not_exchange_validation_guarantee
1,514,post_open_orders_pre_submit_gate,trades,1784121783808,buy,65505.0,65505.0,65506.0,pass,,396,250,750,1,,,0,1,0,0,0.27629,0.00254,0.00254,0.00254,0.27629,False,0.00512,108.7755905511811,watch,False,public_microstructure_gate_not_exchange_validation_guarantee
1,524,pre_open_orders_public_gate,trades,1784121785912,buy,65504.0,65504.0,65506.0,block,adverse_trade_pressure_with_recent_adverse_bbo,351,250,750,1,1784121785561,351,1,0,0,0,0.32716,0.00046,0.00046,0.00046,0.32716,True,0.02171,711.2173913043479,block,False,public_microstructure_gate_not_exchange_validation_guarantee
1,525,pre_open_orders_public_gate,trades,1784121786042,buy,65504.0,65504.0,65506.0,block,adverse_trade_pressure_with_recent_adverse_bbo,481,250,750,1,1784121785561,481,1,0,0,0,0.32734,0.00046,0.00046,0.00046,0.32734,True,0.01342,711.6086956521739,block,False,public_microstructure_gate_not_exchange_validation_guarantee
1,529,pre_open_orders_public_gate,trades,1784121786395,buy,65489.0,65489.0,65490.0,block,adverse_trade_pressure_with_recent_adverse_bbo,279,250,750,1,1784121786116,279,1,0,0,0,1.08915,0.01814,0.01814,0.01814,1.08915,True,0.32346,60.04134509371555,block,False,public_microstructure_gate_not_exchange_validation_guarantee
1,530,pre_open_orders_public_gate,trades,1784121786528,buy,65489.0,65489.0,65490.0,block,adverse_trade_pressure_with_recent_adverse_bbo,412,250,750,1,1784121786116,412,1,0,0,0,1.09247,0.01814,0.01814,0.01814,1.09247,True,0.32324,60.22436604189636,block,False,public_microstructure_gate_not_exchange_validation_guarantee
1,602,pre_open_orders_public_gate,trades,1784121799797,buy,65486.0,65486.0,65487.0,block,adverse_trade_pressure_with_recent_adverse_bbo,270,250,750,1,1784121799527,270,1,0,0,0,0.01427,0.00016,0.00016,0.00016,0.01427,True,1.17578,89.1875,block,False,public_microstructure_gate_not_exchange_validation_guarantee
