attempt,phase,event_sequence,source_channel,source_event_exchange_time_ms,source_local_receive_ts_ns,start_unix_seconds,end_unix_seconds,elapsed_seconds,current_bid,current_ask,candidate_age_seconds_at_phase_end,public_state_seq,l2_state_seq,state_observed_after_open_orders_end
1,trigger_to_open_orders_start,112,trades,1784121697881,1784121698107033971,1784121698.107034,1784121698.1077096,0.000676,,,0.22671,112,109,
1,open_orders_elapsed,112,trades,1784121697881,1784121698107033971,1784121698.1077096,1784121698.5462227,0.438513,65562.0,65563.0,0.665223,112,109,
1,open_orders_end_to_public_state,112,trades,1784121697881,1784121698107033971,1784121698.5462227,1784121698.5466413,0.000419,65555.0,65556.0,0.665641,114,114,True
1,open_orders_end_to_reprice,112,trades,1784121697881,1784121698107033971,1784121698.5462227,1784121698.5467482,0.000525,65555.0,65556.0,0.665748,114,114,True
1,trigger_to_open_orders_start,182,trades,1784121714274,1784121714484179213,1784121714.4841793,1784121714.4848385,0.000659,,,0.210839,184,183,
1,open_orders_elapsed,182,trades,1784121714274,1784121714484179213,1784121714.4848385,1784121714.5008008,0.015962,65554.0,65555.0,0.226801,184,183,
1,open_orders_end_to_public_state,182,trades,1784121714274,1784121714484179213,1784121714.5008008,1784121714.7124054,0.211605,65547.0,65548.0,0.438406,185,185,True
1,open_orders_end_to_reprice,182,trades,1784121714274,1784121714484179213,1784121714.5008008,1784121714.7125235,0.211723,65547.0,65548.0,0.438524,185,185,True
1,trigger_to_open_orders_start,305,trades,1784121735641,1784121735843655961,1784121735.8436558,1784121735.8444102,0.000754,,,0.20341,308,307,
1,open_orders_elapsed,305,trades,1784121735641,1784121735843655961,1784121735.8444102,1784121735.8910158,0.046606,65552.0,65553.0,0.250016,308,307,
1,open_orders_end_to_public_state,305,trades,1784121735641,1784121735843655961,1784121735.8910158,1784121736.3351274,0.444112,65545.0,65546.0,0.694127,309,309,True
1,open_orders_end_to_reprice,305,trades,1784121735641,1784121735843655961,1784121735.8910158,1784121736.3352337,0.444218,65545.0,65546.0,0.694234,309,309,True
1,trigger_to_open_orders_start,437,trades,1784121764645,1784121764854866951,1784121764.854867,1784121764.8556619,0.000795,,,0.210662,441,440,
1,open_orders_elapsed,437,trades,1784121764645,1784121764854866951,1784121764.8556619,1784121764.872226,0.016564,65542.0,65543.0,0.227226,441,440,
1,open_orders_end_to_public_state,437,trades,1784121764645,1784121764854866951,1784121764.872226,1784121765.221098,0.348872,65541.0,65542.0,0.576098,442,442,True
1,open_orders_end_to_reprice,437,trades,1784121764645,1784121764854866951,1784121764.872226,1784121765.2211757,0.34895,65541.0,65542.0,0.576176,442,442,True
1,trigger_to_open_orders_start,446,trades,1784121766185,1784121766394375486,1784121766.3943753,1784121766.3951182,0.000743,,,0.210118,451,450,
1,open_orders_elapsed,446,trades,1784121766185,1784121766394375486,1784121766.3951182,1784121766.4153526,0.020234,65541.0,65542.0,0.230353,451,450,
1,open_orders_end_to_public_state,446,trades,1784121766185,1784121766394375486,1784121766.4153526,1784121766.9146311,0.499279,65534.0,65535.0,0.729631,453,453,True
1,open_orders_end_to_reprice,446,trades,1784121766185,1784121766394375486,1784121766.4153526,1784121766.9147084,0.499356,65534.0,65535.0,0.729708,453,453,True
1,trigger_to_open_orders_start,503,trades,1784121780565,1784121780875358690,1784121780.8753588,1784121780.8760796,0.000721,,,0.31108,510,508,
1,open_orders_elapsed,503,trades,1784121780565,1784121780875358690,1784121780.8760796,1784121780.894669,0.018589,65528.0,65529.0,0.329669,510,508,
1,open_orders_end_to_public_state,503,trades,1784121780565,1784121780875358690,1784121780.894669,1784121780.991056,0.096387,65518.0,65519.0,0.426056,511,511,True
1,open_orders_end_to_reprice,503,trades,1784121780565,1784121780875358690,1784121780.894669,1784121780.9911325,0.096463,65518.0,65519.0,0.426132,511,511,True
1,trigger_to_open_orders_start,508,trades,1784121781850,1784121782102969178,1784121782.1029692,1784121782.1037986,0.000829,,,0.253799,516,515,
1,open_orders_elapsed,508,trades,1784121781850,1784121782102969178,1784121782.1037986,1784121782.1262648,0.022466,65518.0,65519.0,0.276265,516,515,
1,open_orders_end_to_public_state,508,trades,1784121781850,1784121782102969178,1784121782.1262648,1784121782.5333574,0.407093,65513.0,65514.0,0.683357,518,518,True
1,open_orders_end_to_reprice,508,trades,1784121781850,1784121782102969178,1784121782.1262648,1784121782.5334754,0.407211,65513.0,65514.0,0.683475,518,518,True
1,trigger_to_open_orders_start,514,trades,1784121783808,1784121784013101282,1784121784.0131013,1784121784.0138617,0.00076,,,0.205862,524,522,
1,open_orders_elapsed,514,trades,1784121783808,1784121784013101282,1784121784.0138617,1784121784.0287132,0.014852,65504.0,65505.0,0.220713,524,522,
1,open_orders_end_to_public_state,514,trades,1784121783808,1784121784013101282,1784121784.0287132,1784121784.163387,0.134674,65505.0,65506.0,0.355387,525,525,True
1,open_orders_end_to_reprice,514,trades,1784121783808,1784121784013101282,1784121784.0287132,1784121784.1634657,0.134753,65505.0,65506.0,0.355466,525,525,True
