attempt,event_sequence,phase,source_channel,source_event_exchange_time_ms,side,limit_px,current_bid,current_ask,status,reason,touch_stability_ms,min_stable_ms,bbo_lookback_ms,recent_bbo_count,last_adverse_bbo_ms,elapsed_since_adverse_bbo_ms,bbo_down_count,bbo_up_count,bbo_flat_count,bbo_mixed_count,adverse_trade_qty_btc,favorable_trade_qty_btc,fill_support_touch_qty_btc,fill_support_visible_queue_depletion_qty_btc,adverse_strict_through_qty_btc,adverse_bbo_move,neutral_or_opposite_flow_qty_btc,adverse_flow_ratio,adverse_flow_status,current_cross_risk,inference_scope
1,61,pre_open_orders_public_gate,trades,1783579391931,buy,62808.0,62808.0,62809.0,pass,,708,250,750,2,,,0,0,2,0,0.2129,0.04214,0.04214,0.04214,0.2129,False,0.00021,5.052206929283341,watch,False,public_microstructure_gate_not_exchange_validation_guarantee
1,61,post_open_orders_pre_submit_gate,trades,1783579391931,buy,62796.0,62796.0,62797.0,pass,,708,250,750,2,,,0,0,2,0,0.10462,0.00017,0.00017,0.00017,0.10462,False,0.15046,615.4117647058823,watch,False,public_microstructure_gate_not_exchange_validation_guarantee
1,119,pre_open_orders_public_gate,trades,1783579412656,buy,62797.0,62797.0,62798.0,pass,,400,250,750,1,,,0,1,0,0,0.03116,0,0,0,0.03116,False,0.0057,inf,watch,False,public_microstructure_gate_not_exchange_validation_guarantee
1,119,post_open_orders_pre_submit_gate,trades,1783579412656,buy,62805.0,62805.0,62806.0,pass,,400,250,750,1,,,0,1,0,0,0.03116,0,0,0,0.03116,False,0.0057,inf,watch,False,public_microstructure_gate_not_exchange_validation_guarantee
1,184,pre_open_orders_public_gate,l2Book,1783579434438,buy,62839.0,62839.0,62840.0,pass,,521,250,750,2,1783579433917,521,1,0,1,0,0,0.03762,0.03762,0.03762,0,True,0.00217,,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
1,184,post_open_orders_pre_submit_gate,l2Book,1783579434438,buy,62839.0,62839.0,62840.0,pass,,521,250,750,2,1783579433917,521,1,0,1,0,0,0.03762,0.03762,0.03762,0,True,0.00217,,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
1,197,pre_open_orders_public_gate,trades,1783579438767,buy,62839.0,62839.0,62840.0,pass,,339,250,750,1,,,0,0,1,0,0.00034,0.00037,0.00037,0.00037,0.00034,False,0.00223,0.918918918918919,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
1,197,post_open_orders_pre_submit_gate,trades,1783579438767,buy,62823.0,62823.0,62824.0,pass,,339,250,750,1,,,0,0,1,0,0,0,0,0,0,False,0.00294,,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
1,200,pre_open_orders_public_gate,trades,1783579439982,buy,62823.0,62823.0,62824.0,pass,,485,250,750,1,,,0,0,1,0,0.0015,0.0143,0.0143,0.0143,0.0015,False,0,0.1048951048951049,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
1,200,post_open_orders_pre_submit_gate,trades,1783579439982,buy,62821.0,62821.0,62822.0,pass,,485,250,750,1,,,0,0,1,0,0,0.00133,0.00133,0.00133,0,False,0.01447,,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
