attempt,status,reason,handoff_phase,candidate_source_exchange_time_ms,candidate_age_seconds,max_age_seconds,trigger_candidate_source_exchange_time_ms,trigger_candidate_age_seconds,trigger_candidate_side,trigger_candidate_quote_px,trigger_candidate_size_btc,trigger_candidate_quality_bucket,trigger_candidate_freshness_status,trigger_candidate_skip_reason,current_reprice_allowed,current_reprice_skip_reason,current_reprice_candidate_source_exchange_time_ms,current_reprice_candidate_age_seconds,selected_side,selected_quote_px,current_bid,current_ask,selected_size_btc,max_order_size_btc,quality_bucket,current_same_side_top_qty_btc,current_same_side_top_order_count,current_top_depth_multiple_of_order,post_only_tif,post_only_non_crossing,current_touch_match,source
1,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1783579391931,0.931,1.0,1783579391931,0.931,buy,62808,0.005,quality_a,pass,,False,outside_quality_a_b_queue_bands,1783579391931,0.931,,,62796.0,62797.0,,0.005,,1.41357,2,,Alo,False,False,inline_reprice_current_candidate_guard
1,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1783579412656,0.559,1.0,1783579412656,0.559,buy,62797,0.005,quality_a,pass,,False,outside_quality_a_b_queue_bands,1783579412656,0.559,,,62805.0,62806.0,,0.005,,45.20884,270,,Alo,False,False,inline_reprice_current_candidate_guard
1,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1783579434438,0.875,1.0,1783579434438,0.875,buy,62839,0.002,quality_b,pass,,False,outside_quality_a_b_queue_bands,1783579434438,0.875,,,62839.0,62840.0,,0.005,,0.22562,4,,Alo,False,False,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1783579438767,0.529,1.0,1783579438767,0.529,buy,62839,0.005,quality_a,pass,,True,,1783579438767,0.529,buy,62823.0,62823.0,62824.0,0.005,0.005,quality_a,0.038,2,7.6,Alo,True,True,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1783579439982,0.482,1.0,1783579439982,0.482,buy,62823,0.005,quality_a,pass,,True,,1783579439982,0.482,buy,62821.0,62821.0,62822.0,0.005,0.005,quality_a,0.00101,2,0.202,Alo,True,True,inline_reprice_current_candidate_guard
1,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1783579442045,0.445,1.0,1783579442045,0.445,buy,62821,0.005,quality_a,pass,,False,outside_quality_a_b_queue_bands,1783579442045,0.445,,,62819.0,62820.0,,0.005,,0.24525,3,,Alo,False,False,inline_reprice_current_candidate_guard
1,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1783579477029,0.582,1.0,1783579477029,0.582,buy,62835,0.002,quality_b,pass,,False,outside_quality_a_b_queue_bands,1783579477029,0.582,,,62819.0,62820.0,,0.005,,0.50346,4,,Alo,False,False,inline_reprice_current_candidate_guard
1,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1783579501076,0.507,1.0,1783579501076,0.507,buy,62854,0.005,quality_a,pass,,False,outside_quality_a_b_queue_bands,1783579501076,0.507,,,62841.0,62842.0,,0.005,,1.08989,3,,Alo,False,False,inline_reprice_current_candidate_guard
1,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1783579504317,0.584,1.0,1783579504317,0.584,buy,62841,0.005,quality_a,pass,,False,outside_quality_a_b_queue_bands,1783579504317,0.584,,,62835.0,62836.0,,0.005,,0.33752,7,,Alo,False,False,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1783579518377,0.725,1.0,1783579518377,0.725,buy,62828,0.00024,quality_a,pass,,True,,1783579518377,0.725,buy,62824.0,62824.0,62825.0,0.00024,0.005,quality_a,0.00022,2,0.91666667,Alo,True,True,inline_reprice_current_candidate_guard
