attempt,event_sequence,phase,fresh_touch_allowed,anti_drift_status,anti_drift_reason,immediate_guard_status,immediate_guard_reason,order_endpoint_called,skip_reason,retry_after_post_only_reject,remaining_submission_budget
1,61,post_open_orders_pre_submit_gate,True,pass,,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,2
1,119,post_open_orders_pre_submit_gate,True,pass,,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,2
1,184,post_open_orders_pre_submit_gate,True,pass,,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,2
1,197,post_open_orders_pre_submit_gate,True,pass,,pass,,False,edge_below_required_buffer,False,2
1,200,post_open_orders_pre_submit_gate,True,pass,,pass,,False,fair_mid_source_stale,False,2
1,206,post_open_orders_pre_submit_gate,True,pass,,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,2
1,313,pre_open_orders_public_gate,True,block,touch_stability_below_minimum,not_evaluated,,False,touch_stability_below_minimum,False,2
1,314,post_open_orders_pre_submit_gate,True,pass,,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,2
1,398,post_open_orders_pre_submit_gate,True,pass,,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,2
1,412,post_open_orders_pre_submit_gate,True,pass,,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,2
1,461,post_open_orders_pre_submit_gate,True,pass,,pass,,False,edge_below_required_buffer,False,2
1,503,post_open_orders_pre_submit_gate,True,pass,,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,2
1,532,post_open_orders_pre_submit_gate,True,pass,,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,2
1,559,post_open_orders_pre_submit_gate,True,pass,,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,2
1,588,post_open_orders_pre_submit_gate,True,pass,,pass,,False,fair_mid_source_stale,False,2
1,589,post_open_orders_pre_submit_gate,True,pass,,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,2
1,717,post_open_orders_pre_submit_gate,True,pass,,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,2
1,801,post_open_orders_pre_submit_gate,True,pass,,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,2
1,871,post_open_orders_pre_submit_gate,True,pass,,pass,,False,,False,2
2,882,post_open_orders_pre_submit_gate,True,pass,,pass,,False,fair_mid_source_stale,True,1
2,913,post_open_orders_pre_submit_gate,True,pass,,pass,,False,fair_mid_source_stale,True,1
2,1008,post_open_orders_pre_submit_gate,True,pass,,pass,,False,fair_mid_source_stale,True,1
2,1010,post_open_orders_pre_submit_gate,True,pass,,pass,,False,fair_mid_source_stale,True,1
2,1045,pre_open_orders_public_gate,True,block,touch_stability_below_minimum,not_evaluated,,False,touch_stability_below_minimum,True,1
2,1051,pre_open_orders_public_gate,True,block,adverse_trade_pressure_with_recent_adverse_bbo,not_evaluated,,False,adverse_trade_pressure_with_recent_adverse_bbo,True,1
2,1129,post_open_orders_pre_submit_gate,True,pass,,pass,,False,,True,1
