event_sequence,source_channel,source_event_exchange_time_ms,current_bid,current_ask,rolling_trade_count_last_3s,touch_trade_qty_btc,strict_trade_through_qty_btc,at_or_through_trade_qty_btc,opposite_trade_qty_btc,rolling_window_seconds
1,l2Book,1783579370923,62792,62793,0,0,0,0,0,3.0
2,trades,1783579371012,62792,62793,3,0.03804,0,0.03804,0.0075,3.0
3,l2Book,1783579371530,62792,62793,3,0.03804,0,0.03804,0.0075,3.0
4,trades,1783579372017,62792,62793,4,0.03848,0,0.03848,0.00882,3.0
5,l2Book,1783579372136,62792,62793,3,0.00044,0,0.00044,0.00882,3.0
6,l2Book,1783579372743,62792,62793,3,0.00044,0,0.00044,0.00882,3.0
7,trades,1783579372819,62792,62793,4,0.00044,0,0.00044,0.01255,3.0
8,trades,1783579372947,62792,62793,5,0.00044,0,0.00044,0.41486,3.0
9,trades,1783579373022,62792,62793,31,0.00044,0,0.00044,0.4957,3.0
10,l2Book,1783579373352,62805,62806,31,0,0.00112,0.00112,0.49502,3.0
11,l2Book,1783579373966,62805,62806,31,0,0.00112,0.00112,0.49502,3.0
12,trades,1783579373966,62805,62806,32,0.0184,0.00112,0.01952,0.49502,3.0
13,l2Book,1783579374565,62805,62806,31,0.0184,0.00112,0.01952,0.4877,3.0
14,l2Book,1783579375227,62805,62806,29,0.0184,0.00068,0.01908,0.4862,3.0
15,l2Book,1783579375768,62806,62807,29,0,0.01908,0.01908,0.4862,3.0
16,trades,1783579375965,62806,62807,35,0,0.01908,0.01908,0.083,3.0
17,trades,1783579376038,62806,62807,10,0,0.0184,0.0184,0.08571,3.0
18,l2Book,1783579376375,62808,62809,10,0.08287,0.0184,0.10127,0.00284,3.0
19,l2Book,1783579376841,62808,62809,10,0.08287,0.0184,0.10127,0.00284,3.0
20,l2Book,1783579377368,62808,62809,9,0.08287,0,0.08287,0.00284,3.0
21,l2Book,1783579377969,62808,62809,9,0.08287,0,0.08287,0.00284,3.0
22,l2Book,1783579378569,62808,62809,9,0.08287,0,0.08287,0.00284,3.0
23,l2Book,1783579379171,62808,62809,0,0,0,0,0,3.0
24,l2Book,1783579379774,62808,62809,0,0,0,0,0,3.0
25,l2Book,1783579380379,62808,62809,0,0,0,0,0,3.0
26,l2Book,1783579380975,62808,62809,0,0,0,0,0,3.0
27,l2Book,1783579381519,62808,62809,0,0,0,0,0,3.0
28,l2Book,1783579382076,62808,62809,0,0,0,0,0,3.0
29,trades,1783579382076,62808,62809,3,0.03115,0,0.03115,0.00018,3.0
30,l2Book,1783579382591,62808,62809,3,0.03115,0,0.03115,0.00018,3.0
31,l2Book,1783579383125,62808,62809,3,0.03115,0,0.03115,0.00018,3.0
32,trades,1783579383506,62808,62809,4,0.03212,0,0.03212,0.00018,3.0
33,l2Book,1783579383739,62808,62809,4,0.03212,0,0.03212,0.00018,3.0
34,trades,1783579383942,62808,62809,5,0.03212,0,0.03212,0.00266,3.0
35,trades,1783579384045,62808,62809,6,0.0329,0,0.0329,0.00266,3.0
