event_sequence,source_channel,source_event_exchange_time_ms,current_bid,current_ask,rolling_trade_count_last_3s,touch_trade_qty_btc,strict_trade_through_qty_btc,at_or_through_trade_qty_btc,opposite_trade_qty_btc,rolling_window_seconds
1,l2Book,1782188662697,63928,63929,0,0,0,0,0,3.0
2,trades,1782188662014,63928,63929,16,0.69821,0,0.69821,0.367,3.0
3,trades,1782188663060,63928,63929,17,0.70315,0,0.70315,0.367,3.0
4,trades,1782188663542,63928,63929,24,0.70315,0,0.70315,1.867,3.0
5,l2Book,1782188664380,63928,63929,9,0.00553,0,0.00553,1.5,3.0
6,trades,1782188665039,63928,63929,9,0.01049,0,0.01049,1.5,3.0
7,trades,1782188665401,63928,63929,10,0.01049,0,0.01049,1.52058,3.0
8,trades,1782188668821,63928,63929,1,0,0,0,0.02512,3.0
9,l2Book,1782188669738,63928,63929,1,0,0,0,0.02512,3.0
10,trades,1782188670587,63928,63929,2,0.0002,0,0.0002,0.02512,3.0
11,trades,1782188671189,63928,63929,4,0.0002,0,0.0002,0.0255,3.0
12,trades,1782188671733,63928,63929,5,0.0002,0,0.0002,0.02848,3.0
13,trades,1782188673237,63928,63929,6,0.00309,0,0.00309,0.00336,3.0
14,trades,1782188674739,63928,63929,3,0.00289,0,0.00289,0.0627,3.0
15,l2Book,1782188675192,63928,63929,3,0.00289,0,0.00289,0.0627,3.0
16,trades,1782188676012,63928,63929,4,0.00323,0,0.00323,0.0627,3.0
17,l2Book,1782188680591,63928,63929,0,0,0,0,0,3.0
18,trades,1782188681063,63928,63929,1,0,0,0,0.00029,3.0
19,l2Book,1782188685984,63928,63929,0,0,0,0,0,3.0
20,trades,1782188686387,63928,63929,2,0.03354,0,0.03354,0,3.0
21,trades,1782188687124,63928,63929,6,1.13056,0,1.13056,0,3.0
22,trades,1782188687242,63928,63929,19,1.13056,0,1.13056,0.1251,3.0
23,trades,1782188688024,63928,63929,20,1.13056,0,1.13056,0.1264,3.0
24,trades,1782188688360,63928,63929,21,1.13056,0,1.13056,0.13027,3.0
25,trades,1782188689031,63928,63929,22,1.13056,0,1.13056,0.13191,3.0
26,trades,1782188689638,63928,63929,21,1.09702,0,1.09702,0.13551,3.0
27,trades,1782188691264,63928,63929,4,0,0,0,0.00958,3.0
28,l2Book,1782188691470,63934,63935,3,0.00524,0,0.00524,0.00047,3.0
29,trades,1782188692025,63934,63935,4,0.00586,0,0.00586,0.00047,3.0
30,trades,1782188692505,63934,63935,6,0.00422,0,0.00422,0.11675,3.0
31,trades,1782188693017,63934,63935,6,0.00062,0,0.00062,0.12106,3.0
32,trades,1782188693352,63934,63935,12,0.00062,0,0.00062,0.18985,3.0
33,trades,1782188695008,63934,63935,12,0.00062,0,0.00062,0.19493,3.0
34,trades,1782188696891,63934,63935,3,0,0,0,0.00573,3.0
35,l2Book,1782188696891,63939,63940,3,0.00555,0,0.00555,0.00018,3.0
36,l2Book,1782188702282,63939,63940,0,0,0,0,0,3.0
37,trades,1782188702407,63939,63940,30,0.10193,0.76922,0.87115,0,3.0
38,trades,1782188705353,63939,63940,31,0.10193,0.76922,0.87115,0.00378,3.0
39,trades,1782188706050,63939,63940,2,0,0.00035,0.00035,0.00378,3.0
40,trades,1782188706114,63939,63940,4,0,0.00335,0.00335,0.00378,3.0
41,trades,1782188707251,63939,63940,25,0,0.04144,0.04144,0.00378,3.0
42,l2Book,1782188707319,63924,63925,25,0,0,0,0.04522,3.0
43,trades,1782188708563,63924,63925,27,0,0,0,0.07975,3.0
44,trades,1782188710950,63924,63925,41,0,0,0,10.03831,3.0
45,trades,1782188711006,63924,63925,42,0,0,0,10.03859,3.0
46,l2Book,1782188712654,63938,63939,39,0,0,0,10.00028,3.0
