attempt,event_sequence,phase,fresh_touch_allowed,anti_drift_status,anti_drift_reason,immediate_guard_status,immediate_guard_reason,order_endpoint_called,skip_reason,retry_after_post_only_reject,remaining_submission_budget
1,29,post_open_orders_pre_submit_gate,True,pass,,pass,,False,edge_below_required_buffer,False,2
1,30,post_open_orders_pre_submit_gate,True,pass,,pass,,False,fair_mid_source_stale,False,2
1,131,post_open_orders_pre_submit_gate,True,pass,,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,2
1,136,pre_open_orders_public_gate,True,block,adverse_trade_pressure_with_recent_adverse_bbo,not_evaluated,,False,adverse_trade_pressure_with_recent_adverse_bbo,False,2
1,137,pre_open_orders_public_gate,True,block,adverse_trade_pressure_with_recent_adverse_bbo,not_evaluated,,False,adverse_trade_pressure_with_recent_adverse_bbo,False,2
1,200,post_open_orders_pre_submit_gate,True,pass,,pass,,False,fair_mid_source_stale,False,2
1,230,post_open_orders_pre_submit_gate,True,block,adverse_trade_pressure_with_recent_adverse_bbo,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,2
1,255,post_open_orders_pre_submit_gate,True,pass,,pass,,False,,False,2
2,256,post_open_orders_pre_submit_gate,True,pass,,fail_closed,post_open_orders_handoff_latency_exceeded,False,post_open_orders_handoff_latency_exceeded,True,1
2,263,post_open_orders_pre_submit_gate,True,pass,,pass,,False,edge_below_required_buffer,True,1
2,277,pre_open_orders_public_gate,True,block,adverse_trade_pressure_with_recent_adverse_bbo,not_evaluated,,False,adverse_trade_pressure_with_recent_adverse_bbo,True,1
2,281,pre_open_orders_public_gate,True,block,adverse_trade_pressure_with_recent_adverse_bbo,not_evaluated,,False,adverse_trade_pressure_with_recent_adverse_bbo,True,1
2,287,pre_open_orders_public_gate,True,block,touch_stability_below_minimum,not_evaluated,,False,touch_stability_below_minimum,True,1
2,288,post_open_orders_pre_submit_gate,True,pass,,pass,,False,edge_below_required_buffer,True,1
2,379,post_open_orders_pre_submit_gate,True,pass,,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,True,1
2,404,post_open_orders_pre_submit_gate,True,pass,,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,True,1
2,467,post_open_orders_pre_submit_gate,True,pass,,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,True,1
2,536,post_open_orders_pre_submit_gate,True,pass,,pass,,False,fair_mid_source_stale,True,1
2,692,post_open_orders_pre_submit_gate,True,pass,,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,True,1
2,696,post_open_orders_pre_submit_gate,True,pass,,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,True,1
2,699,post_open_orders_pre_submit_gate,True,pass,,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,True,1
2,728,pre_open_orders_public_gate,True,block,adverse_trade_pressure_with_recent_adverse_bbo,not_evaluated,,False,adverse_trade_pressure_with_recent_adverse_bbo,True,1
2,730,post_open_orders_pre_submit_gate,True,pass,,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,True,1
2,757,post_open_orders_pre_submit_gate,True,pass,,pass,,False,fair_mid_source_stale,True,1
2,759,post_open_orders_pre_submit_gate,True,pass,,pass,,False,edge_below_required_buffer,True,1
2,761,post_open_orders_pre_submit_gate,True,pass,,pass,,False,fair_mid_source_stale,True,1
2,814,post_open_orders_pre_submit_gate,True,pass,,pass,,False,,True,1
