inventory_bucket,side_class,quote_distance_bucket,fair_or_reservation_edge_bucket,latency_stale_bucket,post_only_safety_bucket,reject_throttle_churn_bucket,fill_after_cancel_bucket,bucket_level,scope,sample_count,fill_sample_count,rows,fills,fill_rate,clean_only_fill_mass,side_adjusted_markout_5000ms_mean,spread_capture_ticks_mean,fee_adjusted_spread_capture_ticks_mean,fill_after_cancel_rate,inventory_increasing_fill_rate,inventory_reducing_fill_rate,post_only_risk_rows,post_only_risk_rate,reject_throttle_churn_rows,reject_throttle_churn_rate,verdict,verdict_reason
flat,flat_side,step_back_gt1,edge_adverse,stale_latency_medium,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,1,0,1,0,0.0,0,,,,,,,0,0.0,1,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk
flat,flat_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,clamped,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,4,0,8,0,0.0,0,,,,,,,0,0.0,8,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk
flat,flat_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,guarded_depth_fallback,churn_normal,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,2,0,2,0,0.0,0,,,,,,,0,0.0,0,0.0,needs_more_clean_fills,clean fill mass or sample coverage is below threshold
flat,flat_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,guarded_depth_fallback,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,1,0,1,0,0.0,0,,,,,,,0,0.0,1,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk
flat,flat_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,1,0,1,0,0.0,0,,,,,,,0,0.0,1,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk
flat,flat_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,post_only_clean,churn_normal,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,4,0,8,0,0.0,0,,,,,,,0,0.0,0,0.0,needs_more_clean_fills,clean fill mass or sample coverage is below threshold
flat,flat_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,post_only_clean,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,6,0,36,0,0.0,0,,,,,,,0,0.0,36,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk
flat,flat_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,7,6,1047,24,0.022922636103151862,24,64.11904761906564,32.02173913040694,32.02173913040694,0.625,0.4583333333333333,0.0,0,0.0,1047,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk
flat,flat_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,post_only_clean,reject_throttle_or_drop,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,1,0,9,0,0.0,0,,,,,,,0,0.0,9,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,clamped,churn_normal,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,1,0,2,0,0.0,0,,,,,,,0,0.0,0,0.0,needs_more_clean_fills,clean fill mass or sample coverage is below threshold
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,clamped,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,1,0,1,0,0.0,0,,,,,,,0,0.0,1,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,clamped,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,4,0,10,0,0.0,0,,,,,,,0,0.0,10,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,churn_normal,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,6,0,31,0,0.0,0,,,,,,,0,0.0,0,0.0,needs_more_clean_fills,clean fill mass or sample coverage is below threshold
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,6,0,132,0,0.0,0,,,,,,,0,0.0,132,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,7,1,348,1,0.0028735632183908046,1,-6.5000000000873115,2.5,2.5,1.0,1.0,0.0,0,0.0,348,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,post_only_clean,churn_normal,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,5,0,23,0,0.0,0,,,,,,,0,0.0,0,0.0,needs_more_clean_fills,clean fill mass or sample coverage is below threshold
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,post_only_clean,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,7,0,123,0,0.0,0,,,,,,,0,0.0,123,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,7,5,452,8,0.017699115044247787,8,-92.70000000004075,13.142857142811408,13.142857142811408,0.375,0.625,0.0,0,0.0,452,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,churn_normal,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,4,0,8,0,0.0,0,,,,,,,0,0.0,0,0.0,needs_more_clean_fills,clean fill mass or sample coverage is below threshold
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,5,1,27,1,0.037037037037037035,1,,35.500000000029104,35.500000000029104,1.0,1.0,0.0,0,0.0,27,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk
