session,fold_id,model,feature,row_count,missing_count,missing_fraction,training_median,training_q25,training_q75,scale,availability_gate_pass
jul30,1,H0,elapsed_session_fraction,719902,0,0,0.12981642466445645,0.063189128162174701,0.1922789945445178,1,true
jul30,1,H0,elapsed_session_fraction_squared,719902,0,0,0.016852304112662496,0.0039928659178957403,0.036971211743050708,1,true
jul30,1,H0,elapsed_segment_fraction,719902,0,0,0.47229503211470786,0.22229827407146324,0.72228781395292141,1,true
jul30,1,H0,target_bbo_update_count_1s,719902,0,0,10,9,11,2,true
jul30,1,H0,target_bbo_no_new_information_fraction_1s,719902,0,0,0.91000000000000003,0.90000000000000002,0.93000000000000005,1,true
jul30,1,H1,elapsed_session_fraction,719902,0,0,0.12981642466445645,0.063189128162174701,0.1922789945445178,1,true
jul30,1,H1,elapsed_session_fraction_squared,719902,0,0,0.016852304112662496,0.0039928659178957403,0.036971211743050708,1,true
jul30,1,H1,elapsed_segment_fraction,719902,0,0,0.47229503211470786,0.22229827407146324,0.72228781395292141,1,true
jul30,1,H1,target_bbo_update_count_1s,719902,0,0,10,9,11,2,true
jul30,1,H1,target_bbo_no_new_information_fraction_1s,719902,0,0,0.91000000000000003,0.90000000000000002,0.93000000000000005,1,true
jul30,1,H1,risk_gap_bps,719902,0,0,-2.6332767178838985,-33.323595918940647,31.095694318601954,64.419290237542597,true
jul30,1,H1,risk_gap_change_50ms_bps,719902,0,0,0,-0.65682333359662692,0.64563263964334183,1.3024559732399688,true
jul30,1,H1,binance_bbo_age_ms,719902,0,0,6.3888040000000004,1.0811329999999999,18.575658000000001,17.494524999999999,true
jul30,1,H1,hyperliquid_bbo_age_ms,719902,0,0,62.332560999999998,29.059947000000001,113.77560099999999,84.715654000000001,true
jul30,1,H1,trailing_basis_residual,719902,0,0,0.64246415508335275,-3.2062922264489089,4.7626908986766523,7.9689831251255612,true
jul30,2,H0,elapsed_session_fraction,959902,0,0,0.1714636908866603,0.084012761273276629,0.25891462050004399,1,true
jul30,2,H0,elapsed_session_fraction_squared,959902,0,0,0.029399797292476194,0.007058144056760569,0.067036780708681798,1,true
jul30,2,H0,elapsed_segment_fraction,959902,0,0,0.44967686401144252,0.2274540420903261,0.67190272436328757,1,true
jul30,2,H0,target_bbo_update_count_1s,959902,0,0,10,9,11,2,true
jul30,2,H0,target_bbo_no_new_information_fraction_1s,959902,0,0,0.91000000000000003,0.90000000000000002,0.93000000000000005,1,true
jul30,2,H1,elapsed_session_fraction,959902,0,0,0.1714636908866603,0.084012761273276629,0.25891462050004399,1,true
jul30,2,H1,elapsed_session_fraction_squared,959902,0,0,0.029399797292476194,0.007058144056760569,0.067036780708681798,1,true
jul30,2,H1,elapsed_segment_fraction,959902,0,0,0.44967686401144252,0.2274540420903261,0.67190272436328757,1,true
jul30,2,H1,target_bbo_update_count_1s,959902,0,0,10,9,11,2,true
jul30,2,H1,target_bbo_no_new_information_fraction_1s,959902,0,0,0.91000000000000003,0.90000000000000002,0.93000000000000005,1,true
jul30,2,H1,risk_gap_bps,959902,0,0,-2.5997795386951186,-33.058030391710076,30.854608371455157,63.912638763165234,true
jul30,2,H1,risk_gap_change_50ms_bps,959902,0,0,0,-0.72873828526609685,0.64697993680662336,1.3757182220727202,true
jul30,2,H1,binance_bbo_age_ms,959902,0,0,6.38009,1.1063339999999999,18.255146,17.148812,true
jul30,2,H1,hyperliquid_bbo_age_ms,959902,0,0,61.287134000000002,28.482164999999998,112.502099,84.019934000000006,true
jul30,2,H1,trailing_basis_residual,959902,0,0,0.45482728232733294,-3.4137895933537479,4.5624718047904338,7.9762613981441817,true
jul30,3,H0,elapsed_session_fraction,1199902,0,0,0.21311095710886416,0.10483639438437857,0.32138551983334979,1,true
jul30,3,H0,elapsed_session_fraction_squared,1199902,0,0,0.045416280039856136,0.010990669587516962,0.10328865235855247,1,true
jul30,3,H0,elapsed_segment_fraction,1199902,0,0,0.42159995670549305,0.2132584694132591,0.69421812979697273,1,true
jul30,3,H0,target_bbo_update_count_1s,1199902,0,0,10,9,11,2,true
jul30,3,H0,target_bbo_no_new_information_fraction_1s,1199902,0,0,0.91000000000000003,0.90000000000000002,0.92000000000000004,1,true
jul30,3,H1,elapsed_session_fraction,1199902,0,0,0.21311095710886416,0.10483639438437857,0.32138551983334979,1,true
jul30,3,H1,elapsed_session_fraction_squared,1199902,0,0,0.045416280039856136,0.010990669587516962,0.10328865235855247,1,true
jul30,3,H1,elapsed_segment_fraction,1199902,0,0,0.42159995670549305,0.2132584694132591,0.69421812979697273,1,true
jul30,3,H1,target_bbo_update_count_1s,1199902,0,0,10,9,11,2,true
jul30,3,H1,target_bbo_no_new_information_fraction_1s,1199902,0,0,0.91000000000000003,0.90000000000000002,0.92000000000000004,1,true
jul30,3,H1,risk_gap_bps,1199902,0,0,-1.7133642410800147,-31.452951626524403,29.282576866764671,60.735528493289074,true
jul30,3,H1,risk_gap_change_50ms_bps,1199902,0,0,0,-0.70846993437100814,0.64366512924824804,1.3521350636192562,true
jul30,3,H1,binance_bbo_age_ms,1199902,0,0,6.5669620000000002,1.1407389999999999,18.589492,17.448753,true
jul30,3,H1,hyperliquid_bbo_age_ms,1199902,0,0,61.141736000000002,28.301603,112.36216400000001,84.060561000000007,true
jul30,3,H1,trailing_basis_residual,1199902,0,0,0.065264049261820389,-3.7775702728093101,4.1091567799342883,7.8867270527435984,true
jul30,4,H0,elapsed_session_fraction,1439902,0,0,0.25892294995328841,0.12982475411770089,0.38802114578887598,1,true
jul30,4,H0,elapsed_session_fraction_squared,1439902,0,0,0.067041094012513097,0.016854466781721495,0.15056040957931213,1,true
jul30,4,H0,elapsed_segment_fraction,1439902,0,0,0.47167273395098225,0.22166146998826652,0.7216865774613328,1,true
jul30,4,H0,target_bbo_update_count_1s,1439902,0,0,10,9,12,3,true
jul30,4,H0,target_bbo_no_new_information_fraction_1s,1439902,0,0,0.91000000000000003,0.90000000000000002,0.92000000000000004,1,true
jul30,4,H1,elapsed_session_fraction,1439902,0,0,0.25892294995328841,0.12982475411770089,0.38802114578887598,1,true
jul30,4,H1,elapsed_session_fraction_squared,1439902,0,0,0.067041094012513097,0.016854466781721495,0.15056040957931213,1,true
jul30,4,H1,elapsed_segment_fraction,1439902,0,0,0.47167273395098225,0.22166146998826652,0.7216865774613328,1,true
jul30,4,H1,target_bbo_update_count_1s,1439902,0,0,10,9,12,3,true
jul30,4,H1,target_bbo_no_new_information_fraction_1s,1439902,0,0,0.91000000000000003,0.90000000000000002,0.92000000000000004,1,true
jul30,4,H1,risk_gap_bps,1439902,0,0,-1.2993503248375358,-29.400035968128446,27.186035404825596,56.586071372954038,true
jul30,4,H1,risk_gap_change_50ms_bps,1439902,0,0,0,-0.64862903444600661,0.62865075830940498,1.2772797927554116,true
jul30,4,H1,binance_bbo_age_ms,1439902,0,0,6.9869539999999999,1.240124,19.549264999999998,18.309140999999997,true
jul30,4,H1,hyperliquid_bbo_age_ms,1439902,0,0,60.644114999999999,27.979388,111.53719100000001,83.557803000000007,true
jul30,4,H1,trailing_basis_residual,1439902,0,0,-0.05478010115857046,-3.7178977419173549,3.8150411115482328,7.5329388534655877,true
jul30,5,H0,elapsed_session_fraction,1679902,0,0,0.30057021617549229,0.1506483872288028,0.45049204512218177,1,true
jul30,5,H0,elapsed_session_fraction_squared,1679902,0,0,0.090342454851782161,0.022694936574639318,0.20294308271836586,1,true
jul30,5,H0,elapsed_segment_fraction,1679902,0,0,0.4713282474674913,0.23798310477121848,0.70467491858321818,1,true
jul30,5,H0,target_bbo_update_count_1s,1679902,0,0,10,9,11,2,true
jul30,5,H0,target_bbo_no_new_information_fraction_1s,1679902,0,0,0.91000000000000003,0.90000000000000002,0.92000000000000004,1,true
jul30,5,H1,elapsed_session_fraction,1679902,0,0,0.30057021617549229,0.1506483872288028,0.45049204512218177,1,true
jul30,5,H1,elapsed_session_fraction_squared,1679902,0,0,0.090342454851782161,0.022694936574639318,0.20294308271836586,1,true
jul30,5,H1,elapsed_segment_fraction,1679902,0,0,0.4713282474674913,0.23798310477121848,0.70467491858321818,1,true
jul30,5,H1,target_bbo_update_count_1s,1679902,0,0,10,9,11,2,true
jul30,5,H1,target_bbo_no_new_information_fraction_1s,1679902,0,0,0.91000000000000003,0.90000000000000002,0.92000000000000004,1,true
jul30,5,H1,risk_gap_bps,1679902,0,0,-1.1282948131775976,-27.039808904433222,24.671373659404967,51.711182563838193,true
jul30,5,H1,risk_gap_change_50ms_bps,1679902,0,0,0,-0.64402617882182511,0.6163828690783788,1.2604090479002039,true
jul30,5,H1,binance_bbo_age_ms,1679902,0,0,7.0975700000000002,1.3136369999999999,20.009815,18.696178,true
jul30,5,H1,hyperliquid_bbo_age_ms,1679902,0,0,60.427639999999997,27.896894,111.478227,83.581333000000001,true
jul30,5,H1,trailing_basis_residual,1679902,0,0,-0.048205150499882166,-3.6747666950129627,3.7485452037569544,7.4233118987699171,true
jul30,6,H0,elapsed_session_fraction,1919902,0,0,0.34221748239769617,0.17147202033990475,0.51712767107770796,1,true
jul30,6,H0,elapsed_session_fraction_squared,1919902,0,0,0.11711280525861749,0.029402653759448706,0.26742102819425412,1,true
jul30,6,H0,elapsed_segment_fraction,1919902,0,0,0.44883531346201838,0.22659838211520347,0.70473036007963985,1,true
jul30,6,H0,target_bbo_update_count_1s,1919902,0,0,10,9,11,2,true
jul30,6,H0,target_bbo_no_new_information_fraction_1s,1919902,0,0,0.91000000000000003,0.90000000000000002,0.92000000000000004,1,true
jul30,6,H1,elapsed_session_fraction,1919902,0,0,0.34221748239769617,0.17147202033990475,0.51712767107770796,1,true
jul30,6,H1,elapsed_session_fraction_squared,1919902,0,0,0.11711280525861749,0.029402653759448706,0.26742102819425412,1,true
jul30,6,H1,elapsed_segment_fraction,1919902,0,0,0.44883531346201838,0.22659838211520347,0.70473036007963985,1,true
jul30,6,H1,target_bbo_update_count_1s,1919902,0,0,10,9,11,2,true
jul30,6,H1,target_bbo_no_new_information_fraction_1s,1919902,0,0,0.91000000000000003,0.90000000000000002,0.92000000000000004,1,true
jul30,6,H1,risk_gap_bps,1919902,0,0,-1.1379006250696435,-23.961118115755884,21.422042560860248,45.383160676616129,true
jul30,6,H1,risk_gap_change_50ms_bps,1919902,0,0,0,-0.63027858475580345,0.6000943110018504,1.2303728957576539,true
jul30,6,H1,binance_bbo_age_ms,1919902,0,0,7.2166090000000001,1.432742,20.473445000000002,19.040703000000001,true
jul30,6,H1,hyperliquid_bbo_age_ms,1919902,0,0,60.502738000000001,27.916955000000002,111.588415,83.671459999999996,true
jul30,6,H1,trailing_basis_residual,1919902,0,0,0.01717034378779303,-3.5541151923250709,3.7171279464247107,7.2712431387497816,true
jul30,7,H0,elapsed_session_fraction,2159902,0,0,0.38802947524212039,0.19229565345100669,0.5795985704110137,1,true
jul30,7,H0,elapsed_session_fraction_squared,2159902,0,0,0.15056687365667532,0.03697761833614966,0.33593450282249082,1,true
jul30,7,H0,elapsed_segment_fraction,2159902,0,0,0.471105487497405,0.22108704025739534,0.72112191792308555,1,true
jul30,7,H0,target_bbo_update_count_1s,2159902,0,0,10,9,11,2,true
jul30,7,H0,target_bbo_no_new_information_fraction_1s,2159902,0,0,0.91000000000000003,0.90000000000000002,0.92000000000000004,1,true
jul30,7,H1,elapsed_session_fraction,2159902,0,0,0.38802947524212039,0.19229565345100669,0.5795985704110137,1,true
jul30,7,H1,elapsed_session_fraction_squared,2159902,0,0,0.15056687365667532,0.03697761833614966,0.33593450282249082,1,true
jul30,7,H1,elapsed_segment_fraction,2159902,0,0,0.471105487497405,0.22108704025739534,0.72112191792308555,1,true
jul30,7,H1,target_bbo_update_count_1s,2159902,0,0,10,9,11,2,true
jul30,7,H1,target_bbo_no_new_information_fraction_1s,2159902,0,0,0.91000000000000003,0.90000000000000002,0.92000000000000004,1,true
jul30,7,H1,risk_gap_bps,2159902,0,0,-1.1245345321554376,-20.203105690183179,17.658083736491029,37.861189426674208,true
jul30,7,H1,risk_gap_change_50ms_bps,2159902,0,0,0,-0.61630535642242279,0.53911639309277604,1.1554217495151988,true
jul30,7,H1,binance_bbo_age_ms,2159902,0,0,7.6086689999999999,1.531228,21.084769999999999,19.553542,true
jul30,7,H1,hyperliquid_bbo_age_ms,2159902,0,0,60.901504000000003,28.087098999999998,112.17854699999999,84.091448,true
jul30,7,H1,trailing_basis_residual,2159902,0,0,0.038932711701335165,-3.4430060819089263,3.6207681192382584,7.0637742011471847,true
jul30,8,H0,elapsed_session_fraction,2399902,0,0,0.42967674146432427,0.2131192865621086,0.64623419636653989,1,true
jul30,8,H0,elapsed_session_fraction_squared,2399902,0,0,0.18462210215539976,0.045419830304742163,0.41761863655350762,1,true
jul30,8,H0,elapsed_segment_fraction,2399902,0,0,0.48032182596216128,0.24220889608353682,0.71843271779135454,1,true
jul30,8,H0,target_bbo_update_count_1s,2399902,0,0,10,9,11,2,true
jul30,8,H0,target_bbo_no_new_information_fraction_1s,2399902,0,0,0.91000000000000003,0.90000000000000002,0.92000000000000004,1,true
jul30,8,H1,elapsed_session_fraction,2399902,0,0,0.42967674146432427,0.2131192865621086,0.64623419636653989,1,true
jul30,8,H1,elapsed_session_fraction_squared,2399902,0,0,0.18462210215539976,0.045419830304742163,0.41761863655350762,1,true
jul30,8,H1,elapsed_segment_fraction,2399902,0,0,0.48032182596216128,0.24220889608353682,0.71843271779135454,1,true
jul30,8,H1,target_bbo_update_count_1s,2399902,0,0,10,9,11,2,true
jul30,8,H1,target_bbo_no_new_information_fraction_1s,2399902,0,0,0.91000000000000003,0.90000000000000002,0.92000000000000004,1,true
jul30,8,H1,risk_gap_bps,2399902,0,0,-1.1035174619099746,-16.970768356588813,14.605366158630947,31.57613451521976,true
jul30,8,H1,risk_gap_change_50ms_bps,2399902,0,0,0,-0.5435842242105835,0.53079742784554895,1.0743816520561325,true
jul30,8,H1,binance_bbo_age_ms,2399902,0,0,7.8933150000000003,1.595955,21.708912000000002,20.112957000000002,true
jul30,8,H1,hyperliquid_bbo_age_ms,2399902,0,0,60.956206000000002,28.124762,112.204791,84.080028999999996,true
jul30,8,H1,trailing_basis_residual,2399902,0,0,-0.0020763910485293025,-3.3952880606327254,3.4674110807614591,6.8626991413941845,true
jul30,9,H0,elapsed_session_fraction,2639902,0,0,0.4713240076865281,0.23394291967321054,0.70870509569984574,1,true
jul30,9,H0,elapsed_session_fraction_squared,2639902,0,0,0.2221463202216904,0.054729289665226243,0.50226291267092749,1,true
jul30,9,H0,elapsed_segment_fraction,2639902,0,0,0.46219903796699802,0.2330154254180615,0.70894747571629113,1,true
jul30,9,H0,target_bbo_update_count_1s,2639902,0,0,10,9,11,2,true
jul30,9,H0,target_bbo_no_new_information_fraction_1s,2639902,0,0,0.91000000000000003,0.90000000000000002,0.92000000000000004,1,true
jul30,9,H1,elapsed_session_fraction,2639902,0,0,0.4713240076865281,0.23394291967321054,0.70870509569984574,1,true
jul30,9,H1,elapsed_session_fraction_squared,2639902,0,0,0.2221463202216904,0.054729289665226243,0.50226291267092749,1,true
jul30,9,H1,elapsed_segment_fraction,2639902,0,0,0.46219903796699802,0.2330154254180615,0.70894747571629113,1,true
jul30,9,H1,target_bbo_update_count_1s,2639902,0,0,10,9,11,2,true
jul30,9,H1,target_bbo_no_new_information_fraction_1s,2639902,0,0,0.91000000000000003,0.90000000000000002,0.92000000000000004,1,true
jul30,9,H1,risk_gap_bps,2639902,0,0,-1.0609291617601107,-14.91095430107484,12.71924667856705,27.630200979641891,true
jul30,9,H1,risk_gap_change_50ms_bps,2639902,0,0,0,-0.53714461430583427,0.5267589850926484,1.0639035993984827,true
