feature,horizon_ms,label,sample_count,eligible_sample_count,canonical_eligible_sample_count,canonical_independent_future_row_delta_count,majority_direction,direction_consistency_ratio,positive_sample_count,negative_sample_count,zero_sample_count,diagnostic_synthetic_sample_count,total_row_count,mean_high_minus_low_effect,std_high_minus_low_effect,mean_abs_corr,sample_effects,stability_verdict
binance_top5_imbalance,100,hyperliquid_future_mid_move_ticks,3,3,0,0,insufficient,0,0,0,0,3,0,,0,,cross_exchange_public_sample_xemm_0603_quiet_a:diagnostic_only_synthetic_decision_grid:positive:9.08994695|cross_exchange_public_sample_xemm_0603_quiet_b:diagnostic_only_synthetic_decision_grid:positive:6.57495914|cross_exchange_public_sample_xemm_0603_quiet_c:diagnostic_only_synthetic_decision_grid:positive:8.83201646,diagnostic_only_synthetic_decision_grid
binance_top5_imbalance,100,hyperliquid_future_microprice_minus_mid_change_ticks,3,3,0,0,insufficient,0,0,0,0,3,0,,0,,cross_exchange_public_sample_xemm_0603_quiet_a:diagnostic_only_synthetic_decision_grid:positive:0.89804416|cross_exchange_public_sample_xemm_0603_quiet_b:diagnostic_only_synthetic_decision_grid:positive:1.25843872|cross_exchange_public_sample_xemm_0603_quiet_c:diagnostic_only_synthetic_decision_grid:positive:1.25951231,diagnostic_only_synthetic_decision_grid
binance_top5_imbalance,100,hyperliquid_future_top5_imbalance_change,3,3,0,0,insufficient,0,0,0,0,3,0,,0,,cross_exchange_public_sample_xemm_0603_quiet_a:diagnostic_only_synthetic_decision_grid:positive:0.17641359|cross_exchange_public_sample_xemm_0603_quiet_b:diagnostic_only_synthetic_decision_grid:positive:0.18219182|cross_exchange_public_sample_xemm_0603_quiet_c:diagnostic_only_synthetic_decision_grid:positive:0.1518044,diagnostic_only_synthetic_decision_grid
binance_top5_imbalance,100,basis_future_mid_response_ticks,3,3,0,0,insufficient,0,0,0,0,3,0,,0,,cross_exchange_public_sample_xemm_0603_quiet_a:diagnostic_only_synthetic_decision_grid:positive:7.22651885|cross_exchange_public_sample_xemm_0603_quiet_b:diagnostic_only_synthetic_decision_grid:positive:50.42372548|cross_exchange_public_sample_xemm_0603_quiet_c:diagnostic_only_synthetic_decision_grid:positive:44.57779698,diagnostic_only_synthetic_decision_grid
binance_top5_imbalance,100,basis_future_microprice_response_ticks,3,3,0,0,insufficient,0,0,0,0,3,0,,0,,cross_exchange_public_sample_xemm_0603_quiet_a:diagnostic_only_synthetic_decision_grid:positive:7.05059982|cross_exchange_public_sample_xemm_0603_quiet_b:diagnostic_only_synthetic_decision_grid:positive:49.88997455|cross_exchange_public_sample_xemm_0603_quiet_c:diagnostic_only_synthetic_decision_grid:positive:44.02706936,diagnostic_only_synthetic_decision_grid
binance_top5_imbalance,250,hyperliquid_future_mid_move_ticks,3,3,0,0,insufficient,0,0,0,0,3,0,,0,,cross_exchange_public_sample_xemm_0603_quiet_a:diagnostic_only_synthetic_decision_grid:positive:9.08994695|cross_exchange_public_sample_xemm_0603_quiet_b:diagnostic_only_synthetic_decision_grid:positive:6.57495914|cross_exchange_public_sample_xemm_0603_quiet_c:diagnostic_only_synthetic_decision_grid:positive:8.83201646,diagnostic_only_synthetic_decision_grid
binance_top5_imbalance,250,hyperliquid_future_microprice_minus_mid_change_ticks,3,3,0,0,insufficient,0,0,0,0,3,0,,0,,cross_exchange_public_sample_xemm_0603_quiet_a:diagnostic_only_synthetic_decision_grid:positive:0.89804416|cross_exchange_public_sample_xemm_0603_quiet_b:diagnostic_only_synthetic_decision_grid:positive:1.25843872|cross_exchange_public_sample_xemm_0603_quiet_c:diagnostic_only_synthetic_decision_grid:positive:1.25951231,diagnostic_only_synthetic_decision_grid
binance_top5_imbalance,250,hyperliquid_future_top5_imbalance_change,3,3,0,0,insufficient,0,0,0,0,3,0,,0,,cross_exchange_public_sample_xemm_0603_quiet_a:diagnostic_only_synthetic_decision_grid:positive:0.17641359|cross_exchange_public_sample_xemm_0603_quiet_b:diagnostic_only_synthetic_decision_grid:positive:0.18219182|cross_exchange_public_sample_xemm_0603_quiet_c:diagnostic_only_synthetic_decision_grid:positive:0.1518044,diagnostic_only_synthetic_decision_grid
binance_top5_imbalance,250,basis_future_mid_response_ticks,3,3,0,0,insufficient,0,0,0,0,3,0,,0,,cross_exchange_public_sample_xemm_0603_quiet_a:diagnostic_only_synthetic_decision_grid:positive:7.22651885|cross_exchange_public_sample_xemm_0603_quiet_b:diagnostic_only_synthetic_decision_grid:positive:50.42372548|cross_exchange_public_sample_xemm_0603_quiet_c:diagnostic_only_synthetic_decision_grid:positive:44.57779698,diagnostic_only_synthetic_decision_grid
binance_top5_imbalance,250,basis_future_microprice_response_ticks,3,3,0,0,insufficient,0,0,0,0,3,0,,0,,cross_exchange_public_sample_xemm_0603_quiet_a:diagnostic_only_synthetic_decision_grid:positive:7.05059982|cross_exchange_public_sample_xemm_0603_quiet_b:diagnostic_only_synthetic_decision_grid:positive:49.88997455|cross_exchange_public_sample_xemm_0603_quiet_c:diagnostic_only_synthetic_decision_grid:positive:44.02706936,diagnostic_only_synthetic_decision_grid
binance_top5_imbalance,500,hyperliquid_future_mid_move_ticks,3,3,0,0,insufficient,0,0,0,0,3,0,,0,,cross_exchange_public_sample_xemm_0603_quiet_a:diagnostic_only_synthetic_decision_grid:positive:9.08994695|cross_exchange_public_sample_xemm_0603_quiet_b:diagnostic_only_synthetic_decision_grid:positive:6.57495914|cross_exchange_public_sample_xemm_0603_quiet_c:diagnostic_only_synthetic_decision_grid:positive:8.83201646,diagnostic_only_synthetic_decision_grid
binance_top5_imbalance,500,hyperliquid_future_microprice_minus_mid_change_ticks,3,3,0,0,insufficient,0,0,0,0,3,0,,0,,cross_exchange_public_sample_xemm_0603_quiet_a:diagnostic_only_synthetic_decision_grid:positive:0.89804416|cross_exchange_public_sample_xemm_0603_quiet_b:diagnostic_only_synthetic_decision_grid:positive:1.25843872|cross_exchange_public_sample_xemm_0603_quiet_c:diagnostic_only_synthetic_decision_grid:positive:1.25951231,diagnostic_only_synthetic_decision_grid
binance_top5_imbalance,500,hyperliquid_future_top5_imbalance_change,3,3,0,0,insufficient,0,0,0,0,3,0,,0,,cross_exchange_public_sample_xemm_0603_quiet_a:diagnostic_only_synthetic_decision_grid:positive:0.17641359|cross_exchange_public_sample_xemm_0603_quiet_b:diagnostic_only_synthetic_decision_grid:positive:0.18219182|cross_exchange_public_sample_xemm_0603_quiet_c:diagnostic_only_synthetic_decision_grid:positive:0.1518044,diagnostic_only_synthetic_decision_grid
binance_top5_imbalance,500,basis_future_mid_response_ticks,3,3,0,0,insufficient,0,0,0,0,3,0,,0,,cross_exchange_public_sample_xemm_0603_quiet_a:diagnostic_only_synthetic_decision_grid:positive:7.22651885|cross_exchange_public_sample_xemm_0603_quiet_b:diagnostic_only_synthetic_decision_grid:positive:50.42372548|cross_exchange_public_sample_xemm_0603_quiet_c:diagnostic_only_synthetic_decision_grid:positive:44.57779698,diagnostic_only_synthetic_decision_grid
