event_sequence,source_channel,source_event_exchange_time_ms,current_bid,current_ask,rolling_trade_count_last_3s,touch_trade_qty_btc,strict_trade_through_qty_btc,at_or_through_trade_qty_btc,opposite_trade_qty_btc,rolling_window_seconds
1,l2Book,1784017185940,62587,62588,0,0,0,0,0,3.0
2,trades,1784017185056,62587,62588,1,0,0,0,0.00018,3.0
3,l2Book,1784017186472,62587,62588,1,0,0,0,0.00018,3.0
4,l2Book,1784017187013,62587,62588,1,0,0,0,0.00018,3.0
5,l2Book,1784017187556,62587,62588,1,0,0,0,0.00018,3.0
6,l2Book,1784017188089,62587,62588,0,0,0,0,0,3.0
7,l2Book,1784017188629,62587,62588,0,0,0,0,0,3.0
8,l2Book,1784017189172,62587,62588,0,0,0,0,0,3.0
9,l2Book,1784017189709,62587,62588,0,0,0,0,0,3.0
10,l2Book,1784017190237,62587,62588,0,0,0,0,0,3.0
11,l2Book,1784017190783,62587,62588,0,0,0,0,0,3.0
12,trades,1784017190783,62587,62588,2,0.00972,0,0.00972,0,3.0
13,l2Book,1784017191320,62587,62588,2,0.00972,0,0.00972,0,3.0
14,l2Book,1784017191861,62587,62588,2,0.00972,0,0.00972,0,3.0
15,l2Book,1784017192405,62587,62588,2,0.00972,0,0.00972,0,3.0
16,l2Book,1784017192941,62587,62588,2,0.00972,0,0.00972,0,3.0
17,l2Book,1784017193470,62587,62588,2,0.00972,0,0.00972,0,3.0
18,trades,1784017193744,62587,62588,3,0.01151,0,0.01151,0,3.0
19,l2Book,1784017194004,62587,62588,1,0.00179,0,0.00179,0,3.0
20,l2Book,1784017194550,62587,62588,1,0.00179,0,0.00179,0,3.0
21,l2Book,1784017195081,62587,62588,1,0.00179,0,0.00179,0,3.0
22,l2Book,1784017195621,62587,62588,1,0.00179,0,0.00179,0,3.0
23,l2Book,1784017196161,62587,62588,1,0.00179,0,0.00179,0,3.0
24,l2Book,1784017196689,62587,62588,1,0.00179,0,0.00179,0,3.0
25,trades,1784017197019,62587,62588,1,0,0,0,0.00018,3.0
26,l2Book,1784017197236,62587,62588,1,0,0,0,0.00018,3.0
