attempt,phase,event_sequence,source_channel,source_event_exchange_time_ms,source_local_receive_ts_ns,start_unix_seconds,end_unix_seconds,elapsed_seconds,current_bid,current_ask,candidate_age_seconds_at_phase_end,public_state_seq,l2_state_seq,state_observed_after_open_orders_end
1,trigger_to_open_orders_start,90,trades,1784017224375,1784017224745178597,1784017224.7451787,1784017224.7458162,0.000638,,,0.370816,90,89,
1,open_orders_elapsed,90,trades,1784017224375,1784017224745178597,1784017224.7458162,1784017225.0372376,0.291421,62578.0,62579.0,0.662238,90,89,
1,open_orders_end_to_public_state,90,trades,1784017224375,1784017224745178597,1784017225.0372376,1784017225.0375009,0.000263,62575.0,62576.0,0.662501,91,91,True
1,open_orders_end_to_reprice,90,trades,1784017224375,1784017224745178597,1784017225.0372376,1784017225.0375624,0.000325,62575.0,62576.0,0.662562,91,91,True
1,trigger_to_open_orders_start,209,trades,1784017271053,1784017271271008466,1784017271.2710085,1784017271.271767,0.000758,,,0.218767,210,209,
1,open_orders_elapsed,209,trades,1784017271053,1784017271271008466,1784017271.271767,1784017271.2936993,0.021932,62574.0,62575.0,0.240699,210,209,
1,open_orders_end_to_public_state,209,trades,1784017271053,1784017271271008466,1784017271.2936993,1784017271.619247,0.325548,62567.0,62568.0,0.566247,211,211,True
1,open_orders_end_to_reprice,209,trades,1784017271053,1784017271271008466,1784017271.2936993,1784017271.619366,0.325667,62567.0,62568.0,0.566366,211,211,True
1,trigger_to_open_orders_start,252,trades,1784017288554,1784017288709122888,1784017288.709123,1784017288.7098327,0.00071,,,0.155833,254,253,
1,open_orders_elapsed,252,trades,1784017288554,1784017288709122888,1784017288.7098327,1784017288.7243645,0.014532,62566.0,62567.0,0.170365,254,253,
1,open_orders_end_to_public_state,252,trades,1784017288554,1784017288709122888,1784017288.7243645,1784017289.0129793,0.288615,62564.0,62565.0,0.458979,256,256,True
1,open_orders_end_to_reprice,252,trades,1784017288554,1784017288709122888,1784017288.7243645,1784017289.0130968,0.288732,62564.0,62565.0,0.459097,256,256,True
1,trigger_to_open_orders_start,615,trades,1784017434095,1784017434327176196,1784017434.327176,1784017434.327891,0.000715,,,0.232891,619,617,
1,open_orders_elapsed,615,trades,1784017434095,1784017434327176196,1784017434.327891,1784017434.346473,0.018582,62569.0,62570.0,0.251473,619,617,
1,open_orders_end_to_public_state,615,trades,1784017434095,1784017434327176196,1784017434.346473,1784017434.671756,0.325283,62563.0,62564.0,0.576756,620,620,True
1,open_orders_end_to_reprice,615,trades,1784017434095,1784017434327176196,1784017434.346473,1784017434.6718917,0.325419,62563.0,62564.0,0.576892,620,620,True
1,trigger_to_open_orders_start,631,trades,1784017440937,1784017441147290410,1784017441.1472905,1784017441.1479905,0.0007,,,0.21099,636,635,
1,open_orders_elapsed,631,trades,1784017440937,1784017441147290410,1784017441.1479905,1784017441.1641092,0.016119,62565.0,62566.0,0.227109,636,635,
1,open_orders_end_to_public_state,631,trades,1784017440937,1784017441147290410,1784017441.1641092,1784017441.421231,0.257122,62561.0,62562.0,0.484231,637,637,True
1,open_orders_end_to_reprice,631,trades,1784017440937,1784017441147290410,1784017441.1641092,1784017441.4213722,0.257263,62561.0,62562.0,0.484372,637,637,True
1,trigger_to_open_orders_start,1310,trades,1784017702049,1784017702278197257,1784017702.2781973,1784017702.278907,0.00071,,,0.229907,1316,1315,
1,open_orders_elapsed,1310,trades,1784017702049,1784017702278197257,1784017702.278907,1784017702.3369246,0.058017,62652.0,62653.0,0.287925,1316,1315,
1,open_orders_end_to_public_state,1310,trades,1784017702049,1784017702278197257,1784017702.3369246,1784017702.5561106,0.219186,62650.0,62651.0,0.507111,1317,1317,True
1,open_orders_end_to_reprice,1310,trades,1784017702049,1784017702278197257,1784017702.3369246,1784017702.5562403,0.219316,62650.0,62651.0,0.50724,1317,1317,True
1,reprice_to_order_submit,1310,trades,1784017702049,1784017702278197257,1784017702.5562403,1784017702.5695024,0.013262,62650.0,62651.0,0.520502,1317,1317,True
1,exchange_order_response,1310,trades,1784017702049,1784017702278197257,1784017702.5695024,1784017703.0352166,0.465714,62650.0,62651.0,0.986217,1317,1317,True
