attempt,event_sequence,phase,source_event_exchange_time_ms,current_bid,current_ask,bbo_lookback_ms,recent_bbo_count,last_bbo_change_ms,touch_stability_ms,bbo_down_count,bbo_up_count,bbo_flat_count,bbo_mixed_count,last_direction,status
1,90,pre_open_orders_public_gate,1784017224375,62578.0,62579.0,750,2,1784017223699,676,0,0,2,0,flat,pass
1,90,post_open_orders_pre_submit_gate,1784017224375,62575.0,62576.0,750,2,1784017223699,676,0,0,2,0,flat,pass
1,204,pre_open_orders_public_gate,1784017269496,62579.0,62580.0,750,1,1784017269295,201,0,0,1,0,flat,block
1,209,pre_open_orders_public_gate,1784017271053,62574.0,62575.0,750,2,1784017270352,701,0,0,2,0,flat,pass
1,209,post_open_orders_pre_submit_gate,1784017271053,62567.0,62568.0,750,2,1784017270352,701,0,0,2,0,flat,pass
1,252,pre_open_orders_public_gate,1784017288554,62566.0,62567.0,750,1,1784017288229,325,0,0,1,0,flat,pass
1,252,post_open_orders_pre_submit_gate,1784017288554,62564.0,62565.0,750,1,1784017288229,325,0,0,1,0,flat,pass
1,259,pre_open_orders_public_gate,1784017290724,62563.0,62564.0,750,1,1784017290529,195,0,0,1,0,flat,block
1,615,pre_open_orders_public_gate,1784017434095,62569.0,62570.0,750,1,1784017433836,259,0,0,1,0,flat,pass
1,615,post_open_orders_pre_submit_gate,1784017434095,62563.0,62564.0,750,1,1784017433836,259,0,0,1,0,flat,pass
1,631,pre_open_orders_public_gate,1784017440937,62565.0,62566.0,750,1,1784017440604,333,0,0,1,0,flat,pass
1,631,post_open_orders_pre_submit_gate,1784017440937,62561.0,62562.0,750,1,1784017440604,333,0,0,1,0,flat,pass
1,1310,pre_open_orders_public_gate,1784017702049,62652.0,62653.0,750,1,1784017701776,273,1,0,0,0,down,pass
1,1310,post_open_orders_pre_submit_gate,1784017702049,62650.0,62651.0,750,1,1784017701776,273,1,0,0,0,down,pass
