sample_id,source_row_index,hyperliquid_decision_ts,binance_local_ts,binance_source_age_ms,joined_row_quality,hyperliquid_context_quality,hyperliquid_join_age_bucket,future_input_join,missing_input_join,timestamp_status
cross_exchange_public_sample_xemm_0603_quiet_a_event,38,1780475403789125864,1780475403770595026,18.530838,primary_usable,primary_usable,fresh_0_50ms,0,0,timestamp_clean_asof
cross_exchange_public_sample_xemm_0603_quiet_a_event,102,1780475438578833044,1780475438563016174,15.81687,primary_usable,primary_usable,fresh_0_50ms,0,0,timestamp_clean_asof
cross_exchange_public_sample_xemm_0603_quiet_a_event,341,1780475567448582190,1780475567424961836,23.620354,primary_usable,primary_usable,fresh_0_50ms,0,0,timestamp_clean_asof
cross_exchange_public_sample_xemm_0603_quiet_a_event,367,1780475581563021849,1780475581543243667,19.778182,primary_usable,primary_usable,fresh_0_50ms,0,0,timestamp_clean_asof
cross_exchange_public_sample_xemm_0603_quiet_a_event,571,1780475691454314466,1780475691440711211,13.603255,primary_usable,primary_usable,fresh_0_50ms,0,0,timestamp_clean_asof
cross_exchange_public_sample_xemm_0603_quiet_a_event,931,1780475885973474993,1780475885973313867,0.161126,primary_usable,primary_usable,fresh_0_50ms,0,0,timestamp_clean_asof
cross_exchange_public_sample_xemm_0603_quiet_a_event,1054,1780475952814386831,1780475952800740125,13.646706,primary_usable,primary_usable,fresh_0_50ms,0,0,timestamp_clean_asof
cross_exchange_public_sample_xemm_0603_quiet_a_event,1163,1780476011711866939,1780476011698508731,13.358208,primary_usable,primary_usable,fresh_0_50ms,0,0,timestamp_clean_asof
cross_exchange_public_sample_xemm_0603_quiet_a_event,1164,1780476012207487718,1780476012200863323,6.624395,primary_usable,primary_usable,fresh_0_50ms,0,0,timestamp_clean_asof
cross_exchange_public_sample_xemm_0603_quiet_a_event,1250,1780476058411646984,1780476058384895566,26.751418,primary_usable,primary_usable,fresh_0_50ms,0,0,timestamp_clean_asof
cross_exchange_public_sample_xemm_0603_quiet_a_event,1257,1780476062222278807,1780476062208867463,13.411344,primary_usable,primary_usable,fresh_0_50ms,0,0,timestamp_clean_asof
cross_exchange_public_sample_xemm_0603_quiet_a_event,1371,1780476123739258944,1780476123732851280,6.407664,primary_usable,primary_usable,fresh_0_50ms,0,0,timestamp_clean_asof
cross_exchange_public_sample_xemm_0603_quiet_a_event,1538,1780476213546713052,1780476213542725253,3.987799,primary_usable,primary_usable,fresh_0_50ms,0,0,timestamp_clean_asof
cross_exchange_public_sample_xemm_0603_quiet_a_event,1542,1780476215564704264,1780476215542464532,22.239732,primary_usable,primary_usable,fresh_0_50ms,0,0,timestamp_clean_asof
cross_exchange_public_sample_xemm_0603_quiet_a_event,2046,1780476487795898419,1780476487792646055,3.252364,primary_usable,primary_usable,fresh_0_50ms,0,0,timestamp_clean_asof
cross_exchange_public_sample_xemm_0603_quiet_a_event,2119,1780476527156707870,1780476527154808251,1.899619,primary_usable,primary_usable,fresh_0_50ms,0,0,timestamp_clean_asof
cross_exchange_public_sample_xemm_0603_quiet_a_event,2132,1780476534236966114,1780476534224747186,12.218928,primary_usable,primary_usable,fresh_0_50ms,0,0,timestamp_clean_asof
cross_exchange_public_sample_xemm_0603_quiet_a_event,2251,1780476598616957052,1780476598610785886,6.171166,primary_usable,primary_usable,fresh_0_50ms,0,0,timestamp_clean_asof
cross_exchange_public_sample_xemm_0603_quiet_a_event,2281,1780476614934661327,1780476614909469630,25.191697,primary_usable,primary_usable,fresh_0_50ms,0,0,timestamp_clean_asof
cross_exchange_public_sample_xemm_0603_quiet_a_event,2414,1780476686957622177,1780476686951111922,6.510255,primary_usable,primary_usable,fresh_0_50ms,0,0,timestamp_clean_asof
cross_exchange_public_sample_xemm_0603_quiet_a_event,2481,1780476723059420569,1780476723042834949,16.58562,primary_usable,primary_usable,fresh_0_50ms,0,0,timestamp_clean_asof
cross_exchange_public_sample_xemm_0603_quiet_a_event,3080,1780477047436508584,1780477047430624837,5.883747,primary_usable,primary_usable,fresh_0_50ms,0,0,timestamp_clean_asof
cross_exchange_public_sample_xemm_0603_quiet_b_event,37,1780494656260089048,1780494656242902541,17.186507,primary_usable,primary_usable,fresh_0_50ms,0,0,timestamp_clean_asof
cross_exchange_public_sample_xemm_0603_quiet_b_event,318,1780494808930911258,1780494808916502091,14.409167,primary_usable,primary_usable,fresh_0_50ms,0,0,timestamp_clean_asof
cross_exchange_public_sample_xemm_0603_quiet_b_event,446,1780494878183150476,1780494878162463525,20.686951,primary_usable,primary_usable,fresh_0_50ms,0,0,timestamp_clean_asof
cross_exchange_public_sample_xemm_0603_quiet_b_event,501,1780494908376921241,1780494908368392316,8.528925,primary_usable,primary_usable,fresh_0_50ms,0,0,timestamp_clean_asof
cross_exchange_public_sample_xemm_0603_quiet_b_event,520,1780494918274297948,1780494918252630844,21.667104,primary_usable,primary_usable,fresh_0_50ms,0,0,timestamp_clean_asof
cross_exchange_public_sample_xemm_0603_quiet_b_event,521,1780494918912785466,1780494918890497430,22.288036,primary_usable,primary_usable,fresh_0_50ms,0,0,timestamp_clean_asof
cross_exchange_public_sample_xemm_0603_quiet_b_event,599,1780494961045980777,1780494961042342154,3.638623,primary_usable,primary_usable,fresh_0_50ms,0,0,timestamp_clean_asof
cross_exchange_public_sample_xemm_0603_quiet_b_event,1082,1780495222449838547,1780495222444271061,5.567486,primary_usable,primary_usable,fresh_0_50ms,0,0,timestamp_clean_asof
cross_exchange_public_sample_xemm_0603_quiet_b_event,1262,1780495319408329107,1780495319400347249,7.981858,primary_usable,primary_usable,fresh_0_50ms,0,0,timestamp_clean_asof
cross_exchange_public_sample_xemm_0603_quiet_b_event,1323,1780495352554036489,1780495352552744816,1.291673,primary_usable,primary_usable,fresh_0_50ms,0,0,timestamp_clean_asof
cross_exchange_public_sample_xemm_0603_quiet_b_event,1326,1780495354308455714,1780495354284183806,24.271908,primary_usable,primary_usable,fresh_0_50ms,0,0,timestamp_clean_asof
cross_exchange_public_sample_xemm_0603_quiet_b_event,1735,1780495575411122106,1780495575396346620,14.775486,primary_usable,primary_usable,fresh_0_50ms,0,0,timestamp_clean_asof
cross_exchange_public_sample_xemm_0603_quiet_b_event,2527,1780496002458270558,1780496002457547652,0.722906,primary_usable,primary_usable,fresh_0_50ms,0,0,timestamp_clean_asof
cross_exchange_public_sample_xemm_0603_quiet_b_event,2635,1780496060681512179,1780496060660174067,21.338112,primary_usable,primary_usable,fresh_0_50ms,0,0,timestamp_clean_asof
cross_exchange_public_sample_xemm_0603_quiet_b_event,2990,1780496252498866087,1780496252480053924,18.812163,primary_usable,primary_usable,fresh_0_50ms,0,0,timestamp_clean_asof
cross_exchange_public_sample_xemm_0603_quiet_b_event,3038,1780496278556806079,1780496278539999117,16.806962,primary_usable,primary_usable,fresh_0_50ms,0,0,timestamp_clean_asof
cross_exchange_public_sample_xemm_0603_quiet_b_event,3131,1780496328755828411,1780496328728200920,27.627491,primary_usable,primary_usable,fresh_0_50ms,0,0,timestamp_clean_asof
cross_exchange_public_sample_xemm_0603_quiet_b_event,3236,1780496386052192580,1780496386050454605,1.737975,primary_usable,primary_usable,fresh_0_50ms,0,0,timestamp_clean_asof
cross_exchange_public_sample_xemm_0603_quiet_b_event,3308,1780496424893499486,1780496424887315894,6.183592,primary_usable,primary_usable,fresh_0_50ms,0,0,timestamp_clean_asof
cross_exchange_public_sample_xemm_0603_quiet_c_event,705,1780502221181167512,1780502221172692548,8.474964,primary_usable,primary_usable,fresh_0_50ms,0,0,timestamp_clean_asof
cross_exchange_public_sample_xemm_0603_quiet_c_event,775,1780502259451083412,1780502259436490301,14.593111,primary_usable,primary_usable,fresh_0_50ms,0,0,timestamp_clean_asof
cross_exchange_public_sample_xemm_0603_quiet_c_event,788,1780502266174697104,1780502266168893396,5.803708,primary_usable,primary_usable,fresh_0_50ms,0,0,timestamp_clean_asof
cross_exchange_public_sample_xemm_0603_quiet_c_event,1044,1780502404791153014,1780502404788511941,2.641073,primary_usable,primary_usable,fresh_0_50ms,0,0,timestamp_clean_asof
cross_exchange_public_sample_xemm_0603_quiet_c_event,1177,1780502476840406782,1780502476832892730,7.514052,primary_usable,primary_usable,fresh_0_50ms,0,0,timestamp_clean_asof
cross_exchange_public_sample_xemm_0603_quiet_c_event,1260,1780502521826635201,1780502521801165885,25.469316,primary_usable,primary_usable,fresh_0_50ms,0,0,timestamp_clean_asof
cross_exchange_public_sample_xemm_0603_quiet_c_event,1478,1780502638264180638,1780502638246310843,17.869795,primary_usable,primary_usable,fresh_0_50ms,0,0,timestamp_clean_asof
cross_exchange_public_sample_xemm_0603_quiet_c_event,1560,1780502682636426097,1780502682616616975,19.809122,primary_usable,primary_usable,fresh_0_50ms,0,0,timestamp_clean_asof
cross_exchange_public_sample_xemm_0603_quiet_c_event,1603,1780502705905800705,1780502705905154911,0.645794,primary_usable,primary_usable,fresh_0_50ms,0,0,timestamp_clean_asof
cross_exchange_public_sample_xemm_0603_quiet_c_event,1631,1780502720746454003,1780502720732679804,13.774199,primary_usable,primary_usable,fresh_0_50ms,0,0,timestamp_clean_asof
cross_exchange_public_sample_xemm_0603_quiet_c_event,1665,1780502738769350169,1780502738752897290,16.452879,primary_usable,primary_usable,fresh_0_50ms,0,0,timestamp_clean_asof
cross_exchange_public_sample_xemm_0603_quiet_c_event,1668,1780502740305591868,1780502740284700285,20.891583,primary_usable,primary_usable,fresh_0_50ms,0,0,timestamp_clean_asof
cross_exchange_public_sample_xemm_0603_quiet_c_event,1702,1780502759157206028,1780502759132519774,24.686254,primary_usable,primary_usable,fresh_0_50ms,0,0,timestamp_clean_asof
cross_exchange_public_sample_xemm_0603_quiet_c_event,2563,1780503224050451197,1780503224032566575,17.884622,primary_usable,primary_usable,fresh_0_50ms,0,0,timestamp_clean_asof
cross_exchange_public_sample_xemm_0603_quiet_c_event,2807,1780503355877017389,1780503355862950329,14.06706,primary_usable,primary_usable,fresh_0_50ms,0,0,timestamp_clean_asof
cross_exchange_public_sample_xemm_0603_quiet_c_event,3068,1780503496687404898,1780503496674598343,12.806555,primary_usable,primary_usable,fresh_0_50ms,0,0,timestamp_clean_asof
