attempt,phase,event_sequence,source_channel,source_event_exchange_time_ms,source_local_receive_ts_ns,start_unix_seconds,end_unix_seconds,elapsed_seconds,current_bid,current_ask,candidate_age_seconds_at_phase_end,public_state_seq,l2_state_seq,state_observed_after_open_orders_end
1,trigger_to_open_orders_start,33,trades,1783580186496,1783580186685115611,1783580186.6851156,1783580186.6855652,0.00045,,,0.189565,33,32,
1,open_orders_elapsed,33,trades,1783580186496,1783580186685115611,1783580186.6855652,1783580186.9932227,0.307657,62874.0,62875.0,0.497223,33,32,
1,open_orders_end_to_public_state,33,trades,1783580186496,1783580186685115611,1783580186.9932227,1783580186.9934847,0.000262,62871.0,62872.0,0.497485,34,34,True
1,open_orders_end_to_reprice,33,trades,1783580186496,1783580186685115611,1783580186.9932227,1783580186.993591,0.000368,62871.0,62872.0,0.497591,34,34,True
1,trigger_to_open_orders_start,38,trades,1783580188752,1783580188941745698,1783580188.9417458,1783580188.9422085,0.000463,,,0.190208,39,38,
1,open_orders_elapsed,38,trades,1783580188752,1783580188941745698,1783580188.9422085,1783580189.0915048,0.149296,62870.0,62871.0,0.339505,39,38,
1,open_orders_end_to_public_state,38,trades,1783580188752,1783580188941745698,1783580189.0915048,1783580189.1244779,0.032973,62867.0,62868.0,0.372478,40,40,True
1,open_orders_end_to_reprice,38,trades,1783580188752,1783580188941745698,1783580189.0915048,1783580189.1246178,0.033113,62867.0,62868.0,0.372618,40,40,True
1,trigger_to_open_orders_start,56,trades,1783580195130,1783580195303060526,1783580195.3030605,1783580195.3035893,0.000529,,,0.173589,58,57,
1,open_orders_elapsed,56,trades,1783580195130,1783580195303060526,1783580195.3035893,1783580195.3328938,0.029305,62867.0,62868.0,0.202894,58,57,
1,open_orders_end_to_public_state,56,trades,1783580195130,1783580195303060526,1783580195.3328938,1783580195.5649452,0.232051,62866.0,62867.0,0.434945,59,59,True
1,open_orders_end_to_reprice,56,trades,1783580195130,1783580195303060526,1783580195.3328938,1783580195.5650682,0.232174,62866.0,62867.0,0.435068,59,59,True
1,trigger_to_open_orders_start,66,trades,1783580197692,1783580197875485447,1783580197.8754854,1783580197.8760197,0.000534,,,0.18402,69,68,
1,open_orders_elapsed,66,trades,1783580197692,1783580197875485447,1783580197.8760197,1783580197.897688,0.021668,62866.0,62867.0,0.205688,69,68,
1,open_orders_end_to_public_state,66,trades,1783580197692,1783580197875485447,1783580197.897688,1783580198.317446,0.419758,62859.0,62860.0,0.625446,71,71,True
1,open_orders_end_to_reprice,66,trades,1783580197692,1783580197875485447,1783580197.897688,1783580198.3175285,0.419841,62859.0,62860.0,0.625529,71,71,True
1,trigger_to_open_orders_start,190,l2Book,1783580236390,1783580236640659096,1783580236.640659,1783580236.641408,0.000749,,,0.251408,195,195,
1,open_orders_elapsed,190,l2Book,1783580236390,1783580236640659096,1783580236.641408,1783580236.7011762,0.059768,62903.0,62904.0,0.311176,195,195,
1,open_orders_end_to_public_state,190,l2Book,1783580236390,1783580236640659096,1783580236.7011762,1783580237.126416,0.42524,62893.0,62894.0,0.736416,198,198,True
1,open_orders_end_to_reprice,190,l2Book,1783580236390,1783580236640659096,1783580236.7011762,1783580237.1265323,0.425356,62893.0,62894.0,0.736532,198,198,True
1,reprice_to_order_submit,190,l2Book,1783580236390,1783580236640659096,1783580237.1265323,1783580237.1380374,0.011505,62893.0,62894.0,0.748037,198,198,True
1,exchange_order_response,190,l2Book,1783580236390,1783580236640659096,1783580237.1380374,1783580237.5704734,0.432436,62893.0,62894.0,1.180473,198,198,True
