attempt,event_sequence,phase,source_channel,source_event_exchange_time_ms,side,limit_px,current_bid,current_ask,status,reason,touch_stability_ms,min_stable_ms,bbo_lookback_ms,recent_bbo_count,last_adverse_bbo_ms,elapsed_since_adverse_bbo_ms,bbo_down_count,bbo_up_count,bbo_flat_count,bbo_mixed_count,adverse_trade_qty_btc,favorable_trade_qty_btc,fill_support_touch_qty_btc,fill_support_visible_queue_depletion_qty_btc,adverse_strict_through_qty_btc,adverse_bbo_move,neutral_or_opposite_flow_qty_btc,adverse_flow_ratio,adverse_flow_status,current_cross_risk,inference_scope
1,33,pre_open_orders_public_gate,trades,1783580186496,buy,62874.0,62874.0,62875.0,pass,,277,250,750,1,,,0,0,1,0,0.1276,0.00017,0.00017,0.00017,0.1276,False,0,750.5882352941177,watch,False,public_microstructure_gate_not_exchange_validation_guarantee
1,33,post_open_orders_pre_submit_gate,trades,1783580186496,buy,62871.0,62871.0,62872.0,pass,,277,250,750,1,,,0,0,1,0,0,0,0,0,0,False,0.12777,,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
1,38,pre_open_orders_public_gate,trades,1783580188752,buy,62870.0,62870.0,62871.0,pass,,391,250,750,1,,,0,0,1,0,0.01463,0.00017,0.00017,0.00017,0.01463,False,0,86.05882352941177,watch,False,public_microstructure_gate_not_exchange_validation_guarantee
1,38,post_open_orders_pre_submit_gate,trades,1783580188752,buy,62867.0,62867.0,62868.0,pass,,391,250,750,1,,,0,0,1,0,0,0,0,0,0,False,0.0148,,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
1,56,pre_open_orders_public_gate,trades,1783580195130,buy,62867.0,62867.0,62868.0,pass,,326,250,750,1,,,0,0,1,0,0.00387,0.03395,0.03395,0.03395,0.00387,False,0,0.11399116347569956,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
1,56,post_open_orders_pre_submit_gate,trades,1783580195130,buy,62866.0,62866.0,62867.0,pass,,326,250,750,1,,,0,0,1,0,0,0.00387,0.00387,0.00387,0,False,0.03395,,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
1,66,pre_open_orders_public_gate,trades,1783580197692,buy,62866.0,62866.0,62867.0,pass,,601,250,750,2,,,0,0,2,0,1.05542,0.05503,0.05503,0.05503,1.05542,False,0,19.178993276394692,watch,False,public_microstructure_gate_not_exchange_validation_guarantee
1,66,post_open_orders_pre_submit_gate,trades,1783580197692,buy,62859.0,62859.0,62860.0,pass,,601,250,750,2,,,0,0,2,0,0,0.9705,0.9705,0.9705,0,False,0.13995,,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
1,190,pre_open_orders_public_gate,l2Book,1783580236390,buy,62903.0,62903.0,62904.0,pass,,491,250,750,2,,,0,0,2,0,0,0.00564,0.00564,0.00564,0,False,3.50224,,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
1,190,post_open_orders_pre_submit_gate,l2Book,1783580236390,buy,62893.0,62893.0,62894.0,pass,,491,250,750,2,,,0,0,2,0,0,0,0,0,0,False,3.50788,,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
