event_sequence,source_channel,source_event_exchange_time_ms,fresh_touch_allowed,trigger_found,guard_status,guard_reason,event_to_guard_start_seconds,target_event_to_guard_seconds,live_window_called,private_or_order_endpoint_called_before_trigger
1,l2Book,1783580174206,False,False,not_evaluated,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,,0.5,False,False
2,trades,1783580174003,False,False,not_evaluated,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,,0.5,False,False
3,l2Book,1783580174741,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
4,l2Book,1783580175278,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
5,l2Book,1783580175818,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
6,trades,1783580176017,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
7,l2Book,1783580176350,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
8,l2Book,1783580176895,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
9,trades,1783580176895,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
10,l2Book,1783580177409,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
11,l2Book,1783580177960,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
12,l2Book,1783580178504,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
13,l2Book,1783580179030,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
14,trades,1783580179030,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
15,l2Book,1783580179570,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
16,l2Book,1783580180116,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,False
17,trades,1783580180318,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,False
18,l2Book,1783580180649,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,False
19,trades,1783580181053,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,False
20,l2Book,1783580181181,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,False
21,trades,1783580181527,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,False
22,l2Book,1783580181727,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,False
23,trades,1783580182063,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
24,l2Book,1783580182264,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
25,l2Book,1783580182864,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
26,trades,1783580183069,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
27,l2Book,1783580183468,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
28,l2Book,1783580184072,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
29,l2Book,1783580184594,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
30,l2Book,1783580185152,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
31,l2Book,1783580185676,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
32,l2Book,1783580186219,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,False
33,trades,1783580186496,True,True,edge_gate_block,edge_below_required_buffer,0.000387,0.5,False,False
34,trades,1783580187027,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
35,l2Book,1783580187285,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
36,l2Book,1783580187835,False,False,not_evaluated,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
37,l2Book,1783580188361,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
38,trades,1783580188752,True,True,edge_gate_block,fair_mid_source_stale,0.000406,0.5,False,False
39,trades,1783580188880,False,False,not_evaluated,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,,0.5,False,True
40,l2Book,1783580189426,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
41,trades,1783580189710,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
42,l2Book,1783580189967,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
43,l2Book,1783580190515,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
44,l2Book,1783580191034,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
45,l2Book,1783580191589,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
46,trades,1783580192039,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
47,l2Book,1783580192095,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
48,trades,1783580192589,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
49,l2Book,1783580192642,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
50,trades,1783580193043,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
51,l2Book,1783580193193,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
52,trades,1783580193309,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
53,l2Book,1783580193713,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
54,l2Book,1783580194252,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
55,l2Book,1783580194804,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
56,trades,1783580195130,True,True,edge_gate_block,edge_below_required_buffer,0.000473,0.5,False,False
57,trades,1783580195682,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
58,l2Book,1783580195881,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
59,trades,1783580196014,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
60,l2Book,1783580196414,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
61,trades,1783580196467,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
62,l2Book,1783580197091,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
63,trades,1783580197026,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
64,trades,1783580197425,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
65,l2Book,1783580197560,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
66,trades,1783580197692,True,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,0.000473,0.5,False,False
67,l2Book,1783580198632,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
68,l2Book,1783580199162,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
69,l2Book,1783580199689,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
70,l2Book,1783580200243,False,False,not_evaluated,missing_touch_freshness_or_queue_reset_evidence,,0.5,False,True
71,trades,1783580200644,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,True
72,l2Book,1783580200772,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,True
73,trades,1783580201046,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
74,l2Book,1783580201299,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
75,trades,1783580201383,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
76,l2Book,1783580201851,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
77,l2Book,1783580202391,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
78,l2Book,1783580202920,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
79,l2Book,1783580203463,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
80,l2Book,1783580204003,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
81,trades,1783580204003,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
82,trades,1783580204204,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
83,l2Book,1783580204538,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
84,l2Book,1783580205070,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
85,l2Book,1783580205617,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
86,trades,1783580205748,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
87,trades,1783580206022,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
88,l2Book,1783580206161,False,False,not_evaluated,missing_touch_freshness_or_queue_reset_evidence,,0.5,False,True
89,trades,1783580206161,False,False,not_evaluated,missing_touch_freshness_or_queue_reset_evidence,,0.5,False,True
90,l2Book,1783580206697,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,True
91,trades,1783580206976,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,True
92,l2Book,1783580207272,False,False,not_evaluated,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
93,trades,1783580207272,False,False,not_evaluated,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,,0.5,False,True
94,l2Book,1783580207783,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
95,l2Book,1783580208285,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
96,trades,1783580208361,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
97,trades,1783580208564,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
98,l2Book,1783580208790,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
99,trades,1783580209031,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
100,l2Book,1783580209294,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
101,l2Book,1783580209833,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
102,l2Book,1783580210363,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
103,l2Book,1783580210910,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
104,trades,1783580211045,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
105,l2Book,1783580211447,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
106,l2Book,1783580211969,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
107,trades,1783580212026,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
108,l2Book,1783580212520,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
109,l2Book,1783580213043,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
110,trades,1783580213043,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
111,l2Book,1783580213594,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
112,l2Book,1783580214131,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
113,l2Book,1783580214655,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
114,trades,1783580214734,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
115,l2Book,1783580215204,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
116,l2Book,1783580215745,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
117,trades,1783580216013,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
118,l2Book,1783580216349,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
119,trades,1783580216349,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
120,l2Book,1783580216952,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
121,trades,1783580217019,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
122,l2Book,1783580217485,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
123,trades,1783580217824,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
