attempt,event_sequence,phase,source_event_exchange_time_ms,side,limit_px,flow_lookback_ms,trade_count,adverse_trade_qty_btc,favorable_trade_qty_btc,fill_support_touch_qty_btc,fill_support_visible_queue_depletion_qty_btc,adverse_strict_through_qty_btc,adverse_bbo_move,neutral_or_opposite_flow_qty_btc,fill_support_touch_count,adverse_strict_through_count,neutral_or_opposite_flow_count,adverse_flow_ratio,min_pressure_qty_btc,pressure_ratio_threshold,status,reason
1,33,pre_open_orders_public_gate,1783580186496,buy,62874.0,1000,10,0.1276,0.00017,0.00017,0.00017,0.1276,False,0,1,9,0,750.5882352941177,0.01,2.0,watch,adverse_trade_pressure_without_recent_adverse_bbo
1,33,post_open_orders_pre_submit_gate,1783580186496,buy,62871.0,1000,10,0,0,0,0,0,False,0.12777,0,0,10,,0.01,2.0,pass,
1,38,pre_open_orders_public_gate,1783580188752,buy,62870.0,1000,5,0.01463,0.00017,0.00017,0.00017,0.01463,False,0,1,4,0,86.05882352941177,0.01,2.0,watch,adverse_trade_pressure_without_recent_adverse_bbo
1,38,post_open_orders_pre_submit_gate,1783580188752,buy,62867.0,1000,5,0,0,0,0,0,False,0.0148,0,0,5,,0.01,2.0,pass,
1,56,pre_open_orders_public_gate,1783580195130,buy,62867.0,1000,6,0.00387,0.03395,0.03395,0.03395,0.00387,False,0,4,2,0,0.11399116347569956,0.01,2.0,pass,
1,56,post_open_orders_pre_submit_gate,1783580195130,buy,62866.0,1000,6,0,0.00387,0.00387,0.00387,0,False,0.03395,2,0,4,,0.01,2.0,pass,
1,66,pre_open_orders_public_gate,1783580197692,buy,62866.0,1000,19,1.05542,0.05503,0.05503,0.05503,1.05542,False,0,7,12,0,19.178993276394692,0.01,2.0,watch,adverse_trade_pressure_without_recent_adverse_bbo
1,66,post_open_orders_pre_submit_gate,1783580197692,buy,62859.0,1000,19,0,0.9705,0.9705,0.9705,0,False,0.13995,2,0,17,,0.01,2.0,pass,
1,190,pre_open_orders_public_gate,1783580236390,buy,62903.0,1000,15,0,0.00564,0.00564,0.00564,0,False,3.50224,2,0,13,,0.01,2.0,pass,
1,190,post_open_orders_pre_submit_gate,1783580236390,buy,62893.0,1000,15,0,0,0,0,0,False,3.50788,0,0,15,,0.01,2.0,pass,
