event_sequence,source_channel,source_event_exchange_time_ms,source_local_receive_ts_ns,candidate_age_seconds_at_eval,side,quote_px,bid,ask,spread_ticks,order_size_btc,same_side_top_qty_btc,same_side_top_order_count,top_depth_multiple_of_order,rolling_trade_count_last_3s,touch_trade_qty_btc,strict_trade_through_qty_btc,at_or_through_trade_qty_btc,required_depletion_qty_btc,queue_depletion_multiple,public_depletion_status,quality_bucket,dynamic_size_btc,allowed,skip_reason,bbo_history_count,bbo_history_span_ms,last_l2_age_ms,same_touch_bbo_count,bbo_history_status,freshness_source,touch_stability_ms,last_touch_change_ms,previous_top_qty,current_top_qty,reset_qty_delta,previous_order_count,current_order_count,reset_order_count_delta,top_reset_status,top_reset_reason,fresh_touch_evidence_status,fresh_touch_evidence_reason,fresh_touch_block_reason,queue_reset_block_reason,local_receive_ordering_status,exchange_time_ordering_status,inference_scope
1,l2Book,1783580174206,1783580174677190019,0.471346,buy,62874,62874,62875,1,0.005,26.69152,135,5338.304,0,0,0,0,26.69652,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,1,0,0,1,bbo_history_too_sparse,synthetic_current_event_only,,,,26.69152,,,135,,missing,bbo_history_too_sparse,block,bbo_history_too_sparse,bbo_history_too_sparse,bbo_history_too_sparse,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
2,trades,1783580174003,1783580174688760693,0.685943,buy,62874,62874,62875,1,0.005,26.69152,135,5338.304,4,0.01661,0,0.01661,26.69652,0.0006221784712014899320211023759,touched_quote_without_depletion,,0.00415,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,1,0,-203,1,bbo_history_too_sparse,synthetic_current_event_only,,,,26.69152,,,135,,missing,bbo_history_too_sparse,block,bbo_history_too_sparse,bbo_history_too_sparse,bbo_history_too_sparse,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_after_candidate_visible_by_local_receive,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
3,l2Book,1783580174741,1783580174961267871,0.220468,buy,62874,62874,62875,1,0.005,12.63939,35,2527.878,3,0.01626,0,0.01626,12.64439,0.001285945783070594943686488633,touched_quote_without_depletion,,0.00406,False,missing_same_side_strict_through_support,2,535,0,2,same_touch_stable_enough,real_bbo_history_touch_stability,535,1783580174206,26.69152,12.63939,-14.05213,135,35,-100,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
4,l2Book,1783580175278,1783580175496518112,0.218659,buy,62874,62874,62875,1,0.005,13.40431,38,2680.862,1,0.00036,0,0.00036,13.40931,0.00002684701897413065996684393157,touched_quote_without_depletion,,9e-05,False,missing_same_side_strict_through_support,3,1072,0,3,same_touch_stable_enough,real_bbo_history_touch_stability,1072,1783580174206,26.69152,13.40431,-13.28721,135,38,-97,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
5,l2Book,1783580175818,1783580176042165882,0.22432,buy,62874,62874,62875,1,0.005,12.95756,37,2591.512,1,0.00036,0,0.00036,12.96256,0.00002777229189295941542411375531,touched_quote_without_depletion,,9e-05,False,missing_same_side_strict_through_support,4,1612,0,4,same_touch_stable_enough,real_bbo_history_touch_stability,1612,1783580174206,26.69152,12.95756,-13.73396,135,37,-98,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
6,trades,1783580176017,1783580176243397689,0.226546,buy,62874,62874,62875,1,0.005,12.95756,37,2591.512,5,0.00036,0,0.00036,12.96256,0.00002777229189295941542411375531,touched_quote_without_depletion,,9e-05,False,missing_same_side_strict_through_support,4,1612,199,4,same_touch_stable_enough,real_bbo_history_touch_stability,1811,1783580174206,26.69152,12.95756,-13.73396,135,37,-98,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
7,l2Book,1783580176350,1783580176559042783,0.209223,buy,62874,62874,62875,1,0.005,13.60311,39,2720.622,5,0.00036,0,0.00036,13.60811,0.00002645481260806974664372936433,touched_quote_without_depletion,,9e-05,False,missing_same_side_strict_through_support,5,2144,0,5,same_touch_stable_enough,real_bbo_history_touch_stability,2144,1783580174206,26.69152,13.60311,-13.08841,135,39,-96,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
8,l2Book,1783580176895,1783580177099731082,0.204882,buy,62874,62874,62875,1,0.005,12.7951,35,2559.02,5,0.00036,0,0.00036,12.8001,0.00002812478027515410035859094851,touched_quote_without_depletion,,9e-05,False,missing_same_side_strict_through_support,6,2689,0,6,same_touch_stable_enough,real_bbo_history_touch_stability,2689,1783580174206,26.69152,12.7951,-13.89642,135,35,-100,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
9,trades,1783580176895,1783580177100122138,0.20518,buy,62874,62874,62875,1,0.005,12.7951,35,2559.02,7,0.04148,0,0.04148,12.8001,0.003240599682814978007984312623,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,6,2689,0,6,same_touch_stable_enough,real_bbo_history_touch_stability,2689,1783580174206,26.69152,12.7951,-13.89642,135,35,-100,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
10,l2Book,1783580177409,1783580177638954335,0.230133,buy,62874,62874,62875,1,0.005,13.31207,38,2662.414,6,0.04112,0,0.04112,13.31707,0.003087766302948020848429872337,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,7,3203,0,7,same_touch_stable_enough,real_bbo_history_touch_stability,3203,1783580174206,26.69152,13.31207,-13.37945,135,38,-97,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
