sample_set_id,sample_id,source_row_index,hyperliquid_decision_ts,threshold_ticks,persistence_count,quote_side,horizon_ms,basis_mid_ticks,quote_price,quote_distance_ticks,future_mid_move_ticks,optimistic_mid_pnl_ticks,optimistic_mid_pnl_usdc,basis_future_mid_response_ticks,assumption_set,proof_boundary
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,49,1780475409701941760,75,2,sell,100,-96.5,67019,5,0,5,0.005,0,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,49,1780475409701941760,75,2,sell,250,-96.5,67019,5,0,5,0.005,0,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,49,1780475409701941760,75,2,sell,500,-96.5,67019,5,0,5,0.005,0,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,49,1780475409701941760,75,2,sell,1000,-96.5,67019,5,-20,25,0.025,20,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,49,1780475409701941760,75,2,sell,5000,-96.5,67019,5,-20,25,0.025,24,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,49,1780475409701941760,75,2,sell,10000,-96.5,67019,5,-20,25,0.025,25,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,50,1780475410253078528,75,2,sell,100,-96.5,67019,5,-20,25,0.025,20,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,50,1780475410253078528,75,2,sell,250,-96.5,67019,5,-20,25,0.025,20,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,50,1780475410253078528,75,2,sell,500,-96.5,67019,5,-20,25,0.025,20,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,50,1780475410253078528,75,2,sell,1000,-96.5,67019,5,-20,25,0.025,20,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,50,1780475410253078528,75,2,sell,5000,-96.5,67019,5,-20,25,0.025,24,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,50,1780475410253078528,75,2,sell,10000,-96.5,67019,5,-60,65,0.065,65,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,51,1780475410785227008,75,2,sell,100,-76.5,67017,5,0,5,0.005,0,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,51,1780475410785227008,75,2,sell,250,-76.5,67017,5,0,5,0.005,0,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,51,1780475410785227008,75,2,sell,500,-76.5,67017,5,0,5,0.005,0,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,51,1780475410785227008,75,2,sell,1000,-76.5,67017,5,0,5,0.005,0,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,51,1780475410785227008,75,2,sell,5000,-76.5,67017,5,0,5,0.005,4,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,51,1780475410785227008,75,2,sell,10000,-76.5,67017,5,-40,45,0.045,45,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,52,1780475411378860288,75,2,sell,100,-76.5,67017,5,0,5,0.005,0,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,52,1780475411378860288,75,2,sell,250,-76.5,67017,5,0,5,0.005,0,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,52,1780475411378860288,75,2,sell,500,-76.5,67017,5,0,5,0.005,0,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,52,1780475411378860288,75,2,sell,1000,-76.5,67017,5,0,5,0.005,0,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,52,1780475411378860288,75,2,sell,5000,-76.5,67017,5,0,5,0.005,4,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,52,1780475411378860288,75,2,sell,10000,-76.5,67017,5,-40,45,0.045,51,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,53,1780475412199908352,75,2,sell,100,-76.5,67017,5,0,5,0.005,0,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,53,1780475412199908352,75,2,sell,250,-76.5,67017,5,0,5,0.005,0,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,53,1780475412199908352,75,2,sell,500,-76.5,67017,5,0,5,0.005,0,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,53,1780475412199908352,75,2,sell,1000,-76.5,67017,5,0,5,0.005,0,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,53,1780475412199908352,75,2,sell,5000,-76.5,67017,5,0,5,0.005,5,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,53,1780475412199908352,75,2,sell,10000,-76.5,67017,5,-40,45,0.045,51,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,54,1780475412438338816,75,2,sell,100,-76.5,67017,5,0,5,0.005,0,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,54,1780475412438338816,75,2,sell,250,-76.5,67017,5,0,5,0.005,0,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,54,1780475412438338816,75,2,sell,500,-76.5,67017,5,0,5,0.005,0,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,54,1780475412438338816,75,2,sell,1000,-76.5,67017,5,0,5,0.005,0,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,54,1780475412438338816,75,2,sell,5000,-76.5,67017,5,0,5,0.005,5,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,54,1780475412438338816,75,2,sell,10000,-76.5,67017,5,-40,45,0.045,51,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,55,1780475412958667008,75,2,sell,100,-76.5,67017,5,0,5,0.005,0,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,55,1780475412958667008,75,2,sell,250,-76.5,67017,5,0,5,0.005,0,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,55,1780475412958667008,75,2,sell,500,-76.5,67017,5,0,5,0.005,0,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,55,1780475412958667008,75,2,sell,1000,-76.5,67017,5,0,5,0.005,4,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,55,1780475412958667008,75,2,sell,5000,-76.5,67017,5,0,5,0.005,5,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,55,1780475412958667008,75,2,sell,10000,-76.5,67017,5,-40,45,0.045,51,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
