candidate_id,family,horizon_ms,rows,fill_rate,time_to_fill_ms_mean,side_adjusted_markout_ticks_mean,spread_capture_ticks_mean,metric_status
baseline_control,baseline_control,100,2515,0.0031809145129224653,64.537312,-31.488636363650254,15.136363636361652,diagnostic_proxy
baseline_control,baseline_control,500,2515,0.00874751491053678,167.64484654545456,-58.47058823531209,13.735294117650483,diagnostic_proxy
baseline_control,baseline_control,1000,2515,0.011133200795228629,303.34087314285716,-46.53030303032155,14.560606060602533,diagnostic_proxy
baseline_control,baseline_control,5000,2514,0.015910898965791568,837.6140416000001,-52.58571428569849,12.614285714296525,diagnostic_proxy
fair_reservation_shift_edge_25,fair_reservation_shift,100,2040,0.0029411764705882353,73.80462933333332,-31.297297297313815,16.391891891890317,diagnostic_proxy
fair_reservation_shift_edge_25,fair_reservation_shift,500,2040,0.008333333333333333,163.68207811764705,-60.57142857145144,15.250000000009354,diagnostic_proxy
fair_reservation_shift_edge_25,fair_reservation_shift,1000,2040,0.010294117647058823,280.84380038095236,-44.6481481481654,16.351851851855084,diagnostic_proxy
fair_reservation_shift_edge_25,fair_reservation_shift,5000,2039,0.014713094654242276,876.1197482666666,-60.16666666664942,14.240740740755832,diagnostic_proxy
inventory_reservation_shift_band,inventory_reservation_shift,100,1902,0.002103049421661409,70.16608,-33.645161290342294,12.79032258063859,diagnostic_proxy
inventory_reservation_shift_band,inventory_reservation_shift,500,1902,0.008412197686645636,191.862784,-60.326086956553375,9.499999999996204,diagnostic_proxy
inventory_reservation_shift_band,inventory_reservation_shift,1000,1902,0.00946372239747634,264.44654933333334,-44.58695652177203,11.673913043468138,diagnostic_proxy
inventory_reservation_shift_band,inventory_reservation_shift,5000,1901,0.014729089952656496,911.2001188571429,-61.93999999998486,10.380000000004657,diagnostic_proxy
spread_widening_stale_latency,spread_widening,100,0,,,,,diagnostic_proxy
spread_widening_stale_latency,spread_widening,500,0,,,,,diagnostic_proxy
spread_widening_stale_latency,spread_widening,1000,0,,,,,diagnostic_proxy
spread_widening_stale_latency,spread_widening,5000,0,,,,,diagnostic_proxy
size_reduction_or_add_side_suppression_pressure,size_reduction_or_add_side_suppression,100,851,0.0011750881316098707,97.066496,-35.323529411792094,5.264705882334109,diagnostic_proxy
size_reduction_or_add_side_suppression_pressure,size_reduction_or_add_side_suppression,500,851,0.004700352526439483,176.685888,-76.13636363641655,7.499999999986771,diagnostic_proxy
size_reduction_or_add_side_suppression_pressure,size_reduction_or_add_side_suppression,1000,851,0.007050528789659225,399.49614933333334,-57.91666666671517,6.916666666644839,diagnostic_proxy
size_reduction_or_add_side_suppression_pressure,size_reduction_or_add_side_suppression,5000,851,0.012925969447708578,1071.0980887272729,-76.9545454545137,0.8636363636337179,diagnostic_proxy
stale_latency_no_fresh_add,stale_latency_no_fresh_add,100,0,,,,,diagnostic_proxy
stale_latency_no_fresh_add,stale_latency_no_fresh_add,500,0,,,,,diagnostic_proxy
stale_latency_no_fresh_add,stale_latency_no_fresh_add,1000,0,,,,,diagnostic_proxy
stale_latency_no_fresh_add,stale_latency_no_fresh_add,5000,0,,,,,diagnostic_proxy
min_move_quote_age_churn_guard,min_move_quote_age_churn_guard,100,2467,0.002837454398054317,59.89028571428571,-33.17857142858667,14.238095238092466,diagnostic_proxy
min_move_quote_age_churn_guard,min_move_quote_age_churn_guard,500,2467,0.008107012565869477,161.162688,-54.84375000001819,12.468750000002728,diagnostic_proxy
min_move_quote_age_churn_guard,min_move_quote_age_churn_guard,1000,2467,0.01053911633563032,308.7927532307692,-42.016129032276844,13.306451612898531,diagnostic_proxy
min_move_quote_age_churn_guard,min_move_quote_age_churn_guard,5000,2466,0.015409570154095702,869.4639157894736,-49.64705882351315,12.823529411774977,diagnostic_proxy
post_only_safety_interaction,post_only_safety_interaction,100,827,0.0,,-29.33333333333091,9.833333333335759,diagnostic_proxy
post_only_safety_interaction,post_only_safety_interaction,500,827,0.0048367593712212815,201.76844799999998,-49.05555555558143,2.3888888888662527,diagnostic_proxy
post_only_safety_interaction,post_only_safety_interaction,1000,827,0.007255139056831923,365.390336,-22.375000000047294,2.3749999999563443,diagnostic_proxy
post_only_safety_interaction,post_only_safety_interaction,5000,827,0.014510278113663845,1021.0191146666666,-44.79999999997381,10.200000000026193,diagnostic_proxy
