attempt,event_sequence,phase,source_channel,source_event_exchange_time_ms,side,limit_px,current_bid,current_ask,status,reason,touch_stability_ms,min_stable_ms,bbo_lookback_ms,recent_bbo_count,last_adverse_bbo_ms,elapsed_since_adverse_bbo_ms,bbo_down_count,bbo_up_count,bbo_flat_count,bbo_mixed_count,adverse_trade_qty_btc,favorable_trade_qty_btc,fill_support_touch_qty_btc,fill_support_visible_queue_depletion_qty_btc,adverse_strict_through_qty_btc,adverse_bbo_move,neutral_or_opposite_flow_qty_btc,adverse_flow_ratio,adverse_flow_status,current_cross_risk,inference_scope
1,9,public_shadow_pre_submit_gate,trades,1782283121162,buy,62836.0,62836.0,62837.0,block,touch_stability_below_minimum,0,250,750,0,,,0,0,0,0,0.00102,0.00017,0.00017,0.00017,0.00102,False,0,6.0,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
1,10,public_shadow_pre_submit_gate,trades,1782283122585,buy,62836.0,62836.0,62837.0,block,touch_stability_below_minimum,0,250,750,0,,,0,0,0,0,0,0,0,0,0,False,0.00029,,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
1,11,public_shadow_pre_submit_gate,trades,1782283124035,buy,62836.0,62836.0,62837.0,block,touch_stability_below_minimum,0,250,750,0,,,0,0,0,0,0.00545,0,0,0,0.00545,False,0,inf,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
1,42,public_shadow_pre_submit_gate,trades,1782283169975,buy,62825.0,62825.0,62826.0,block,touch_stability_below_minimum,0,250,750,0,,,0,0,0,0,0.14767,0.0018,0.0018,0.0018,0.14767,False,0.00018,82.03888888888889,watch,False,public_microstructure_gate_not_exchange_validation_guarantee
1,43,public_shadow_pre_submit_gate,trades,1782283172390,buy,62825.0,62825.0,62826.0,block,touch_stability_below_minimum,0,250,750,0,,,0,0,0,0,0.00427,0,0,0,0.00427,False,0,inf,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
1,157,public_shadow_pre_submit_gate,trades,1782283314277,buy,62816.0,62816.0,62817.0,block,adverse_trade_pressure_with_recent_adverse_bbo,334,250,750,1,1782283313943,334,1,0,0,0,0.0797,0.0027,0.0027,0.0027,0.0797,True,0.0049,29.51851851851852,block,False,public_microstructure_gate_not_exchange_validation_guarantee
1,158,public_shadow_pre_submit_gate,trades,1782283315026,buy,62816.0,62816.0,62817.0,block,touch_stability_below_minimum,0,250,750,0,,,0,0,0,0,0.09584,0.0027,0.0027,0.0027,0.09584,False,0,35.49629629629629,watch,False,public_microstructure_gate_not_exchange_validation_guarantee
1,196,public_shadow_pre_submit_gate,trades,1782283368030,buy,62820.0,62820.0,62821.0,pass,,267,250,750,1,,,0,0,1,0,0.00062,0.00017,0.00017,0.00017,0.00062,False,0.0003,3.6470588235294117,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
1,197,public_shadow_pre_submit_gate,trades,1782283369192,buy,62820.0,62820.0,62821.0,block,touch_stability_below_minimum,0,250,750,0,,,0,0,0,0,0.0024,0,0,0,0.0024,False,0,inf,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
1,198,public_shadow_pre_submit_gate,trades,1782283371024,buy,62820.0,62820.0,62821.0,block,touch_stability_below_minimum,0,250,750,0,,,0,0,0,0,0,0,0,0,0,False,0.00077,,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
1,199,public_shadow_pre_submit_gate,trades,1782283372050,buy,62820.0,62820.0,62821.0,block,touch_stability_below_minimum,0,250,750,0,,,0,0,0,0,0.00052,0,0,0,0.00052,False,0,inf,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
1,200,public_shadow_pre_submit_gate,trades,1782283372693,buy,62820.0,62820.0,62821.0,block,touch_stability_below_minimum,0,250,750,0,,,0,0,0,0,0.00163,0,0,0,0.00163,False,0,inf,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
1,203,public_shadow_pre_submit_gate,trades,1782283375043,buy,62815.0,62815.0,62816.0,block,touch_stability_below_minimum,0,250,750,0,,,0,0,0,0,0.01596,0.00017,0.00017,0.00017,0.01596,False,0,93.88235294117646,watch,False,public_microstructure_gate_not_exchange_validation_guarantee
1,204,public_shadow_pre_submit_gate,trades,1782283377328,buy,62815.0,62815.0,62816.0,block,touch_stability_below_minimum,0,250,750,0,,,0,0,0,0,0.00176,0,0,0,0.00176,False,0,inf,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
1,205,public_shadow_pre_submit_gate,trades,1782283377433,buy,62815.0,62815.0,62816.0,block,touch_stability_below_minimum,0,250,750,0,,,0,0,0,0,0.11321,0,0,0,0.11321,False,0,inf,watch,False,public_microstructure_gate_not_exchange_validation_guarantee
1,214,public_shadow_pre_submit_gate,trades,1782283389981,buy,62797.0,62797.0,62798.0,pass,,648,250,750,1,,,0,0,1,0,0.00301,0.00017,0.00017,0.00017,0.00301,False,0,17.705882352941178,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
1,215,public_shadow_pre_submit_gate,trades,1782283390122,buy,62797.0,62797.0,62798.0,block,touch_stability_below_minimum,0,250,750,0,,,0,0,0,0,0.00301,0.00017,0.00017,0.00017,0.00301,False,0.0547,17.705882352941178,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
1,216,public_shadow_pre_submit_gate,trades,1782283390476,buy,62797.0,62797.0,62798.0,block,touch_stability_below_minimum,0,250,750,0,,,0,0,0,0,0.00351,0.00017,0.00017,0.00017,0.00351,False,0.0547,20.647058823529413,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
1,217,public_shadow_pre_submit_gate,trades,1782283391748,buy,62797.0,62797.0,62798.0,block,touch_stability_below_minimum,0,250,750,0,,,0,0,0,0,0,0,0,0,0,False,0.00022,,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
1,218,public_shadow_pre_submit_gate,trades,1782283394004,buy,62797.0,62797.0,62798.0,block,touch_stability_below_minimum,0,250,750,0,,,0,0,0,0,0.00546,0,0,0,0.00546,False,0,inf,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
1,223,public_shadow_pre_submit_gate,trades,1782283402008,buy,62793.0,62793.0,62794.0,block,touch_stability_below_minimum,0,250,750,0,,,0,0,0,0,0.00036,0.00017,0.00017,0.00017,0.00036,False,0,2.1176470588235294,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
1,224,public_shadow_pre_submit_gate,trades,1782283404487,buy,62793.0,62793.0,62794.0,block,touch_stability_below_minimum,0,250,750,0,,,0,0,0,0,0,0,0,0,0,False,8.61186,,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
1,225,public_shadow_pre_submit_gate,trades,1782283405024,buy,62793.0,62793.0,62794.0,block,touch_stability_below_minimum,0,250,750,0,,,0,0,0,0,0.01614,0,0,0,0.01614,False,8.61186,inf,watch,False,public_microstructure_gate_not_exchange_validation_guarantee
1,365,public_shadow_pre_submit_gate,trades,1782283504723,buy,62748.0,62748.0,62749.0,block,touch_stability_below_minimum,0,250,750,0,,,0,0,0,0,0,0,0,0,0,False,0.01265,,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
1,366,public_shadow_pre_submit_gate,trades,1782283505206,buy,62748.0,62748.0,62749.0,block,touch_stability_below_minimum,0,250,750,0,,,0,0,0,0,0.00199,0,0,0,0.00199,False,0.01265,inf,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
1,367,public_shadow_pre_submit_gate,trades,1782283506531,buy,62748.0,62748.0,62749.0,block,touch_stability_below_minimum,0,250,750,0,,,0,0,0,0,0.00261,0,0,0,0.00261,False,0,inf,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
1,371,public_shadow_pre_submit_gate,trades,1782283509071,buy,62732.0,62732.0,62733.0,block,touch_stability_below_minimum,0,250,750,0,,,0,0,0,0,0,0,0,0,0,False,0.05067,,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
1,372,public_shadow_pre_submit_gate,trades,1782283509378,buy,62732.0,62732.0,62733.0,block,touch_stability_below_minimum,0,250,750,0,,,0,0,0,0,0,0.00231,0.00231,0.00231,0,False,0.05067,,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
1,373,public_shadow_pre_submit_gate,trades,1782283510321,buy,62732.0,62732.0,62733.0,block,touch_stability_below_minimum,0,250,750,0,,,0,0,0,0,0.001,0.00231,0.00231,0.00231,0.001,False,0,0.4329004329004329,pass,False,public_microstructure_gate_not_exchange_validation_guarantee
1,375,public_shadow_pre_submit_gate,trades,1782283513745,buy,62730.0,62730.0,62731.0,block,adverse_trade_pressure_with_recent_adverse_bbo,459,250,750,1,1782283513286,459,1,0,0,0,3.73768,0.00587,0.00587,0.00587,3.73768,True,0,636.7427597955707,block,False,public_microstructure_gate_not_exchange_validation_guarantee
1,376,public_shadow_pre_submit_gate,trades,1782283514022,buy,62730.0,62730.0,62731.0,block,adverse_trade_pressure_with_recent_adverse_bbo,736,250,750,1,1782283513286,736,1,0,0,0,3.74314,0.00587,0.00587,0.00587,3.74314,True,0,637.6729131175468,block,False,public_microstructure_gate_not_exchange_validation_guarantee
1,377,public_shadow_pre_submit_gate,trades,1782283514830,buy,62730.0,62730.0,62731.0,block,touch_stability_below_minimum,0,250,750,0,,,0,0,0,0,0.01167,0,0,0,0.01167,False,0,inf,watch,False,public_microstructure_gate_not_exchange_validation_guarantee
