event_sequence,source_channel,source_event_exchange_time_ms,current_bid,current_ask,rolling_trade_count_last_3s,touch_trade_qty_btc,strict_trade_through_qty_btc,at_or_through_trade_qty_btc,opposite_trade_qty_btc,rolling_window_seconds
1,l2Book,1782283106232,62836,62837,0,0,0,0,0,3.0
2,trades,1782283106096,62836,62837,3,0.01677,0,0.01677,0.00955,3.0
3,l2Book,1782283108940,62836,62837,1,0.00063,0,0.00063,0,3.0
4,trades,1782283109007,62836,62837,2,0.00063,0,0.00063,0.00018,3.0
5,l2Book,1782283114309,62836,62837,0,0,0,0,0,3.0
6,trades,1782283118006,62836,62837,1,0,0,0,0.00126,3.0
7,trades,1782283118689,62836,62837,3,0,0,0,0.00603,3.0
8,l2Book,1782283119683,62836,62837,3,0,0,0,0.00603,3.0
9,trades,1782283121162,62836,62837,9,0.00017,0.00102,0.00119,0.00477,3.0
10,trades,1782283122585,62836,62837,8,0.00017,0.00102,0.00119,0.00029,3.0
11,trades,1782283124035,62836,62837,11,0.00017,0.00647,0.00664,0.00029,3.0
12,l2Book,1782283125107,62831,62832,4,0.00545,0,0.00545,0.00029,3.0
13,trades,1782283128066,62831,62832,2,0.00085,0,0.00085,0.0003,3.0
14,l2Book,1782283130417,62831,62832,2,0.00085,0,0.00085,0.0003,3.0
15,trades,1782283131036,62831,62832,3,0.00085,0,0.00085,0.00108,3.0
16,trades,1782283132060,62831,62832,2,0.00065,0,0.00065,0.00078,3.0
17,trades,1782283135002,62831,62832,3,0.01679,0,0.01679,0,3.0
18,l2Book,1782283135829,62831,62832,2,0.01614,0,0.01614,0,3.0
19,trades,1782283139002,62831,62832,1,0,0,0,0.00018,3.0
20,l2Book,1782283141191,62831,62832,1,0,0,0,0.00018,3.0
21,trades,1782283145927,62831,62832,1,0,0,0,0.00083,3.0
22,l2Book,1782283146614,62831,62832,1,0,0,0,0.00083,3.0
23,trades,1782283148037,62831,62832,2,0,0,0,0.00272,3.0
24,trades,1782283149456,62831,62832,2,0.00017,0,0.00017,0.00189,3.0
25,trades,1782283151151,62831,62832,5,0.00017,0,0.00017,0.27139,3.0
26,l2Book,1782283151988,62830,62831,5,0,0,0,0.27156,3.0
27,trades,1782283153675,62830,62831,5,0.00037,0,0.00037,0.27139,3.0
28,trades,1782283153731,62830,62831,6,0.00074,0,0.00074,0.27139,3.0
29,trades,1782283154003,62830,62831,7,0.0062,0,0.0062,0.27139,3.0
30,l2Book,1782283157394,62830,62831,0,0,0,0,0,3.0
31,trades,1782283158000,62830,62831,2,0.00059,0,0.00059,0.00031,3.0
32,trades,1782283161001,62830,62831,1,0,0,0,0.00078,3.0
33,trades,1782283161348,62830,62831,8,0.04319,0,0.04319,0.00078,3.0
34,trades,1782283161886,62830,62831,9,0.04346,0,0.04346,0.00078,3.0
35,trades,1782283162020,62830,62831,11,0.04428,0,0.04428,0.00078,3.0
36,l2Book,1782283162697,62830,62831,11,0.04428,0,0.04428,0.00078,3.0
37,trades,1782283164888,62830,62831,3,0.00099,0,0.00099,0,3.0
38,trades,1782283165025,62830,62831,7,0.00017,0.01614,0.01631,0,3.0
39,trades,1782283166505,62830,62831,11,0.00017,0.43328,0.43345,0,3.0
40,l2Book,1782283168128,62825,62826,4,0,0,0,0.41714,3.0
41,trades,1782283169017,62825,62826,5,0,0,0,0.41732,3.0
42,trades,1782283169975,62825,62826,32,0.0018,0.14767,0.14947,0.00018,3.0
43,trades,1782283172390,62825,62826,32,0.0018,0.15194,0.15374,0,3.0
44,l2Book,1782283173546,62812,62813,1,0.00427,0,0.00427,0,3.0
45,trades,1782283176140,62812,62813,1,0.00017,0,0.00017,0,3.0
46,trades,1782283177145,62812,62813,19,0.00017,0,0.00017,5,3.0
47,trades,1782283178028,62812,62813,20,0.00017,0,0.00017,5.00132,3.0
48,l2Book,1782283178925,62811,62812,20,0,0,0,5.00149,3.0
49,trades,1782283183289,62811,62812,1,0,0,0,0.00025,3.0
50,trades,1782283183452,62811,62812,8,0,0,0,0.00144,3.0
51,trades,1782283183709,62811,62812,11,0,0,0,0.00194,3.0
52,trades,1782283183848,62811,62812,12,0,0,0,0.00234,3.0
53,trades,1782283184045,62811,62812,13,0,0,0,0.0078,3.0
54,trades,1782283184425,62811,62812,14,0,0,0,0.03119,3.0
55,l2Book,1782283184425,62818,62819,14,0.02885,0,0.02885,0.00234,3.0
56,trades,1782283185409,62818,62819,15,0.03003,0,0.03003,0.00234,3.0
57,trades,1782283186814,62818,62819,5,0.03407,0,0.03407,0.0004,3.0
58,trades,1782283188025,62818,62819,5,0.00621,0,0.00621,0.0003,3.0
59,l2Book,1782283189831,62818,62819,3,0.00099,0,0.00099,0.0003,3.0
60,trades,1782283191063,62818,62819,1,0,0,0,0.00077,3.0
61,trades,1782283191545,62818,62819,2,0,0,0,0.00567,3.0
62,trades,1782283192013,62818,62819,3,0.00051,0,0.00051,0.00567,3.0
63,trades,1782283195068,62818,62819,1,0.01613,0,0.01613,0,3.0
64,l2Book,1782283195268,62818,62819,1,0.01613,0,0.01613,0,3.0
65,trades,1782283199032,62818,62819,2,0,0,0,0.00018,3.0
66,l2Book,1782283200620,62820,62821,2,0,0,0,0.00018,3.0
67,l2Book,1782283205994,62820,62821,0,0,0,0,0,3.0
68,trades,1782283206579,62820,62821,1,0,0,0,0.00017,3.0
69,trades,1782283208029,62820,62821,4,0,0,0,0.00163,3.0
70,trades,1782283211182,62820,62821,3,0,0,0,0.00314,3.0
71,l2Book,1782283211388,62824,62825,3,0,0,0,0.00314,3.0
72,trades,1782283211661,62824,62825,9,0,0,0,0.01905,3.0
73,trades,1782283212553,62824,62825,10,0,0,0,0.02196,3.0
74,trades,1782283214016,62824,62825,11,0,0,0,0.02742,3.0
75,trades,1782283215521,62824,62825,3,0,0,0,0.01235,3.0
76,trades,1782283215781,62824,62825,3,0,0,0,0.03681,3.0
77,trades,1782283216466,62824,62825,4,0,0,0,0.04039,3.0
78,l2Book,1782283216802,62827,62828,4,0.00904,0,0.00904,0.03135,3.0
79,trades,1782283218013,62827,62828,5,0.00427,0,0.00427,0.03165,3.0
80,trades,1782283218829,62827,62828,6,0.00427,0,0.00427,0.2003,3.0
81,trades,1782283221058,62827,62828,4,0,0,0,0.20078,3.0
82,trades,1782283222010,62827,62828,2,0.00054,0,0.00054,0.00078,3.0
83,l2Book,1782283222209,62827,62828,2,0.00054,0,0.00054,0.00078,3.0
84,trades,1782283222484,62827,62828,3,0.00187,0,0.00187,0.00078,3.0
85,trades,1782283225015,62827,62828,2,0.01747,0,0.01747,0,3.0
86,l2Book,1782283227591,62827,62828,1,0.01614,0,0.01614,0,3.0
87,trades,1782283229045,62827,62828,1,0,0,0,0.00018,3.0
88,trades,1782283229664,62827,62828,2,0.00036,0,0.00036,0.00018,3.0
89,trades,1782283231389,62827,62828,3,0.00158,0,0.00158,0.00018,3.0
90,trades,1782283232461,62827,62828,3,0.10061,0,0.10061,0,3.0
91,l2Book,1782283233003,62827,62828,2,0.10025,0,0.10025,0,3.0
92,trades,1782283233932,62827,62828,4,0.10025,0,0.10025,0.00034,3.0
