state,feature,location,scale
Q0,bid_qty_log_l1,-10.026937484741211,8.539138793945312
Q0,bid_qty_log_l2,0.19323821365833282,4.5886006355285645
Q0,bid_qty_log_l3,4.4628705978393555,6.307869911193848
Q0,bid_qty_log_l4,0.1970459520816803,5.11253547668457
Q0,bid_qty_log_l5,0.47060996294021606,4.967892169952393
Q0,ask_qty_log_l1,4.658631324768066,6.7801103591918945
Q0,ask_qty_log_l2,2.525874376296997,4.443957805633545
Q0,ask_qty_log_l3,-4.952691078186035,2.4767098426818848
Q0,ask_qty_log_l4,-4.0668182373046875,4.84094762802124
Q0,ask_qty_log_l5,0.6061071157455444,1.0748038291931152
Q0,bid_add_log_l1,0.0,0.05000000074505806
Q0,bid_add_log_l2,0.0,0.05000000074505806
Q0,bid_add_log_l3,0.0,0.05000000074505806
Q0,bid_add_log_l4,0.0,0.05000000074505806
Q0,bid_add_log_l5,0.0,0.05000000074505806
Q0,bid_cancel_log_l1,0.0,0.05000000074505806
Q0,bid_cancel_log_l2,0.0,0.05000000074505806
Q0,bid_cancel_log_l3,0.0,0.05000000074505806
Q0,bid_cancel_log_l4,0.0,0.05000000074505806
Q0,bid_cancel_log_l5,0.0,0.05000000074505806
Q0,ask_add_log_l1,0.0,0.05000000074505806
Q0,ask_add_log_l2,0.0,0.05000000074505806
Q0,ask_add_log_l3,0.0,0.05000000074505806
Q0,ask_add_log_l4,0.0,0.05000000074505806
Q0,ask_add_log_l5,0.0,0.05000000074505806
Q0,ask_cancel_log_l1,0.0,0.05000000074505806
Q0,ask_cancel_log_l2,0.0,0.05000000074505806
Q0,ask_cancel_log_l3,0.0,0.05000000074505806
Q0,ask_cancel_log_l4,0.0,0.05000000074505806
Q0,ask_cancel_log_l5,0.0,0.05000000074505806
Q0,trade_buy_qty_log,-0.0555524006485939,0.05000000074505806
Q0,trade_sell_qty_log,0.0,0.1013297438621521
Q0,trade_buy_count_log,-0.4255620837211609,0.3154648542404175
Q0,trade_sell_count_log,0.0,0.3154648542404175
Q0,spread_ticks,0.0,8.895478248596191
Q0,microprice_displacement_ticks,-12.0,5.639503479003906
Q0,midpoint_delta_ticks,0.0,0.05000000074505806
Q0,bid_depth_concentration,-10.481013298034668,2.8788366317749023
Q0,ask_depth_concentration,0.8507272601127625,5.065787315368652
Q0,source_age_ms_log,-12.0,8.899012565612793
Q0,no_new_information,0.0,0.05000000074505806
Q0,ewm2_level_pressure_l1,0.0,0.4920060932636261
Q0,ewm2_level_pressure_l2,0.0,1.2007373571395874
Q0,ewm2_level_pressure_l3,0.0,0.9781837463378906
Q0,ewm2_level_pressure_l4,0.0,0.7500950694084167
Q0,ewm2_level_pressure_l5,0.0,0.6497552990913391
Q0,ewm2_trade_pressure,-0.059566937386989594,0.3477150499820709
Q0,ewm8_level_pressure_l1,0.0,0.43641170859336853
Q0,ewm8_level_pressure_l2,0.0,1.3788248300552368
Q0,ewm8_level_pressure_l3,0.0,1.1518217325210571
Q0,ewm8_level_pressure_l4,0.0,0.9877070188522339
Q0,ewm8_level_pressure_l5,0.0,0.876515805721283
Q0,ewm8_trade_pressure,-0.07195521891117096,0.23623698949813843
Q0,ewm32_level_pressure_l1,0.0,0.38611024618148804
Q0,ewm32_level_pressure_l2,-0.06683008372783661,1.4161499738693237
Q0,ewm32_level_pressure_l3,-0.07254628092050552,1.1877813339233398
Q0,ewm32_level_pressure_l4,-0.030508507043123245,1.0415680408477783
Q0,ewm32_level_pressure_l5,0.0,0.9286903142929077
Q0,ewm32_trade_pressure,-0.0811164528131485,0.13222956657409668
Q1,bid_qty_log_l1,1.9580841064453125,12.758002281188965
Q1,bid_qty_log_l2,10.486526489257812,7.920661926269531
Q1,bid_qty_log_l3,8.33029842376709,8.895478248596191
Q1,bid_qty_log_l4,5.048278331756592,7.901991367340088
Q1,bid_qty_log_l5,1.6739805936813354,6.479072570800781
Q1,ask_qty_log_l1,3.998505115509033,10.702591896057129
Q1,ask_qty_log_l2,0.939139723777771,7.075741767883301
Q1,ask_qty_log_l3,-5.118666648864746,7.143633842468262
Q1,ask_qty_log_l4,0.47433048486709595,8.00316047668457
Q1,ask_qty_log_l5,1.338789463043213,8.256733894348145
Q1,bid_add_log_l1,0.0,5.508725643157959
Q1,bid_add_log_l2,0.0,0.7233530282974243
Q1,bid_add_log_l3,0.0,0.05000000074505806
Q1,bid_add_log_l4,0.0,0.05000000074505806
Q1,bid_add_log_l5,0.0,0.05000000074505806
Q1,bid_cancel_log_l1,0.0,6.497478485107422
Q1,bid_cancel_log_l2,0.0,3.7752740383148193
Q1,bid_cancel_log_l3,0.0,2.826098918914795
Q1,bid_cancel_log_l4,0.0,2.3277056217193604
Q1,bid_cancel_log_l5,0.0,1.2776530981063843
Q1,ask_add_log_l1,0.0,8.895478248596191
