window_id,evaluation_id,order_attempt_id,attempt_key,attempt,exchange_time_ms,local_receive_ts_ns,side_or_aggressor,px,size_btc,source_sequence,raw_event_sequence,at_quote,through_quote,interval_trade_capture_status,public_stream_gap_count,public_stream_coverage_status,source_status
window_01,3191,2,window_01:attempt_2,2,1784187945627,1784187947690606225,A,64227,0.10813,961840468517366,961840468517366,True,False,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,3191,2,window_01:attempt_2,2,1784187945828,1784187947690752284,B,64228,0.01556,660115237006064,660115237006064,False,False,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,3191,2,window_01:attempt_2,2,1784187945963,1784187947690812954,B,64228,0.06227,714159134648443,714159134648443,False,False,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,3191,2,window_01:attempt_2,2,1784187946700,1784187947690955516,B,64228,0.07134,898298064087475,898298064087475,False,False,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,3191,2,window_01:attempt_2,2,1784187946902,1784187947691127589,B,64228,0.03792,971811613007153,971811613007153,False,False,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,3191,2,window_01:attempt_2,2,1784187946902,1784187947691127589,B,64228,0.00674,582997891909522,582997891909522,False,False,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,3191,2,window_01:attempt_2,2,1784187946968,1784187947691243038,B,64228,0.06017,978921028008041,978921028008041,False,False,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,3191,2,window_01:attempt_2,2,1784187946968,1784187947691243038,B,64228,0.05864,149065800232199,149065800232199,False,False,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,3191,2,window_01:attempt_2,2,1784187947101,1784187947691305297,B,64228,0.00041,704253799864715,704253799864715,False,False,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,3191,2,window_01:attempt_2,2,1784187947506,1784187947692648975,A,64227,0.00542,680714086516584,680714086516584,True,False,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
