attempt,event_sequence,phase,symbol,signal_symbol,side,fair_mid_px,quote_px,edge_ticks,signal_age_ms,signal_ts_ms,max_signal_age_ms,horizon_ms,required_horizon_ms,fee_buffer_ticks,adverse_selection_buffer_ticks,required_edge_ticks,edge_gate_status,edge_gate_reason,source,inference_scope
1,194,pre_submit_edge_gate,BTC,BTC,buy,64439.5,64439.0,0.5,21,1784187149654,250,1000,1000,2.0,5.0,7.0,block,edge_below_required_buffer,m2_decision_time_public_fair_mid_provider_v1,decision_time_fair_value_edge_gate_not_pnl_proof
1,833,pre_submit_edge_gate,BTC,,buy,,64446.0,,,,250,,1000,2.0,5.0,7.0,block,fair_mid_source_stale,,decision_time_fair_value_edge_gate_not_pnl_proof
1,878,pre_submit_edge_gate,BTC,,buy,,64434.0,,,,250,,1000,2.0,5.0,7.0,block,fair_mid_source_stale,,decision_time_fair_value_edge_gate_not_pnl_proof
1,1009,pre_submit_edge_gate,BTC,,buy,,64292.0,,,,250,,1000,2.0,5.0,7.0,block,fair_mid_source_stale,,decision_time_fair_value_edge_gate_not_pnl_proof
1,1020,pre_submit_edge_gate,BTC,,buy,,64276.0,,,,250,,1000,2.0,5.0,7.0,block,fair_mid_source_stale,,decision_time_fair_value_edge_gate_not_pnl_proof
1,1223,pre_submit_edge_gate,BTC,,buy,,64284.0,,,,250,,1000,2.0,5.0,7.0,block,fair_mid_source_stale,,decision_time_fair_value_edge_gate_not_pnl_proof
1,1540,pre_submit_edge_gate,BTC,,buy,,64261.0,,,,250,,1000,2.0,5.0,7.0,block,fair_mid_source_stale,,decision_time_fair_value_edge_gate_not_pnl_proof
1,1541,pre_submit_edge_gate,BTC,,buy,,64261.0,,,,250,,1000,2.0,5.0,7.0,block,fair_mid_source_stale,,decision_time_fair_value_edge_gate_not_pnl_proof
1,1605,pre_submit_edge_gate,BTC,BTC,buy,64266.8,64266.0,0.8,250,1784187517540,250,1000,1000,2.0,5.0,7.0,block,edge_below_required_buffer,m2_decision_time_public_fair_mid_provider_v1,decision_time_fair_value_edge_gate_not_pnl_proof
1,1924,pre_submit_edge_gate,BTC,,buy,,64226.0,,,,250,,1000,2.0,5.0,7.0,block,fair_mid_source_stale,,decision_time_fair_value_edge_gate_not_pnl_proof
1,2054,pre_submit_edge_gate,BTC,,buy,,64199.0,,,,250,,1000,2.0,5.0,7.0,block,fair_mid_source_stale,,decision_time_fair_value_edge_gate_not_pnl_proof
1,2270,pre_submit_edge_gate,BTC,,buy,,64222.0,,,,250,,1000,2.0,5.0,7.0,block,fair_mid_source_stale,,decision_time_fair_value_edge_gate_not_pnl_proof
1,2304,pre_submit_edge_gate,BTC,BTC,buy,64179.0,64199.0,-20.0,86,1784187701096,250,1000,1000,2.0,5.0,7.0,block,edge_below_required_buffer,m2_decision_time_public_fair_mid_provider_v1,decision_time_fair_value_edge_gate_not_pnl_proof
1,2331,pre_submit_edge_gate,BTC,BTC,buy,64217.40000000001,64209.0,8.4,223,1784187710161,250,1000,1000,2.0,5.0,7.0,pass,,m2_decision_time_public_fair_mid_provider_v1,decision_time_fair_value_edge_gate_not_pnl_proof
2,2665,pre_submit_edge_gate,BTC,,buy,,64228.0,,,,250,,1000,2.0,5.0,7.0,block,fair_mid_source_stale,,decision_time_fair_value_edge_gate_not_pnl_proof
2,2924,pre_submit_edge_gate,BTC,BTC,buy,64206.7,64219.0,-12.3,138,1784187868037,250,1000,1000,2.0,5.0,7.0,block,edge_below_required_buffer,m2_decision_time_public_fair_mid_provider_v1,decision_time_fair_value_edge_gate_not_pnl_proof
2,2926,pre_submit_edge_gate,BTC,BTC,buy,64209.09999999999,64210.0,-0.9,216,1784187869017,250,1000,1000,2.0,5.0,7.0,block,edge_below_required_buffer,m2_decision_time_public_fair_mid_provider_v1,decision_time_fair_value_edge_gate_not_pnl_proof
2,2945,pre_submit_edge_gate,BTC,,buy,,64217.0,,,,250,,1000,2.0,5.0,7.0,block,fair_mid_source_stale,,decision_time_fair_value_edge_gate_not_pnl_proof
2,3029,pre_submit_edge_gate,BTC,,buy,,64211.0,,,,250,,1000,2.0,5.0,7.0,block,fair_mid_source_stale,,decision_time_fair_value_edge_gate_not_pnl_proof
2,3070,pre_submit_edge_gate,BTC,BTC,buy,64206.20000000001,64209.0,-2.8,49,1784187911361,250,1000,1000,2.0,5.0,7.0,block,edge_below_required_buffer,m2_decision_time_public_fair_mid_provider_v1,decision_time_fair_value_edge_gate_not_pnl_proof
2,3191,pre_submit_edge_gate,BTC,BTC,buy,64246.5,64227.0,19.5,232,1784187942539,250,1000,1000,2.0,5.0,7.0,pass,,m2_decision_time_public_fair_mid_provider_v1,decision_time_fair_value_edge_gate_not_pnl_proof
