attempt,event_sequence,phase,source_event_exchange_time_ms,current_bid,current_ask,bbo_lookback_ms,recent_bbo_count,last_bbo_change_ms,touch_stability_ms,bbo_down_count,bbo_up_count,bbo_flat_count,bbo_mixed_count,last_direction,status
1,28,pre_open_orders_public_gate,1784188306406,64146.0,64147.0,750,1,1784188305999,407,0,0,1,0,flat,pass
1,28,post_open_orders_pre_submit_gate,1784188306406,64142.0,64143.0,750,1,1784188305999,407,0,0,1,0,flat,pass
1,85,pre_open_orders_public_gate,1784188323282,64176.0,64177.0,750,1,1784188322797,485,1,0,0,0,down,pass
1,85,post_open_orders_pre_submit_gate,1784188323282,64169.0,64170.0,750,1,1784188322797,485,1,0,0,0,down,pass
2,91,pre_open_orders_public_gate,1784188324282,64167.0,64168.0,750,1,1784188323876,406,1,0,0,0,down,block
2,116,pre_open_orders_public_gate,1784188331244,64160.0,64161.0,750,1,1784188330949,295,1,0,0,0,down,pass
2,116,post_open_orders_pre_submit_gate,1784188331244,64148.0,64149.0,750,1,1784188330949,295,1,0,0,0,down,pass
2,334,pre_open_orders_public_gate,1784188396960,64092.0,64093.0,750,1,1784188396619,341,1,0,0,0,down,pass
2,334,post_open_orders_pre_submit_gate,1784188396960,64090.0,64091.0,750,1,1784188396619,341,1,0,0,0,down,pass
2,336,pre_open_orders_public_gate,1784188397487,64090.0,64091.0,750,1,1784188397124,363,1,0,0,0,down,pass
2,336,post_open_orders_pre_submit_gate,1784188397487,64085.0,64086.0,750,1,1784188397124,363,1,0,0,0,down,pass
2,347,pre_open_orders_public_gate,1784188399029,64065.0,64067.0,750,1,1784188398757,272,1,0,0,0,down,block
2,348,pre_open_orders_public_gate,1784188399226,64065.0,64067.0,750,1,1784188398757,469,1,0,0,0,down,block
2,479,pre_open_orders_public_gate,1784188424545,64087.0,64088.0,750,1,1784188424272,273,1,0,0,0,down,block
2,602,pre_open_orders_public_gate,1784188456426,64118.0,64119.0,750,2,1784188455683,743,1,0,1,0,flat,pass
2,602,post_open_orders_pre_submit_gate,1784188456426,64117.0,64118.0,750,2,1784188455683,743,1,0,1,0,flat,pass
2,603,pre_open_orders_public_gate,1784188457164,64117.0,64118.0,750,1,1784188456762,402,1,0,0,0,down,pass
2,603,post_open_orders_pre_submit_gate,1784188457164,64114.0,64115.0,750,1,1784188456762,402,1,0,0,0,down,pass
2,651,pre_open_orders_public_gate,1784188468132,64114.0,64115.0,750,2,1784188467525,607,0,0,2,0,flat,pass
2,651,post_open_orders_pre_submit_gate,1784188468132,64100.0,64101.0,750,2,1784188467525,607,0,0,2,0,flat,pass
2,1168,pre_open_orders_public_gate,1784188607238,64168.0,64169.0,750,1,1784188606972,266,1,0,0,0,down,pass
2,1168,post_open_orders_pre_submit_gate,1784188607238,64151.0,64152.0,750,1,1784188606972,266,1,0,0,0,down,pass
2,1306,pre_open_orders_public_gate,1784188645206,64181.0,64182.0,750,1,1784188644932,274,1,0,0,0,down,block
2,1767,pre_open_orders_public_gate,1784188785197,64232.0,64233.0,750,1,1784188784865,332,1,0,0,0,down,block
2,1844,pre_open_orders_public_gate,1784188807940,64211.0,64212.0,750,1,1784188807649,291,1,0,0,0,down,pass
2,1844,post_open_orders_pre_submit_gate,1784188807940,64206.0,64207.0,750,1,1784188807649,291,1,0,0,0,down,pass
2,1865,pre_open_orders_public_gate,1784188812855,64215.0,64216.0,750,1,1784188812508,347,1,0,0,0,down,pass
2,1865,post_open_orders_pre_submit_gate,1784188812855,64212.0,64213.0,750,1,1784188812508,347,1,0,0,0,down,pass
