attempt,event_sequence,phase,open_orders_end_unix_seconds,open_orders_end_ns,pre_open_orders_public_state_seq,pre_open_orders_l2_state_seq,post_open_orders_public_state_seq,post_open_orders_l2_state_seq,post_open_orders_l2_local_receive_ts_ns,post_open_orders_public_state_channel,post_open_orders_exchange_time_ms,state_observed_after_open_orders_end,wait_timeout_seconds,status,reason,current_bid,current_ask,inference_scope
1,28,post_open_orders_l2_resync,1784188307.2087111,1784188307208711168,28,27,29,29,1784188307208892542,l2Book,1784188306521,True,0.7925,pass,,64142.0,64143.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,85,post_open_orders_l2_resync,1784188323.6123338,1784188323612333824,86,85,87,87,1784188323612510645,l2Book,1784188323349,True,0.6887500000000001,pass,,64169.0,64170.0,requires_l2Book_observed_after_private_open_orders_before_reprice
2,116,post_open_orders_l2_resync,1784188331.4594963,1784188331459496192,118,115,120,120,1784188331978430510,l2Book,1784188331497,True,0.7575,pass,,64148.0,64149.0,requires_l2Book_observed_after_private_open_orders_before_reprice
2,334,post_open_orders_l2_resync,1784188397.6313553,1784188397631355392,338,335,339,339,1784188397631529942,l2Book,1784188397124,True,0.6987500000000001,pass,,64090.0,64091.0,requires_l2Book_observed_after_private_open_orders_before_reprice
2,336,post_open_orders_l2_resync,1784188397.7596493,1784188397759649280,341,339,343,343,1784188398063972851,l2Book,1784188397689,True,0.6987500000000001,pass,,64085.0,64086.0,requires_l2Book_observed_after_private_open_orders_before_reprice
2,602,post_open_orders_l2_resync,1784188456.717316,1784188456717315840,609,608,610,610,1784188457038449756,l2Book,1784188456762,True,0.77125,pass,,64117.0,64118.0,requires_l2Book_observed_after_private_open_orders_before_reprice
2,603,post_open_orders_l2_resync,1784188457.3994262,1784188457399426304,611,610,612,612,1784188457682380445,l2Book,1784188457298,True,0.77125,pass,,64114.0,64115.0,requires_l2Book_observed_after_private_open_orders_before_reprice
2,651,post_open_orders_l2_resync,1784188468.3923502,1784188468392350208,660,659,663,663,1784188468919728347,l2Book,1784188468622,True,0.6875,pass,,64100.0,64101.0,requires_l2Book_observed_after_private_open_orders_before_reprice
2,1168,post_open_orders_l2_resync,1784188607.4643447,1784188607464344832,1180,1177,1183,1183,1784188607874869331,l2Book,1784188607579,True,0.7025000000000001,pass,,64151.0,64152.0,requires_l2Book_observed_after_private_open_orders_before_reprice
2,1844,post_open_orders_l2_resync,1784188808.1897202,1784188808189720064,1859,1857,1860,1860,1784188808479082743,l2Book,1784188808204,True,0.77,pass,,64206.0,64207.0,requires_l2Book_observed_after_private_open_orders_before_reprice
2,1865,post_open_orders_l2_resync,1784188813.1037536,1784188813103753472,1881,1880,1882,1882,1784188813412615038,l2Book,1784188813114,True,0.7875,pass,,64212.0,64213.0,requires_l2Book_observed_after_private_open_orders_before_reprice
