event_sequence,source_channel,source_event_exchange_time_ms,source_local_receive_ts_ns,candidate_age_seconds_at_eval,side,quote_px,bid,ask,spread_ticks,order_size_btc,same_side_top_qty_btc,same_side_top_order_count,top_depth_multiple_of_order,rolling_trade_count_last_3s,touch_trade_qty_btc,strict_trade_through_qty_btc,at_or_through_trade_qty_btc,required_depletion_qty_btc,queue_depletion_multiple,public_depletion_status,quality_bucket,dynamic_size_btc,allowed,skip_reason,bbo_history_count,bbo_history_span_ms,last_l2_age_ms,same_touch_bbo_count,bbo_history_status,freshness_source,touch_stability_ms,last_touch_change_ms,previous_top_qty,current_top_qty,reset_qty_delta,previous_order_count,current_order_count,reset_order_count_delta,top_reset_status,top_reset_reason,fresh_touch_evidence_status,fresh_touch_evidence_reason,fresh_touch_block_reason,queue_reset_block_reason,local_receive_ordering_status,exchange_time_ordering_status,inference_scope
1,l2Book,1784188297180,1784188297943942177,0.764129,buy,64146,64146,64147,1,0.005,7.0937,42,1418.74,0,0,0,0,7.0987,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,1,0,0,1,bbo_history_too_sparse,synthetic_current_event_only,,,,7.0937,,,42,,missing,bbo_history_too_sparse,block,bbo_history_too_sparse,bbo_history_too_sparse,bbo_history_too_sparse,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
2,trades,1784188297180,1784188297945282745,0.765417,buy,64146,64146,64147,1,0.005,7.0937,42,1418.74,30,1.0123,0.9928,2.0051,7.0987,0.2824601687632946877597306549,strict_trade_through_seen_but_visible_top_not_depleted,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,1,0,0,1,bbo_history_too_sparse,synthetic_current_event_only,,,,7.0937,,,42,,missing,bbo_history_too_sparse,block,bbo_history_too_sparse,bbo_history_too_sparse,bbo_history_too_sparse,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
3,l2Book,1784188297647,1784188297945573666,0.29864,buy,64146,64146,64147,1,0.005,6.91139,43,1382.278,30,1.0123,0.9928,2.0051,6.91639,0.2899055721264995178120377827,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,2,467,0,2,same_touch_stable_enough,real_bbo_history_touch_stability,467,1784188297180,7.0937,6.91139,-0.18231,42,43,1,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
4,l2Book,1784188298170,1784188298441840395,0.271998,buy,64146,64146,64147,1,0.005,6.48928,40,1297.856,30,1.0123,0.9928,2.0051,6.49428,0.3087486218641635408390152565,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,3,990,0,3,same_touch_stable_enough,real_bbo_history_touch_stability,990,1784188297180,7.0937,6.48928,-0.60442,43,40,-3,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
5,l2Book,1784188298697,1784188298947100729,0.250323,buy,64146,64146,64147,1,0.005,6.78147,40,1356.294,30,1.0123,0.9928,2.0051,6.78647,0.2954555166382522872715859644,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,4,1517,0,4,same_touch_stable_enough,real_bbo_history_touch_stability,1517,1784188297180,7.0937,6.78147,-0.31223,43,40,-3,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
6,trades,1784188298893,1784188299091786481,0.198951,buy,64146,64146,64147,1,0.005,6.78147,40,1356.294,31,1.0123,0.9928,2.0051,6.78647,0.2954555166382522872715859644,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,4,1517,196,4,same_touch_stable_enough,real_bbo_history_touch_stability,1713,1784188297180,7.0937,6.78147,-0.31223,43,40,-3,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
7,l2Book,1784188299322,1784188299605137216,0.2833,buy,64146,64146,64147,1,0.005,6.80355,41,1360.71,31,1.0123,0.9928,2.0051,6.80855,0.2944973599371378634217270931,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,5,2142,0,5,same_touch_stable_enough,real_bbo_history_touch_stability,2142,1784188297180,7.0937,6.80355,-0.29015,43,41,-2,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
8,l2Book,1784188299849,1784188300092690405,0.243855,buy,64146,64146,64147,1,0.005,6.80355,41,1360.71,3,0,0,0,6.80855,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,6,2669,0,6,same_touch_stable_enough,real_bbo_history_touch_stability,2669,1784188297180,7.0937,6.80355,-0.29015,43,41,-2,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
9,trades,1784188300125,1784188300373280046,0.248438,buy,64146,64146,64147,1,0.005,6.80355,41,1360.71,5,0.04733,0,0.04733,6.80855,0.006951553561330973555309133369,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,6,2669,276,6,same_touch_stable_enough,real_bbo_history_touch_stability,2945,1784188297180,7.0937,6.80355,-0.29015,43,41,-2,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
10,l2Book,1784188300364,1784188300656491633,0.29264,buy,64146,64146,64147,1,0.005,6.28854,40,1257.708,4,0.04733,0,0.04733,6.29354,0.007520409817050499400973061266,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,7,3184,0,7,same_touch_stable_enough,real_bbo_history_touch_stability,3184,1784188297180,7.0937,6.28854,-0.80516,43,40,-3,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
