window_id,evaluation_id,order_attempt_id,attempt_key,attempt,exchange_time_ms,local_receive_ts_ns,side_or_aggressor,px,size_btc,source_sequence,raw_event_sequence,at_quote,through_quote,interval_trade_capture_status,public_stream_gap_count,public_stream_coverage_status,source_status
window_01,1865,2,window_01:attempt_2,2,1784188815389,1784188818268938420,B,64213,0.00017,59523329164242,59523329164242,False,False,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188815494,1784188818268991221,B,64213,0.00017,190186596209320,190186596209320,False,False,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188815696,1784188818269149262,B,64213,0.00017,917223174354694,917223174354694,False,False,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188815696,1784188818269149262,B,64213,0.00017,853456243867100,853456243867100,False,False,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188815754,1784188818269232871,B,64213,0.00017,242872117708632,242872117708632,False,False,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188815754,1784188818269232871,B,64213,0.00017,195048163406883,195048163406883,False,False,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188815847,1784188818269286988,B,64213,0.00017,398757105483750,398757105483750,False,False,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188815931,1784188818269367747,B,64213,0.00017,318700218922929,318700218922929,False,False,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188815931,1784188818269367747,A,64212,0.09357,813454699580785,813454699580785,True,False,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188815997,1784188818269422094,B,64213,0.00017,250319653377024,250319653377024,False,False,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816100,1784188818269488365,B,64213,0.00017,706848935403310,706848935403310,False,False,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816150,1784188818269572829,B,64213,0.00017,847648810593026,847648810593026,False,False,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816150,1784188818269572829,B,64213,0.00017,726962520819805,726962520819805,False,False,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816250,1784188818269707488,B,64213,0.00017,445695708999002,445695708999002,False,False,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
