sample_id,observed_regime,source_row_index,future_row_index,hyperliquid_decision_ts,hyperliquid_l2book_local_ts,hyperliquid_l2book_event_ts,binance_local_ts,binance_exch_ts,binance_source_age_ms,hyperliquid_join_age_ms,nominal_horizon_ms,effective_future_age_ms,future_hyperliquid_decision_ts,hyperliquid_current_bid_px,hyperliquid_current_ask_px,hyperliquid_buy_touch_quote_px,hyperliquid_sell_touch_quote_px,tick_size,hyperliquid_mid_px,hyperliquid_top5_microprice_px,hyperliquid_spread_ticks,hyperliquid_bid_top5_px,hyperliquid_ask_top5_px,hyperliquid_bid_top5_qtys,hyperliquid_ask_top5_qtys,binance_mid_px,binance_top5_microprice_px,binance_bid_top5_px,binance_ask_top5_px,binance_bid_top5_qtys,binance_ask_top5_qtys,input_binance_top5_imbalance,input_binance_microprice_minus_mid_ticks,input_binance_mid_move_ticks_from_prev,input_binance_top5_bid_qty,basis_mid_ticks,hyperliquid_top5_imbalance,hyperliquid_microprice_minus_mid_ticks,hyperliquid_context_quality,future_hyperliquid_mid_px,future_hyperliquid_top5_microprice_px,hyperliquid_future_mid_move_ticks,hyperliquid_future_microprice_minus_mid_change_ticks,label_row_quality,has_future_label,context_fields_complete,near_target_1000ms,effective_horizon_valid,valid_for_1000ms_signal_acceptance,effective_horizon_bucket,complete_context
xemm_0625_t002_utc15_a,high_activity_liquidity,0,2,1782399294331379757,1782399294331379757,1782399293930000000,1782399294225567705,1782399294223000000,105.812052,0.000000,1000,1000,1782399295331379757,59663,59664,59663,59664,0.1,59663.5,59663.16064473,10,59663.0|59662.0|59661.0|59660.0|59659.0,59664.0|59665.0|59666.0|59667.0|59668.0,2.79097|0.50283|0.00035|0.00017|0.89675,14.51569|1.57052|0.00018|5.09107|0.72053,59672.65,59672.61948494,59672.6|59672.5|59672.4|59672.3|59672.1,59672.7|59672.8|59673.4|59673.5|59673.7,1.791|0.004|0.031|0.003|0.002,7.56|0.002|0.001|0.001|0.002,-0.61030116,-0.30515058,,1.831,91.5,-0.67871054,-3.3935527,primary_usable,59663.5,59663.16064473,0,0,primary_label_available,True,False,True,True,False,near_target,False
xemm_0625_t002_utc15_a,high_activity_liquidity,1,3,1782399294831379757,1782399294331379757,1782399293930000000,1782399294817691875,1782399294815000000,13.687882,500.000000,1000,1000,1782399295831379757,59663,59664,59663,59664,0.1,59663.5,59663.16064473,10,59663.0|59662.0|59661.0|59660.0|59659.0,59664.0|59665.0|59666.0|59667.0|59668.0,2.79097|0.50283|0.00035|0.00017|0.89675,14.51569|1.57052|0.00018|5.09107|0.72053,59670.25,59670.20165975,59670.2|59670.1|59670|59669.9|59669.8,59670.3|59670.4|59670.5|59670.6|59670.7,0.11|0.001|0.004|0.003|0.002,7.099|0.001|0.001|0.008|0.001,-0.96680498,-0.48340249,0,0.12,67.5,-0.67871054,-3.3935527,primary_usable,59663.5,59663.00003463,0,-1.60610103,primary_label_available,True,True,True,True,True,near_target,True
xemm_0625_t002_utc15_a,high_activity_liquidity,2,4,1782399295331379757,1782399294331379757,1782399293930000000,1782399295322874869,1782399295317000000,8.504888,1000.000000,1000,1000,1782399296331379757,59663,59664,59663,59664,0.1,59663.5,59663.16064473,10,59663.0|59662.0|59661.0|59660.0|59659.0,59664.0|59665.0|59666.0|59667.0|59668.0,2.79097|0.50283|0.00035|0.00017|0.89675,14.51569|1.57052|0.00018|5.09107|0.72053,59676.05,59676.09613101,59676|59675.5|59675.4|59675.3|59675.1,59676.1|59676.2|59676.3|59676.4|59676.5,10.195|1.8|6.089|1.01|0.013,0.373|0.003|0.001|0.391|0.001,0.92262025,0.46131012,31,19.107,125.5,-0.67871054,-3.3935527,primary_usable,59663.5,59663.00003463,0,-1.60610103,primary_label_available,True,True,True,True,True,near_target,True
xemm_0625_t002_utc15_a,high_activity_liquidity,3,5,1782399295831379757,1782399295723001950,1782399295031000000,1782399295825333961,1782399295822000000,6.045796,108.377807,1000,5000,1782399300831379757,59663,59664,59663,59664,0.1,59663.5,59663.00003463,10,59663.0|59662.0|59661.0|59660.0|59659.0,59664.0|59665.0|59666.0|59667.0|59668.0,0.00017|0.00035|0.00017|0.00017|0.00017,18.04866|1.53699|2.65224|5.30057|2.20629,59676.05,59676.04553967,59676|59675.9|59675.8|59675.7|59675.5,59676.1|59676.2|59676.3|59676.4|59676.8,3.494|0.003|0.12|0.003|0.076,4.019|0.003|0.001|0.391|0.006,-0.08920651,-0.04460325,0,3.696,125.5,-0.99993075,-4.99965373,primary_usable,59682.5,59682.00002468,190,-0.00009942,primary_label_available,True,True,False,False,False,late_up_to_5x,True
xemm_0625_t002_utc15_a,high_activity_liquidity,4,5,1782399296331379757,1782399295723001950,1782399295031000000,1782399296330582032,1782399296327000000,0.797725,608.377807,1000,4500,1782399300831379757,59663,59664,59663,59664,0.1,59663.5,59663.00003463,10,59663.0|59662.0|59661.0|59660.0|59659.0,59664.0|59665.0|59666.0|59667.0|59668.0,0.00017|0.00035|0.00017|0.00017|0.00017,18.04866|1.53699|2.65224|5.30057|2.20629,59680.85,59680.82757576,59680.8|59680.7|59680.4|59680|59679.5,59680.9|59681|59681.1|59681.2|59681.5,2.811|0.003|0.001|0.004|0.002,5.656|0.003|0.085|1.648|0.017,-0.44848485,-0.22424242,0,2.821,173.5,-0.99993075,-4.99965373,primary_usable,59682.5,59682.00002468,190,-0.00009942,primary_label_available,True,True,False,False,False,late_up_to_5x,True
xemm_0625_t002_utc15_a,high_activity_liquidity,5,7,1782399300831379757,1782399300776377132,1782399300412000000,1782399300805669535,1782399300803000000,25.710222,55.002625,1000,5500,1782399306331379757,59682,59683,59682,59683,0.1,59682.5,59682.00002468,10,59682.0|59681.0|59680.0|59679.0|59678.0,59683.0|59684.0|59685.0|59686.0|59687.0,0.00017|0.00017|0.00035|0.00017|0.00017,23.87309|9.92898|2.55472|0.66555|4.70269,59680.65,59680.66137853,59680.6|59680.5|59680.3|59680|59679.6,59680.7|59680.8|59681.5|59681.6|59681.7,6.97|0.001|0.002|0.002|0.051,4.401|0.002|0.001|0.002|0.015,0.22757054,0.11378527,0,7.026,-18.5,-0.99995063,-4.99975315,primary_usable,59663.5,59663.17122536,-190,1.71200676,primary_label_available,True,True,False,False,False,late_over_5x,True
xemm_0625_t002_utc15_a,high_activity_liquidity,6,7,1782399301331379757,1782399300776377132,1782399300412000000,1782399301330022709,1782399301327000000,1.357048,555.002625,1000,5000,1782399306331379757,59682,59683,59682,59683,0.1,59682.5,59682.00002468,10,59682.0|59681.0|59680.0|59679.0|59678.0,59683.0|59684.0|59685.0|59686.0|59687.0,0.00017|0.00017|0.00035|0.00017|0.00017,23.87309|9.92898|2.55472|0.66555|4.70269,59679.55,59679.51919967,59679.5|59679.4|59679|59678.9|59678.8,59679.6|59679.7|59679.9|59680|59680.6,3.569|0.108|0.001|0.001|0.001,12.891|0.019|0.001|0.002|2.574,-0.61600668,-0.30800334,-11,3.68,-29.5,-0.99995063,-4.99975315,primary_usable,59663.5,59663.17122536,-190,1.71200676,primary_label_available,True,True,False,False,False,late_up_to_5x,True
xemm_0625_t002_utc15_a,high_activity_liquidity,7,9,1782399306331379757,1782399306167229418,1782399305845000000,1782399306327619057,1782399306325000000,3.7607,164.150339,1000,5500,1782399311831379757,59663,59664,59663,59664,0.1,59663.5,59663.17122536,10,59663.0|59662.0|59661.0|59660.0|59659.0,59664.0|59665.0|59666.0|59667.0|59668.0,6.41686|0.00017|0.0006|0.00017|0.00017,18.96123|1.91164|9.44493|0.35158|0.39524,59660.85,59660.82077811,59660.8|59660.7|59660.6|59660.4|59660.2,59660.9|59661|59661.1|59661.2|59661.3,0.958|0.002|0.002|0.008|0.002,3.673|0.028|0.002|0.001|0.002,-0.58443779,-0.2922189,0,0.972,-26.5,-0.65754928,-3.28774639,primary_usable,59676.5,59676.00454467,130,-1.6668069,primary_label_available,True,True,False,False,False,late_over_5x,True
xemm_0625_t002_utc15_a,high_activity_liquidity,8,9,1782399306831379757,1782399306167229418,1782399305845000000,1782399306826088466,1782399306823000000,5.291291,664.150339,1000,5000,1782399311831379757,59663,59664,59663,59664,0.1,59663.5,59663.17122536,10,59663.0|59662.0|59661.0|59660.0|59659.0,59664.0|59665.0|59666.0|59667.0|59668.0,6.41686|0.00017|0.0006|0.00017|0.00017,18.96123|1.91164|9.44493|0.35158|0.39524,59672.45,59672.49839215,59672.4|59672.3|59672.2|59672.1|59672,59672.5|59672.6|59672.7|59672.8|59672.9,9.971|1.961|1.8|1.015|0.001,0.236|0.001|0.001|0.001|0.002,0.96784308,0.48392154,0,14.748,89.5,-0.65754928,-3.28774639,primary_usable,59676.5,59676.00454467,130,-1.6668069,primary_label_available,True,True,False,False,False,late_up_to_5x,True
xemm_0625_t002_utc15_a,high_activity_liquidity,9,11,1782399311831379757,1782399311635892960,1782399311159000000,1782399311807484592,1782399311805000000,23.895165,195.486797,1000,5500,1782399317331379757,59676,59677,59676,59677,0.1,59676.5,59676.00454467,10,59676.0|59675.0|59674.0|59673.0|59672.0,59677.0|59678.0|59679.0|59680.0|59681.0,0.00101|0.00017|0.00017|0.15743|0.00017,29.47399|1.66376|0.98413|2.26964|0.42456,59673.25,59673.25875418,59673.2|59673.1|59673|59672.9|59672.8,59673.3|59673.4|59673.9|59674|59674.1,3.328|0.003|0.003|0.001|0.004,2.338|0.001|0.002|0.002|0.001,0.17508358,0.08754179,0,3.339,-32.5,-0.99091066,-4.95455329,primary_usable,59677.5,59677.67750326,10,6.72958586,primary_label_available,True,True,False,False,False,late_over_5x,True
