duration_ms,research_date,replicate_id,p95_joint_distance,p95_activity_rank_difference,p95_trade_rank_difference,p95_depletion_rank_difference,p95_ofi_rank_difference,p95_active_fraction_difference,p95_nonzero_fraction_difference,p95_availability_fraction_difference,pair_label_count_mismatches,target_invariant_mismatches
10000,2026-07-29,0,0.4120997251364606,0.31034482758620696,0.18275862068965507,0.24137931034482762,0.20689655172413793,0.09499999999999999,0.07179999999999999,0.07179999999999999,0,0
10000,2026-07-29,1,0.4120997251364606,0.31034482758620696,0.18275862068965507,0.24137931034482762,0.20689655172413793,0.09499999999999999,0.07179999999999999,0.07179999999999999,0,0
10000,2026-07-29,2,0.4120997251364606,0.31034482758620696,0.18275862068965507,0.24137931034482762,0.20689655172413793,0.09499999999999999,0.07179999999999999,0.07179999999999999,0,0
10000,2026-07-29,3,0.4120997251364606,0.31034482758620696,0.18275862068965507,0.24137931034482762,0.20689655172413793,0.09499999999999999,0.07179999999999999,0.07179999999999999,0,0
10000,2026-07-29,4,0.4120997251364606,0.31034482758620696,0.18275862068965507,0.24137931034482762,0.20689655172413793,0.09499999999999999,0.07179999999999999,0.07179999999999999,0,0
10000,2026-07-29,5,0.4120997251364606,0.31034482758620696,0.18275862068965507,0.24137931034482762,0.20689655172413793,0.09499999999999999,0.07179999999999999,0.07179999999999999,0,0
10000,2026-07-29,6,0.4120997251364606,0.31034482758620696,0.18275862068965507,0.24137931034482762,0.20689655172413793,0.09499999999999999,0.07179999999999999,0.07179999999999999,0,0
10000,2026-07-29,7,0.4120997251364606,0.31034482758620696,0.18275862068965507,0.24137931034482762,0.20689655172413793,0.09499999999999999,0.07179999999999999,0.07179999999999999,0,0
10000,2026-07-29,8,0.4120997251364606,0.31034482758620696,0.18275862068965507,0.24137931034482762,0.20689655172413793,0.09499999999999999,0.07179999999999999,0.07179999999999999,0,0
10000,2026-07-29,9,0.4120997251364606,0.31034482758620696,0.18275862068965507,0.24137931034482762,0.20689655172413793,0.09499999999999999,0.07179999999999999,0.07179999999999999,0,0
10000,2026-07-29,10,0.4120997251364606,0.31034482758620696,0.18275862068965507,0.24137931034482762,0.20689655172413793,0.09499999999999999,0.07179999999999999,0.07179999999999999,0,0
10000,2026-07-29,11,0.4120997251364606,0.31034482758620696,0.18275862068965507,0.24137931034482762,0.20689655172413793,0.09499999999999999,0.07179999999999999,0.07179999999999999,0,0
10000,2026-07-29,12,0.4120997251364606,0.31034482758620696,0.18275862068965507,0.24137931034482762,0.20689655172413793,0.09499999999999999,0.07179999999999999,0.07179999999999999,0,0
10000,2026-07-29,13,0.4120997251364606,0.31034482758620696,0.18275862068965507,0.24137931034482762,0.20689655172413793,0.09499999999999999,0.07179999999999999,0.07179999999999999,0,0
10000,2026-07-29,14,0.4120997251364606,0.31034482758620696,0.18275862068965507,0.24137931034482762,0.20689655172413793,0.09499999999999999,0.07179999999999999,0.07179999999999999,0,0
