event_sequence,source_channel,source_event_exchange_time_ms,current_bid,current_ask,rolling_trade_count_last_3s,touch_trade_qty_btc,strict_trade_through_qty_btc,at_or_through_trade_qty_btc,opposite_trade_qty_btc,rolling_window_seconds
1,l2Book,1783579874172,62853,62854,0,0,0,0,0,3.0
2,trades,1783579874040,62853,62854,7,0.00865,0,0.00865,0.01337,3.0
3,l2Book,1783579874715,62853,62854,7,0.00865,0,0.00865,0.01337,3.0
4,trades,1783579875053,62853,62854,8,0.00865,0,0.00865,0.01355,3.0
5,l2Book,1783579875255,62853,62854,8,0.00865,0,0.00865,0.01355,3.0
6,l2Book,1783579875780,62853,62854,6,0.00386,0,0.00386,0.01052,3.0
7,trades,1783579876060,62853,62854,5,0.00194,0,0.00194,0.01203,3.0
8,l2Book,1783579876329,62853,62854,3,0.00044,0,0.00044,0.00169,3.0
9,trades,1783579876731,62853,62854,4,0.00044,0,0.00044,0.01187,3.0
10,l2Book,1783579876867,62853,62854,4,0.00044,0,0.00044,0.01187,3.0
11,l2Book,1783579877388,62853,62854,3,0,0,0,0.01187,3.0
12,l2Book,1783579877940,62853,62854,3,0,0,0,0.01187,3.0
13,trades,1783579877940,62853,62854,11,0,0,0,0.06359,3.0
14,l2Book,1783579878473,62853,62854,10,0,0,0,0.06341,3.0
15,l2Book,1783579878997,62853,62854,10,0,0,0,0.06341,3.0
16,trades,1783579879078,62853,62854,10,0,0,0,0.06208,3.0
17,l2Book,1783579879530,62853,62854,10,0,0,0,0.06208,3.0
18,l2Book,1783579880084,62853,62854,9,0,0,0,0.0519,3.0
19,trades,1783579880287,62853,62854,10,0.00827,0,0.00827,0.0519,3.0
20,l2Book,1783579880607,62853,62854,10,0.00827,0,0.00827,0.0519,3.0
21,trades,1783579881009,62853,62854,3,0.00827,0,0.00827,0.0075,3.0
22,l2Book,1783579881157,62853,62854,3,0.00827,0,0.00827,0.0075,3.0
23,l2Book,1783579881695,62853,62854,3,0.00827,0,0.00827,0.0075,3.0
24,trades,1783579882016,62853,62854,5,0.00871,0,0.00871,0.009,3.0
25,l2Book,1783579882216,62853,62854,4,0.00871,0,0.00871,0.00882,3.0
26,l2Book,1783579882768,62853,62854,4,0.00871,0,0.00871,0.00882,3.0
27,trades,1783579883021,62853,62854,6,0.0094,0,0.0094,0.08898,3.0
28,l2Book,1783579883305,62853,62854,5,0.00113,0,0.00113,0.08898,3.0
29,trades,1783579883505,62853,62854,7,0.10676,0,0.10676,0.08898,3.0
30,l2Book,1783579883826,62853,62854,7,0.10676,0,0.10676,0.08898,3.0
31,trades,1783579883909,62853,62854,8,0.10676,0,0.10676,0.09392,3.0
32,l2Book,1783579884377,62853,62854,7,0.10676,0,0.10676,0.0866,3.0
33,l2Book,1783579884913,62853,62854,7,0.10676,0,0.10676,0.0866,3.0
34,trades,1783579885116,62853,62854,6,0.16995,0,0.16995,0.0851,3.0
35,l2Book,1783579885423,62853,62854,6,0.16995,0,0.16995,0.0851,3.0
36,l2Book,1783579885986,62853,62854,6,0.16995,0,0.16995,0.0851,3.0
37,trades,1783579886038,62853,62854,6,0.25213,0,0.25213,0.00512,3.0
38,trades,1783579886189,62853,62854,7,0.25213,0,0.25213,0.06653,3.0
39,l2Book,1783579886525,62853,62854,5,0.1465,0,0.1465,0.06653,3.0
40,l2Book,1783579887045,62853,62854,4,0.1465,0,0.1465,0.06159,3.0
41,trades,1783579887395,62853,62854,6,0.2737,0,0.2737,0.06159,3.0
42,l2Book,1783579887597,62853,62854,6,0.2737,0,0.2737,0.06159,3.0
43,trades,1783579887916,62853,62854,7,0.2737,0,0.2737,0.06176,3.0
44,l2Book,1783579888118,62853,62854,6,0.21007,0,0.21007,0.06176,3.0
45,l2Book,1783579888656,62853,62854,6,0.21007,0,0.21007,0.06176,3.0
46,l2Book,1783579889205,62853,62854,3,0.1272,0,0.1272,0.00017,3.0
47,l2Book,1783579889735,62853,62854,3,0.1272,0,0.1272,0.00017,3.0
48,trades,1783579890210,62853,62854,4,0.22406,0,0.22406,0.00017,3.0
49,l2Book,1783579890262,62853,62854,4,0.22406,0,0.22406,0.00017,3.0
50,trades,1783579890344,62853,62854,5,0.23058,0,0.23058,0.00017,3.0
51,l2Book,1783579890813,62853,62854,3,0.10338,0,0.10338,0.00017,3.0
52,trades,1783579891148,62853,62854,3,0.23058,0,0.23058,0,3.0
53,l2Book,1783579891350,62853,62854,3,0.23058,0,0.23058,0,3.0
54,trades,1783579891350,62853,62854,4,0.23344,0,0.23344,0,3.0
55,trades,1783579891418,62853,62854,5,0.23344,0,0.23344,0.00211,3.0
56,l2Book,1783579891871,62853,62854,5,0.23344,0,0.23344,0.00211,3.0
57,trades,1783579892025,62853,62854,6,0.26459,0,0.26459,0.00211,3.0
58,l2Book,1783579892426,62853,62854,6,0.26459,0,0.26459,0.00211,3.0
59,l2Book,1783579892964,62853,62854,6,0.26459,0,0.26459,0.00211,3.0
60,trades,1783579893032,62853,62854,7,0.26459,0,0.26459,0.00229,3.0
61,l2Book,1783579893478,62853,62854,5,0.16121,0,0.16121,0.00229,3.0
62,l2Book,1783579894041,62853,62854,5,0.16121,0,0.16121,0.00229,3.0
63,trades,1783579894241,62853,62854,5,0.03401,0,0.03401,0.01521,3.0
64,l2Book,1783579894577,62853,62854,3,0.03115,0,0.03115,0.0131,3.0
65,l2Book,1783579895113,62853,62854,2,0,0,0,0.0131,3.0
66,l2Book,1783579895655,62853,62854,2,0,0,0,0.0131,3.0
67,trades,1783579895859,62853,62854,4,0.1274,0,0.1274,0.0131,3.0
68,trades,1783579896056,62853,62854,5,0.1274,0,0.1274,0.01754,3.0
69,l2Book,1783579896192,62853,62854,5,0.1274,0,0.1274,0.01754,3.0
70,trades,1783579896604,62853,62854,6,0.1274,0,0.1274,0.01904,3.0
71,l2Book,1783579896739,62853,62854,6,0.1274,0,0.1274,0.01904,3.0
72,trades,1783579897006,62853,62854,7,0.13278,0,0.13278,0.01904,3.0
73,l2Book,1783579897274,62853,62854,6,0.13278,0,0.13278,0.00612,3.0
74,trades,1783579897274,62853,62854,7,0.15328,0,0.15328,0.00612,3.0
75,l2Book,1783579897808,62853,62854,7,0.15328,0,0.15328,0.00612,3.0
76,trades,1783579898009,62853,62854,9,0.15399,0,0.15399,0.00612,3.0
77,l2Book,1783579898331,62853,62854,9,0.15399,0,0.15399,0.00612,3.0
78,trades,1783579898750,62853,62854,12,0.16435,0,0.16435,0.00612,3.0
79,l2Book,1783579898882,62853,62854,10,0.03695,0,0.03695,0.00612,3.0
80,trades,1783579899019,62853,62854,32,0.03695,0.12511,0.16206,0.00612,3.0
81,l2Book,1783579900037,62841,62842,28,0.01212,0,0.01212,0.14456,3.0
82,l2Book,1783579900559,62841,62842,27,0.01212,0,0.01212,0.12406,3.0
83,trades,1783579901043,62841,62842,27,0.01247,0,0.01247,0.12335,3.0
84,l2Book,1783579901109,62841,62842,27,0.01247,0,0.01247,0.12335,3.0
85,trades,1783579901511,62841,62842,28,0.01264,0,0.01264,0.12335,3.0
86,l2Book,1783579901647,62841,62842,28,0.01264,0,0.01264,0.12335,3.0
87,l2Book,1783579902177,62841,62842,3,0.00052,0,0.00052,0,3.0
88,l2Book,1783579902719,62841,62842,3,0.00052,0,0.00052,0,3.0
89,trades,1783579903189,62841,62842,4,0.01052,0,0.01052,0,3.0
90,l2Book,1783579903256,62841,62842,4,0.01052,0,0.01052,0,3.0
91,l2Book,1783579903792,62841,62842,4,0.01052,0,0.01052,0,3.0
92,trades,1783579904061,62841,62842,3,0.01085,0,0.01085,0,3.0
93,l2Book,1783579904328,62841,62842,3,0.01085,0,0.01085,0,3.0
94,l2Book,1783579904866,62841,62842,2,0.01068,0,0.01068,0,3.0
95,l2Book,1783579905411,62841,62842,2,0.01068,0,0.01068,0,3.0
96,l2Book,1783579905947,62841,62842,2,0.01068,0,0.01068,0,3.0
97,trades,1783579906014,62841,62842,4,0.01068,0,0.01068,0.0017,3.0
98,l2Book,1783579906482,62841,62842,3,0.00068,0,0.00068,0.0017,3.0
99,trades,1783579906885,62841,62842,7,0.00085,0.01832,0.01917,0.0017,3.0
100,trades,1783579907019,62840,62841,8,0.02127,0,0.02127,0.00255,3.0
101,l2Book,1783579907563,62838,62839,7,0,0,0,0.02314,3.0
102,l2Book,1783579908109,62838,62839,7,0,0,0,0.02314,3.0
103,l2Book,1783579908651,62838,62839,7,0,0,0,0.02314,3.0
104,trades,1783579908651,62838,62839,9,0.00397,0,0.00397,0.02314,3.0
105,trades,1783579909053,62838,62839,8,0.00397,0,0.00397,0.02162,3.0
106,l2Book,1783579909176,62838,62839,8,0.00397,0,0.00397,0.02162,3.0
107,l2Book,1783579909724,62838,62839,8,0.00397,0,0.00397,0.02162,3.0
108,trades,1783579909844,62838,62839,9,0.00397,0,0.00397,0.02242,3.0
109,l2Book,1783579910247,62838,62839,4,0.00397,0,0.00397,0.00098,3.0
110,l2Book,1783579910785,62838,62839,4,0.00397,0,0.00397,0.00098,3.0
111,trades,1783579911050,62838,62839,5,0.00397,0,0.00397,0.0083,3.0
112,l2Book,1783579911334,62838,62839,5,0.00397,0,0.00397,0.0083,3.0
113,l2Book,1783579911854,62838,62839,3,0,0,0,0.0083,3.0
114,trades,1783579912073,62838,62839,6,0.00095,0,0.00095,0.00963,3.0
