attempt,event_sequence,phase,source_event_exchange_time_ms,current_bid,current_ask,bbo_lookback_ms,recent_bbo_count,last_bbo_change_ms,touch_stability_ms,bbo_down_count,bbo_up_count,bbo_flat_count,bbo_mixed_count,last_direction,status
1,80,pre_open_orders_public_gate,1783579899019,62853.0,62854.0,750,2,1783579898331,688,0,0,2,0,flat,pass
1,80,post_open_orders_pre_submit_gate,1783579899019,62841.0,62842.0,750,2,1783579898331,688,0,0,2,0,flat,pass
1,99,pre_open_orders_public_gate,1783579906885,62841.0,62842.0,750,1,1783579906482,403,0,0,1,0,flat,pass
1,99,post_open_orders_pre_submit_gate,1783579906885,62840.0,62841.0,750,1,1783579906482,403,0,0,1,0,flat,pass
1,216,pre_open_orders_public_gate,1783579942348,62860.0,62861.0,750,1,1783579941944,404,1,0,0,0,down,block
1,222,pre_open_orders_public_gate,1783579943818,62847.0,62848.0,750,2,1783579943079,739,0,0,2,0,flat,pass
1,222,post_open_orders_pre_submit_gate,1783579943818,62839.0,62840.0,750,2,1783579943079,739,0,0,2,0,flat,pass
1,238,pre_open_orders_public_gate,1783579950285,62839.0,62840.0,750,2,1783579949618,667,0,0,2,0,flat,pass
1,238,post_open_orders_pre_submit_gate,1783579950285,62835.0,62836.0,750,2,1783579949618,667,0,0,2,0,flat,pass
1,287,pre_open_orders_public_gate,1783579964926,62839.0,62840.0,750,1,1783579964656,270,0,0,1,0,flat,pass
1,287,post_open_orders_pre_submit_gate,1783579964926,62836.0,62837.0,750,1,1783579964656,270,0,0,1,0,flat,pass
1,349,pre_open_orders_public_gate,1783579987559,62847.0,62848.0,750,2,1783579987008,551,0,0,2,0,flat,pass
1,349,post_open_orders_pre_submit_gate,1783579987559,62846.0,62847.0,750,2,1783579987008,551,0,0,2,0,flat,pass
1,355,pre_open_orders_public_gate,1783579991034,62846.0,62847.0,750,1,1783579990779,255,0,0,1,0,flat,pass
1,355,post_open_orders_pre_submit_gate,1783579991034,62844.0,62845.0,750,1,1783579990779,255,0,0,1,0,flat,pass
1,417,pre_open_orders_public_gate,1783580015607,62844.0,62845.0,750,1,1783580015395,212,0,0,1,0,flat,block
1,418,pre_open_orders_public_gate,1783580015798,62844.0,62845.0,750,1,1783580015395,403,0,0,1,0,flat,pass
1,418,post_open_orders_pre_submit_gate,1783580015798,62836.0,62837.0,750,1,1783580015395,403,0,0,1,0,flat,pass
1,420,pre_open_orders_public_gate,1783580016210,62836.0,62837.0,750,1,1783580015915,295,1,0,0,0,down,pass
1,420,post_open_orders_pre_submit_gate,1783580016210,62832.0,62833.0,750,1,1783580015915,295,1,0,0,0,down,pass
1,701,pre_open_orders_public_gate,1783580109291,62852.0,62853.0,750,1,1783580108952,339,0,0,1,0,flat,pass
1,701,post_open_orders_pre_submit_gate,1783580109291,62851.0,62852.0,750,1,1783580108952,339,0,0,1,0,flat,pass
