event_sequence,source_channel,source_event_exchange_time_ms,fresh_touch_allowed,trigger_found,guard_status,guard_reason,event_to_guard_start_seconds,target_event_to_guard_seconds,live_window_called,private_or_order_endpoint_called_before_trigger
1,l2Book,1783579874172,False,False,not_evaluated,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,,0.5,False,False
2,trades,1783579874040,False,False,not_evaluated,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,,0.5,False,False
3,l2Book,1783579874715,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
4,trades,1783579875053,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
5,l2Book,1783579875255,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
6,l2Book,1783579875780,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
7,trades,1783579876060,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
8,l2Book,1783579876329,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
9,trades,1783579876731,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
10,l2Book,1783579876867,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
11,l2Book,1783579877388,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,False
12,l2Book,1783579877940,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,False
13,trades,1783579877940,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,False
14,l2Book,1783579878473,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,False
15,l2Book,1783579878997,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,False
16,trades,1783579879078,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,False
17,l2Book,1783579879530,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,False
18,l2Book,1783579880084,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,False
19,trades,1783579880287,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
20,l2Book,1783579880607,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
21,trades,1783579881009,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
22,l2Book,1783579881157,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
23,l2Book,1783579881695,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
24,trades,1783579882016,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
25,l2Book,1783579882216,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
26,l2Book,1783579882768,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
27,trades,1783579883021,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
28,l2Book,1783579883305,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
29,trades,1783579883505,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
