attempt,event_sequence,phase,open_orders_end_unix_seconds,open_orders_end_ns,pre_open_orders_public_state_seq,pre_open_orders_l2_state_seq,post_open_orders_public_state_seq,post_open_orders_l2_state_seq,post_open_orders_l2_local_receive_ts_ns,post_open_orders_public_state_channel,post_open_orders_exchange_time_ms,state_observed_after_open_orders_end,wait_timeout_seconds,status,reason,current_bid,current_ask,inference_scope
1,80,post_open_orders_l2_resync,1783579899.5052574,1783579899505257472,80,79,81,81,1783579899714921330,l2Book,1783579899455,True,0.6887500000000001,pass,,62841.0,62842.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,99,post_open_orders_l2_resync,1783579907.0996985,1783579907099698432,100,99,101,101,1783579907298061095,l2Book,1783579907019,True,0.68125,pass,,62840.0,62841.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,222,post_open_orders_l2_resync,1783579944.0512655,1783579944051265536,224,223,225,225,1783579944453603593,l2Book,1783579944151,True,0.755,pass,,62839.0,62840.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,238,post_open_orders_l2_resync,1783579950.5353515,1783579950535351552,241,240,242,242,1783579950928561518,l2Book,1783579950690,True,0.69125,pass,,62835.0,62836.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,287,post_open_orders_l2_resync,1783579965.1342485,1783579965134248448,291,289,293,293,1783579965419265012,l2Book,1783579965194,True,0.6975,pass,,62836.0,62837.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,349,post_open_orders_l2_resync,1783579987.8039532,1783579987803953152,355,355,357,357,1783579988336470752,l2Book,1783579988096,True,0.7537499999999999,pass,,62846.0,62847.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,355,post_open_orders_l2_resync,1783579991.283972,1783579991283972096,363,362,364,364,1783579991534630812,l2Book,1783579991314,True,0.6887500000000001,pass,,62844.0,62845.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,418,post_open_orders_l2_resync,1783580016.026083,1783580016026083072,427,424,428,428,1783580016157855212,l2Book,1783580015915,True,0.765,pass,,62836.0,62837.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,420,post_open_orders_l2_resync,1783580016.415044,1783580016415044096,430,428,431,431,1783580016723357684,l2Book,1783580016478,True,0.765,pass,,62832.0,62833.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,701,post_open_orders_l2_resync,1783580109.4986534,1783580109498653440,712,711,713,713,1783580109713294349,l2Book,1783580109491,True,0.7525,pass,,62851.0,62852.0,requires_l2Book_observed_after_private_open_orders_before_reprice
