attempt,event_sequence,phase,source_event_exchange_time_ms,current_bid,current_ask,bbo_lookback_ms,recent_bbo_count,last_bbo_change_ms,touch_stability_ms,bbo_down_count,bbo_up_count,bbo_flat_count,bbo_mixed_count,last_direction,status
1,43,pre_open_orders_public_gate,1784187103229,64454.0,64458.0,750,1,1784187102766,463,1,0,0,0,down,block
1,194,pre_open_orders_public_gate,1784187149004,64441.0,64442.0,750,2,1784187148311,693,0,0,2,0,flat,pass
1,194,post_open_orders_pre_submit_gate,1784187149004,64439.0,64440.0,750,2,1784187148311,693,0,0,2,0,flat,pass
1,277,pre_open_orders_public_gate,1784187177601,64441.0,64442.0,750,1,1784187177269,332,0,0,0,1,mixed,pass
1,277,post_open_orders_pre_submit_gate,1784187177601,64438.0,64439.0,750,1,1784187177269,332,0,0,0,1,mixed,pass
1,410,pre_open_orders_public_gate,1784187206463,64440.0,64441.0,750,1,1784187205966,497,0,0,1,0,flat,pass
1,410,post_open_orders_pre_submit_gate,1784187206463,64436.0,64437.0,750,1,1784187205966,497,0,0,1,0,flat,pass
1,429,pre_open_orders_public_gate,1784187211227,64436.0,64437.0,750,2,1784187210494,733,0,0,2,0,flat,pass
1,429,post_open_orders_pre_submit_gate,1784187211227,64427.0,64428.0,750,2,1784187210494,733,0,0,2,0,flat,pass
1,540,pre_open_orders_public_gate,1784187243504,64435.0,64436.0,750,1,1784187243099,405,0,0,1,0,flat,pass
1,540,post_open_orders_pre_submit_gate,1784187243504,64426.0,64427.0,750,1,1784187243099,405,0,0,1,0,flat,pass
1,808,pre_open_orders_public_gate,1784187323092,64462.0,64463.0,750,1,1784187322828,264,0,0,1,0,flat,pass
1,808,post_open_orders_pre_submit_gate,1784187323092,64457.0,64458.0,750,1,1784187322828,264,0,0,1,0,flat,pass
1,833,pre_open_orders_public_gate,1784187329083,64457.0,64458.0,750,1,1784187328747,336,0,0,1,0,flat,pass
1,833,post_open_orders_pre_submit_gate,1784187329083,64446.0,64447.0,750,1,1784187328747,336,0,0,1,0,flat,pass
1,850,pre_open_orders_public_gate,1784187334261,64444.0,64445.0,750,2,1784187333583,678,0,0,2,0,flat,pass
1,850,post_open_orders_pre_submit_gate,1784187334261,64443.0,64444.0,750,2,1784187333583,678,0,0,2,0,flat,pass
1,878,pre_open_orders_public_gate,1784187344276,64440.0,64441.0,750,1,1784187344000,276,0,0,1,0,flat,pass
