attempt,event_sequence,phase,open_orders_end_unix_seconds,open_orders_end_ns,pre_open_orders_public_state_seq,pre_open_orders_l2_state_seq,post_open_orders_public_state_seq,post_open_orders_l2_state_seq,post_open_orders_l2_local_receive_ts_ns,post_open_orders_public_state_channel,post_open_orders_exchange_time_ms,state_observed_after_open_orders_end,wait_timeout_seconds,status,reason,current_bid,current_ask,inference_scope
1,194,post_open_orders_l2_resync,1784187149.5318637,1784187149531863808,194,193,195,195,1784187149658897361,l2Book,1784187149433,True,0.8375,pass,,64439.0,64440.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,277,post_open_orders_l2_resync,1784187178.0243309,1784187178024330752,278,276,279,279,1784187178039557275,l2Book,1784187177804,True,0.755,pass,,64438.0,64439.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,410,post_open_orders_l2_resync,1784187206.672918,1784187206672918016,412,410,413,413,1784187206748963483,l2Book,1784187206528,True,0.6900000000000001,pass,,64436.0,64437.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,429,post_open_orders_l2_resync,1784187211.4122865,1784187211412286464,432,429,434,434,1784187211772679968,l2Book,1784187211534,True,0.75875,pass,,64427.0,64428.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,540,post_open_orders_l2_resync,1784187243.7820132,1784187243782013184,545,542,546,546,1784187243977015179,l2Book,1784187243711,True,0.76125,pass,,64426.0,64427.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,808,post_open_orders_l2_resync,1784187323.339228,1784187323339227904,814,811,817,817,1784187323589329320,l2Book,1784187323368,True,0.72,pass,,64457.0,64458.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,833,post_open_orders_l2_resync,1784187329.2762988,1784187329276298752,842,840,843,843,1784187329505598634,l2Book,1784187329286,True,0.7000000000000001,pass,,64446.0,64447.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,850,post_open_orders_l2_resync,1784187334.4813588,1784187334481358848,860,859,862,862,1784187334914559128,l2Book,1784187334669,True,0.6875,pass,,64443.0,64444.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,878,post_open_orders_l2_resync,1784187344.4852147,1784187344485214720,890,889,891,891,1784187344752650160,l2Book,1784187344544,True,0.7625,pass,,64434.0,64435.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,926,post_open_orders_l2_resync,1784187359.3560848,1784187359356084736,939,938,941,941,1784187359636805662,l2Book,1784187359319,True,0.68625,pass,,64407.0,64408.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,979,post_open_orders_l2_resync,1784187366.6294537,1784187366629453568,994,994,996,996,1784187367108510658,l2Book,1784187366865,True,0.7525,pass,,64309.0,64310.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,1009,post_open_orders_l2_resync,1784187371.4849703,1784187371484970240,1026,1021,1027,1027,1784187371513265773,l2Book,1784187371223,True,0.74,pass,,64292.0,64293.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,1020,post_open_orders_l2_resync,1784187373.7772577,1784187373777257728,1038,1036,1041,1041,1784187374055444560,l2Book,1784187373808,True,0.7825,pass,,64276.0,64277.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,1143,post_open_orders_l2_resync,1784187400.2714815,1784187400271481600,1164,1162,1165,1165,1784187400490326552,l2Book,1784187400208,True,0.7025000000000001,pass,,64281.0,64282.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,1185,post_open_orders_l2_resync,1784187410.5913222,1784187410591322112,1207,1204,1209,1209,1784187410806657479,l2Book,1784187410575,True,0.75125,pass,,64304.0,64305.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,1223,post_open_orders_l2_resync,1784187421.6492448,1784187421649244672,1247,1244,1248,1248,1784187421927903083,l2Book,1784187421657,True,0.7575,pass,,64284.0,64285.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,1239,post_open_orders_l2_resync,1784187426.1122684,1784187426112268544,1264,1263,1265,1265,1784187426581548549,l2Book,1784187426351,True,0.76125,pass,,64274.0,64275.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,1499,post_open_orders_l2_resync,1784187486.3416789,1784187486341678848,1525,1523,1527,1527,1784187486457471687,l2Book,1784187486233,True,0.7575,pass,,64268.0,64269.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,1540,post_open_orders_l2_resync,1784187498.9771054,1784187498977105408,1568,1568,1570,1570,1784187499489972779,l2Book,1784187499268,True,0.75875,pass,,64261.0,64262.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,1541,post_open_orders_l2_resync,1784187499.6104171,1784187499610417152,1571,1570,1573,1573,1784187500026905021,l2Book,1784187499801,True,0.75875,pass,,64261.0,64262.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,1601,post_open_orders_l2_resync,1784187516.5182655,1784187516518265600,1633,1631,1634,1634,1784187516665467049,l2Book,1784187516440,True,0.75625,pass,,64269.0,64270.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,1605,post_open_orders_l2_resync,1784187517.627493,1784187517627492864,1638,1637,1639,1639,1784187517778305012,l2Book,1784187517529,True,0.6900000000000001,pass,,64266.0,64267.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,1924,post_open_orders_l2_resync,1784187611.2192657,1784187611219265792,1958,1956,1959,1959,1784187611219442394,l2Book,1784187610778,True,0.6975,pass,,64226.0,64227.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,2054,post_open_orders_l2_resync,1784187636.808241,1784187636808240896,2089,2086,2090,2090,1784187636886951832,l2Book,1784187636643,True,0.6937500000000001,pass,,64199.0,64200.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,2270,post_open_orders_l2_resync,1784187692.9984198,1784187692998419712,2306,2305,2310,2310,1784187693456174652,l2Book,1784187693247,True,0.75125,pass,,64222.0,64223.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,2304,post_open_orders_l2_resync,1784187700.9385388,1784187700938538752,2344,2341,2346,2346,1784187701169773483,l2Book,1784187700952,True,0.76125,pass,,64199.0,64200.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,2331,post_open_orders_l2_resync,1784187709.848157,1784187709848156928,2373,2373,2374,2374,1784187710373230245,l2Book,1784187710143,True,0.7037499999999999,pass,,64209.0,64210.0,requires_l2Book_observed_after_private_open_orders_before_reprice
2,2332,post_open_orders_l2_resync,1784187711.4412816,1784187711441281536,2375,2374,2376,2376,1784187711441457431,l2Book,1784187710694,True,0.7037499999999999,pass,,64204.0,64205.0,requires_l2Book_observed_after_private_open_orders_before_reprice
2,2443,post_open_orders_l2_resync,1784187741.606846,1784187741606846208,2487,2485,2488,2488,1784187742163835339,l2Book,1784187741882,True,0.7537499999999999,pass,,64201.0,64202.0,requires_l2Book_observed_after_private_open_orders_before_reprice
2,2665,post_open_orders_l2_resync,1784187799.2612817,1784187799261281792,2710,2708,2711,2711,1784187799399653781,l2Book,1784187799161,True,0.7625,pass,,64228.0,64229.0,requires_l2Book_observed_after_private_open_orders_before_reprice
2,2669,post_open_orders_l2_resync,1784187800.4170108,1784187800417010688,2715,2714,2716,2716,1784187800604796826,l2Book,1784187800305,True,0.7625,pass,,64198.0,64218.0,requires_l2Book_observed_after_private_open_orders_before_reprice
2,2924,post_open_orders_l2_resync,1784187867.5988605,1784187867598860544,2971,2970,2972,2972,1784187868162583968,l2Book,1784187867831,True,0.6875,pass,,64219.0,64220.0,requires_l2Book_observed_after_private_open_orders_before_reprice
2,2926,post_open_orders_l2_resync,1784187868.7859712,1784187868785971200,2974,2973,2975,2975,1784187869223148228,l2Book,1784187868980,True,0.6875,pass,,64210.0,64211.0,requires_l2Book_observed_after_private_open_orders_before_reprice
2,2945,post_open_orders_l2_resync,1784187873.9271133,1784187873927113216,2994,2992,2995,2995,1784187874143817011,l2Book,1784187873908,True,0.75875,pass,,64217.0,64218.0,requires_l2Book_observed_after_private_open_orders_before_reprice
2,3029,post_open_orders_l2_resync,1784187900.4432952,1784187900443295232,3079,3078,3080,3080,1784187900623910974,l2Book,1784187900403,True,0.6825000000000001,pass,,64211.0,64212.0,requires_l2Book_observed_after_private_open_orders_before_reprice
2,3070,post_open_orders_l2_resync,1784187911.0108805,1784187911010880512,3121,3120,3123,3123,1784187911399770805,l2Book,1784187911166,True,0.6775,pass,,64209.0,64210.0,requires_l2Book_observed_after_private_open_orders_before_reprice
