schema_version,session_id,segment_id,connection_epoch_id,horizon_ms,support_projection_row_count,support_projection_sha256,first_grid_ts_ns,last_grid_ts_ns
skhynix_stage_h0a_support_v1,aug03,segment_0001,segment_0001:epoch_0,50,179973,92c9651ecfa70144230f23445ed0c60a8bad65cf71d8fae715fc8ac7513aaed2,1785713591080000000,1785715390800000000
skhynix_stage_h0a_support_v1,aug03,segment_0001,segment_0001:epoch_0,100,179973,a4b719bb9d2abe9ae4d5803d0b46d6d354742cfa8f9d1b66cb8988cc8b2a2b32,1785713591080000000,1785715390800000000
skhynix_stage_h0a_support_v1,aug03,segment_0001,segment_0001:epoch_0,250,179973,7cabd002418beea1911a1ab3f8acd918f11e21952e852ce71743bbfa529dd86d,1785713591080000000,1785715390800000000
skhynix_stage_h0a_support_v1,aug03,segment_0001,segment_0001:epoch_0,500,179973,751363c21112b97c9f1b82fb83684c7e652fb07e7f9de306282cbbfc31c6f136,1785713591080000000,1785715390800000000
skhynix_stage_h0a_support_v1,aug03,segment_0001,segment_0001:epoch_0,1000,179973,0c1016ad1ae8c84c79a0501d56a17a8e43828f93ae61d37f1992143549a84c22,1785713591080000000,1785715390800000000
skhynix_stage_h0a_support_v1,aug03,segment_0001,segment_0001:epoch_0,2000,179973,55556a86c8f4402b9ec7792a23ba98966f58a69ed7a6a4c83aa3a58617b8c351,1785713591080000000,1785715390800000000
skhynix_stage_h0a_support_v1,aug03,segment_0002,segment_0002:epoch_0,50,179973,8bcd29dde8fca0107553edeccae4cffbf8a0c1f52409f8da34dfed2e125671ba,1785715391960000000,1785717191680000000
skhynix_stage_h0a_support_v1,aug03,segment_0002,segment_0002:epoch_0,100,179973,6d80d2e8fb9d70de856cbb43b4629f5a5e1bc3a78438fe70e81704ac61bfb19a,1785715391960000000,1785717191680000000
skhynix_stage_h0a_support_v1,aug03,segment_0002,segment_0002:epoch_0,250,179973,48d9ccde6b1bdaefcc689e34448bd0ffb3f8199dc783b0bc22189d69275919ce,1785715391960000000,1785717191680000000
skhynix_stage_h0a_support_v1,aug03,segment_0002,segment_0002:epoch_0,500,179973,d773384669898554a6c773b1049bfa89d8bfffb005a15932744ea7475aa38ebc,1785715391960000000,1785717191680000000
skhynix_stage_h0a_support_v1,aug03,segment_0002,segment_0002:epoch_0,1000,179973,0571979e77009f26baf55893417828a0b4604b65e42a6ba48ccdec42d683967a,1785715391960000000,1785717191680000000
skhynix_stage_h0a_support_v1,aug03,segment_0002,segment_0002:epoch_0,2000,179973,4ef33d162b59e7e7a6e3e58e99aa1783d48308adad8c09ea5fe46124f90418d6,1785715391960000000,1785717191680000000
skhynix_stage_h0a_support_v1,aug03,segment_0003,segment_0003:epoch_0,50,179977,5022f27cd9ae853a81c8befd4fa5acbe0749787bf73a918415e0501c4845cc05,1785717192840000000,1785718992600000000
skhynix_stage_h0a_support_v1,aug03,segment_0003,segment_0003:epoch_0,100,179977,8651564e6770f1ca2b9053a6b26ab75e21473647af2e92577107cb80c98845f2,1785717192840000000,1785718992600000000
skhynix_stage_h0a_support_v1,aug03,segment_0003,segment_0003:epoch_0,250,179977,23fc3d7b1c627f1d0f81a59256b4e292f8125792cd3d9f593ae5ba201367df23,1785717192840000000,1785718992600000000
skhynix_stage_h0a_support_v1,aug03,segment_0003,segment_0003:epoch_0,500,179977,b644c2bc9b235ecc3d89785e3992f7be6860f92d75e161f9f0eb2ffa1d80273e,1785717192840000000,1785718992600000000
skhynix_stage_h0a_support_v1,aug03,segment_0003,segment_0003:epoch_0,1000,179977,a50984ae0ed0e1b38f608f29513db411ad4050ae0fada07b10ca6ada41156cc2,1785717192840000000,1785718992600000000
skhynix_stage_h0a_support_v1,aug03,segment_0003,segment_0003:epoch_0,2000,179977,188978e5c8d818f1ba534109ae02ab818b5c6134f0456b7a2080c6bbff96598d,1785717192840000000,1785718992600000000
skhynix_stage_h0a_support_v1,aug03,segment_0004,segment_0004:epoch_0,50,179981,e7bbf60e18b6f07ff944021b6f3d1b119111930ab586d10bd9db246bc51566b7,1785718993710000000,1785720793510000000
skhynix_stage_h0a_support_v1,aug03,segment_0004,segment_0004:epoch_0,100,179981,4567678bfcd119d4f29b63c129ea142783b296d61e762630dd76cf9ae2de6cb0,1785718993710000000,1785720793510000000
skhynix_stage_h0a_support_v1,aug03,segment_0004,segment_0004:epoch_0,250,179981,03d6c506021b18bbce8210dc16b17a1af206d1341681b3fde37dfdbcaee0065f,1785718993710000000,1785720793510000000
skhynix_stage_h0a_support_v1,aug03,segment_0004,segment_0004:epoch_0,500,179981,52ef68acb4eecfdcffd1f7fb0f07b45760518bb5e9f99eb4076296b2890b785c,1785718993710000000,1785720793510000000
skhynix_stage_h0a_support_v1,aug03,segment_0004,segment_0004:epoch_0,1000,179981,99150d0810c9f83d63cbc1276364c54ea5988039a4127c34db84c2b227f3c561,1785718993710000000,1785720793510000000
skhynix_stage_h0a_support_v1,aug03,segment_0004,segment_0004:epoch_0,2000,179981,6c4d00d535dfdcef235d18085d7d3e15be874c74757afde09701c9d1f8106b7d,1785718993710000000,1785720793510000000
skhynix_stage_h0a_support_v1,aug03,segment_0005,segment_0005:epoch_0,50,179986,84950b2c7945bc6d3409e2d662805594eb686b647a69d05f37d98722c077ce47,1785720794630000000,1785722594480000000
skhynix_stage_h0a_support_v1,aug03,segment_0005,segment_0005:epoch_0,100,179986,7dbaea1552554b2dfbdf55aad5f7d7b80dbbf9e65b9318cafbe983d50241921b,1785720794630000000,1785722594480000000
skhynix_stage_h0a_support_v1,aug03,segment_0005,segment_0005:epoch_0,250,179986,a747e2fa3dfce958ab9334fd5381bfe362872aac7bee90d915bd00873d2e2c8f,1785720794630000000,1785722594480000000
skhynix_stage_h0a_support_v1,aug03,segment_0005,segment_0005:epoch_0,500,179986,439cccd16462318c8d14b7987301db15e0a30e32c5f3150dfced356079e600d5,1785720794630000000,1785722594480000000
skhynix_stage_h0a_support_v1,aug03,segment_0005,segment_0005:epoch_0,1000,179986,605162262289a37e39cce773c07c04e2838187f5be8a00ce43dc11e6e3191d32,1785720794630000000,1785722594480000000
skhynix_stage_h0a_support_v1,aug03,segment_0005,segment_0005:epoch_0,2000,179986,775e6465af4f767ff475e15583a3855b7e44ca167675329cf1e80246516544e6,1785720794630000000,1785722594480000000
skhynix_stage_h0a_support_v1,aug03,segment_0006,segment_0006:epoch_0,50,179982,cd090ecd2912f3ed726392a9eb6d68a5ad4fe0639b458e5b879ce2abb3624eb0,1785722595600000000,1785724395410000000
skhynix_stage_h0a_support_v1,aug03,segment_0006,segment_0006:epoch_0,100,179982,b53d20215d796a2ef146b6dae68888b00a4c7d4f3e70a0fca5bca4d304144735,1785722595600000000,1785724395410000000
skhynix_stage_h0a_support_v1,aug03,segment_0006,segment_0006:epoch_0,250,179982,3b20e59e17fc0ca40ff21cb603c1534026ad2bb289b1629b14149abacd1ac538,1785722595600000000,1785724395410000000
skhynix_stage_h0a_support_v1,aug03,segment_0006,segment_0006:epoch_0,500,179982,d1e7662fec31290d08ebe07c41a1a058fc39c610f478a661baf67c4ee6ccdb24,1785722595600000000,1785724395410000000
skhynix_stage_h0a_support_v1,aug03,segment_0006,segment_0006:epoch_0,1000,179982,2f39e60c48b26e1889a1fb0e3cb753410fda9c6cc2f426597b8afa1d6c12481c,1785722595600000000,1785724395410000000
skhynix_stage_h0a_support_v1,aug03,segment_0006,segment_0006:epoch_0,2000,179982,65047caeed8154544e28e0988f78b98268c8f93798cd72cb2fe16af492651a0b,1785722595600000000,1785724395410000000
skhynix_stage_h0a_support_v1,aug03,segment_0007,segment_0007:epoch_0,50,179982,ee812360620ef1d881e32a32e34013911fed4f777a6a2e3146c269d59ac4b6ec,1785724396550000000,1785726196360000000
skhynix_stage_h0a_support_v1,aug03,segment_0007,segment_0007:epoch_0,100,179982,10d040815fb0281925bba6d2629f07658ac0e0d0f8d4d9231c697601abf9ccc0,1785724396550000000,1785726196360000000
skhynix_stage_h0a_support_v1,aug03,segment_0007,segment_0007:epoch_0,250,179982,4a4507e30b7d475c3e433dd989714ab2644e5f9aaf9614af9f278d56dc4db95b,1785724396550000000,1785726196360000000
skhynix_stage_h0a_support_v1,aug03,segment_0007,segment_0007:epoch_0,500,179982,6fccbac0d828aefa6d95e0f935a8ec86f52b74da04c21470a9076ab6c258be46,1785724396550000000,1785726196360000000
skhynix_stage_h0a_support_v1,aug03,segment_0007,segment_0007:epoch_0,1000,179982,64bf693851ef9868850d8432b2ce9e4f60e9adb2b5f08ed3a487ec0a0f92daaf,1785724396550000000,1785726196360000000
skhynix_stage_h0a_support_v1,aug03,segment_0007,segment_0007:epoch_0,2000,179982,f991cf23e94224cd4d074b486c47faa4a62d9ffec4172ff29c5eac5286bb4987,1785724396550000000,1785726196360000000
skhynix_stage_h0a_support_v1,aug03,segment_0008,segment_0008:epoch_0,50,179980,0b8add86d7c48e738d9302e1b3a9c514900bb1a80948d4dcd01c7d373db8cf9a,1785726197250000000,1785727997040000000
skhynix_stage_h0a_support_v1,aug03,segment_0008,segment_0008:epoch_0,100,179980,74c485e29a3db7892af24c61e7d5784ad3395c1aadfd836a20cce6fe1929a66c,1785726197250000000,1785727997040000000
skhynix_stage_h0a_support_v1,aug03,segment_0008,segment_0008:epoch_0,250,179980,9c7908a6f97b9229612c247d1eb587dc36f7f51d2e4b04ae180bdb8e67de93f8,1785726197250000000,1785727997040000000
skhynix_stage_h0a_support_v1,aug03,segment_0008,segment_0008:epoch_0,500,179980,3d927392710dd716b38e66254e2ac99b4ff9058873e9fa0fd528b4dc749a32d0,1785726197250000000,1785727997040000000
skhynix_stage_h0a_support_v1,aug03,segment_0008,segment_0008:epoch_0,1000,179980,d336ff384444f406f449962dbaec8f41b15f757f98c0c17b3f7f4566f2e14015,1785726197250000000,1785727997040000000
skhynix_stage_h0a_support_v1,aug03,segment_0008,segment_0008:epoch_0,2000,179980,a5af6808db501978fb2e55c01367c9547e4d1533a4be573659500389f83bc260,1785726197250000000,1785727997040000000
skhynix_stage_h0a_support_v1,aug03,segment_0009,segment_0009:epoch_0,50,179979,45ff9b6c221b5d730c9fe58b0ff435eec043f27ba126f935f99eb897dee86ce6,1785727997930000000,1785729797710000000
skhynix_stage_h0a_support_v1,aug03,segment_0009,segment_0009:epoch_0,100,179979,29735f1e3119c5ff5cc7b798cf237e2ef72e3f240d8e8e7d7cf69e4bd529a5ca,1785727997930000000,1785729797710000000
skhynix_stage_h0a_support_v1,aug03,segment_0009,segment_0009:epoch_0,250,179979,76c2d36d61d362c165d8d348759beadbe552439c64b609361960afe453196d7f,1785727997930000000,1785729797710000000
skhynix_stage_h0a_support_v1,aug03,segment_0009,segment_0009:epoch_0,500,179979,68f747b399e82d77818105a453b868d144f13a70ce84878576858d73330895c1,1785727997930000000,1785729797710000000
skhynix_stage_h0a_support_v1,aug03,segment_0009,segment_0009:epoch_0,1000,179979,589be4d920201243f3509c7cdbefca4af5003e28a5c716ec594501ba2f03b51d,1785727997930000000,1785729797710000000
skhynix_stage_h0a_support_v1,aug03,segment_0009,segment_0009:epoch_0,2000,179979,74a21bf7ac16ce52e9698e4aa35fbfce477d751f61a8e56f7db6874be7d038c5,1785727997930000000,1785729797710000000
skhynix_stage_h0a_support_v1,aug03,segment_0010,segment_0010:epoch_0,50,179983,477a84a4c8cf3657a10b2d625e3eedf9a2bf7efd6a62019d250176f524d4f012,1785729798600000000,1785731598420000000
skhynix_stage_h0a_support_v1,aug03,segment_0010,segment_0010:epoch_0,100,179983,7e2f80abea94b3b82760ad22d52494e51e770cc88b49e1b6ce7b8c20e205689a,1785729798600000000,1785731598420000000
skhynix_stage_h0a_support_v1,aug03,segment_0010,segment_0010:epoch_0,250,179983,74db49deee81449f0a1c6d008ede01478fe4e83262f419c78cbe5b5e7ed9d763,1785729798600000000,1785731598420000000
skhynix_stage_h0a_support_v1,aug03,segment_0010,segment_0010:epoch_0,500,179983,35fe25bf7ac7f7223e633ee85c3325ec10e14864038fd495b4429acdbb5b7bb7,1785729798600000000,1785731598420000000
skhynix_stage_h0a_support_v1,aug03,segment_0010,segment_0010:epoch_0,1000,179983,5138ebe83bacab4ffe9fbb73410dd16bfd11d37b397800202b41c1df9f5189c2,1785729798600000000,1785731598420000000
skhynix_stage_h0a_support_v1,aug03,segment_0010,segment_0010:epoch_0,2000,179983,e6d7f9e5d6ad68cb3205f298012644a4dc50db668ff3957ed2bdb8bc4b0afd0d,1785729798600000000,1785731598420000000
skhynix_stage_h0a_support_v1,aug04,segment_0001,segment_0001:epoch_0,50,719981,5c0ae4827ef6246c862c112eeb0b77c502fb22e6acc9be7adfa92aaee2953d24,1785805122760000000,1785812322560000000
skhynix_stage_h0a_support_v1,aug04,segment_0001,segment_0001:epoch_0,100,719981,ea4985262888aa83644785cac73af4d14fc17cc341beba3e54e6c6e281a6977d,1785805122760000000,1785812322560000000
skhynix_stage_h0a_support_v1,aug04,segment_0001,segment_0001:epoch_0,250,719981,c7b754024bdb5eb3cb289ee2a4edf2b1394d03dd5293a0a41395b1b6589fddf9,1785805122760000000,1785812322560000000
skhynix_stage_h0a_support_v1,aug04,segment_0001,segment_0001:epoch_0,500,719981,cee8f5ecb46f2c5d4f33ad42fa42c9aaafaf53c30d2bb5bba2c94fe12d99c0c1,1785805122760000000,1785812322560000000
skhynix_stage_h0a_support_v1,aug04,segment_0001,segment_0001:epoch_0,1000,719981,32d53ba441655bdbaa930326b80513275468cb89d7b38606837e85dd8a0a10bc,1785805122760000000,1785812322560000000
skhynix_stage_h0a_support_v1,aug04,segment_0001,segment_0001:epoch_0,2000,719981,4bb3191d1fbb9ab0ed8e30aa9146b23cf1af8b699f61b5c2fcac06911b2b0d2b,1785805122760000000,1785812322560000000
skhynix_stage_h0a_support_v1,jul30,segment_0001,segment_0001:epoch_0,50,179978,489147ed71e0d92e3fc93f9143388e868332b1b6ac3aae526047a253e1045b12,1785369289530000000,1785371089300000000
skhynix_stage_h0a_support_v1,jul30,segment_0001,segment_0001:epoch_0,100,179978,919f7b56bbc767e989c50d26880d69d09388ee22fa4fa2da1aec7e1093befad1,1785369289530000000,1785371089300000000
